"id","key","value","type","environment","tag"
55,db_model_grartifacts,"{""artifactName"":{""unique"":true,""type"":""string"",""required"":true}}",object,,
56,db_model_grcodexcategories,"{""categoryName"":{""type"":""string""}}",object,,
57,db_model_grcodexdata,"{""grCodexCategory"":{""model"":""grcodexcategory""},""grPrimaryArtifact"":{""model"":""grartifact""},""grSecondaryArtifact"":{""model"":""grartifact""},""codexNumber"":{""min"":1,""type"":""integer"",""required"":true},""text"":{""unique"":true,""type"":""text"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
58,db_model_grobeliskgroups,"{""grType"":{""model"":""grtype""},""groupName"":{""type"":""string"",""required"":true},""amount"":{""min"":1,""type"":""integer"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
59,db_model_grreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""enum"":[""Alpha"",""Beta"",""Gamma""],""type"":""enumeration"",""required"":true},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""grsite""},""grobeliskreport"":{""collection"":""grobeliskreport"",""via"":""grreport"",""isVirtual"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
60,db_model_grtypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""type"":""string""}}",object,,
61,db_model_gsartifacts,"{""artifactName"":{""unique"":true,""type"":""string"",""required"":true}}",object,,
62,db_model_gscodexcategories,"{""categoryName"":{""unique"":true,""type"":""string"",""required"":true}}",object,,
63,db_model_gscodexdata,"{""gsCodexCategory"":{""model"":""gscodexcategory""},""gsPrimaryArtifact"":{""model"":""gsartifact""},""gsSecondaryArtifact"":{""model"":""gsartifact""},""codexNumber"":{""min"":1,""type"":""integer"",""required"":true},""text"":{""unique"":true,""type"":""text"",""required"":true},""audio"":{""model"":""file"",""via"":""related"",""plugin"":""upload"",""required"":false},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
64,db_model_gsobeliskgroups,"{""gsType"":{""model"":""gstype""},""groupName"":{""type"":""string"",""required"":true},""amount"":{""min"":1,""type"":""integer"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
65,db_model_gsreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""enum"":[""Lacrosse"",""Crossroads"",""Fistbump"",""Hammerbot"",""Bear"",""Bowl"",""Turtle""],""type"":""enumeration"",""required"":true},""hasDatabank"":{""type"":""boolean""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""gssite""},""gsobeliskreport"":{""collection"":""gsobeliskreport"",""via"":""gsreport"",""isVirtual"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
66,db_model_gstypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""unique"":true,""type"":""string"",""required"":true}}",object,,
67,db_model_gvreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""type"":""string""},""frontierID"":{""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""gvsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
68,db_model_gvtypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""type"":""string""},""journalID"":{""default"":"""",""type"":""integer""}}",object,,
69,db_model_gyreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""type"":""string""},""frontierID"":{""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""gysite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
70,db_model_gytypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""type"":""string""},""journalID"":{""default"":"""",""type"":""integer""}}",object,,
71,db_model_hdreports,"{""fromSystemName"":{""type"":""string"",""required"":true},""toSystemName"":{""type"":""string"",""required"":true},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""screenshot"":{""model"":""file"",""via"":""related"",""plugin"":""upload""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""hdsite""},""hdRawJson"":{""type"":""json""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
72,db_model_killreports,"{""systemName"":{""type"":""string""},""edTimestamp"":{""type"":""date""},""cmdrName"":{""type"":""string""},""reward"":{""type"":""integer""},""rewardingFaction"":{""type"":""string""},""victimFaction"":{""type"":""string""},""rawEvent"":{""type"":""json""},""isBeta"":{""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""reportAccepted"":{""type"":""boolean""}}",object,,
73,db_model_lcfssreports,"{""cmdrName"":{""type"":""string""},""systemName"":{""type"":""string""},""systemAddress"":{""type"":""biginteger""},""signalName"":{""type"":""string""},""signalNameLocalised"":{""type"":""string""},""isBeta"":{""type"":""boolean""},""clientVersion"":{""type"":""string""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""rawJson"":{""type"":""json""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
74,db_model_lsreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""type"":""string""},""frontierID"":{""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""lssite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
75,db_model_lstypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""type"":""string""},""journalID"":{""default"":"""",""type"":""integer""}}",object,,
76,db_model_nhssreports,"{""systemName"":{""type"":""string""},""threatLevel"":{""min"":1,""max"":10,""type"":""integer""},""cmdrName"":{""type"":""string""},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""nhsssite""},""nhssRawJson"":{""type"":""json""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
77,db_model_pointofinterests,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""ring"":{""model"":""ring""},""poiDescription"":{""default"":"""",""type"":""string""},""type"":{""default"":"""",""type"":""string""},""active"":{""default"":false,""type"":""boolean""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
78,db_model_regions,"{""name"":{""type"":""string"",""required"":true,""unique"":true},""journalName"":{""type"":""string"",""unique"":true},""regionID"":{""type"":""integer"",""unique"":true}}",object,,
79,db_model_reportcodices,"{""cmdrName"":{""required"":true,""type"":""string""},""systemName"":{""required"":true,""type"":""string""},""bodyName"":{""default"":"""",""type"":""string""},""systemAddress"":{""type"":""biginteger""},""coordX"":{""default"":"""",""type"":""float""},""coordY"":{""default"":"""",""type"":""float""},""coordZ"":{""default"":"""",""type"":""float""},""latitude"":{""default"":"""",""type"":""float""},""longitude"":{""default"":"""",""type"":""float""},""entryId"":{""default"":"""",""type"":""integer""},""codexName"":{""default"":"""",""type"":""string""},""codexNameLocalised"":{""default"":"""",""type"":""string""},""subCategory"":{""default"":"""",""type"":""string""},""subCategoryLocalised"":{""default"":"""",""type"":""string""},""category"":{""default"":"""",""type"":""string""},""categoryLocalised"":{""default"":"""",""type"":""string""},""regionName"":{""default"":"""",""type"":""string""},""regionLocalised"":{""default"":"""",""type"":""string""},""voucherAmount"":{""default"":"""",""type"":""integer""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""rawJson"":{""type"":""json"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
