id,system,body,siteID,latitude,longitude,count,verified,visible,discoveredBy
465,251,207,465,-46.9307,38.3455,NULL,0,1,44
466,563,573,466,18.5349,-19.8696,NULL,0,1,44
467,294,267,467,5.6116,35.5101,NULL,0,1,44
468,533,538,468,45.8781,88.3101,NULL,0,1,44
469,203,139,469,-39.0246,33.9529,NULL,0,1,44
470,1444,1254,470,38.1949,36.4909,NULL,0,1,44
471,1426,1234,471,-24.7893,75.2862,NULL,0,1,182
472,1424,1232,472,1.3746,-52.5629,NULL,0,1,182
473,1393,1196,473,-55.0871,68.0923,NULL,0,1,182
474,1473,1290,474,48.8668,-36.5129,NULL,0,1,182
475,1436,1245,475,-4.4877,52.4075,NULL,0,1,182
476,476,459,476,58.9887,85.3908,NULL,0,1,16
477,410,387,477,78.7424,164.2047,NULL,0,1,16
478,459,436,478,30.5628,46.0532,NULL,0,1,16
479,459,436,479,15.8107,54.9558,NULL,0,1,16
480,449,426,480,-57.0648,-0.792,NULL,0,1,16
481,464,444,481,41.7454,54.6113,NULL,0,1,16
482,464,444,482,-17.7217,-91.2983,NULL,0,1,16
483,464,444,483,64.84,-51.9509,NULL,0,1,16
484,457,434,484,-26.9156,52.6673,NULL,0,1,16
485,457,434,485,-21.9473,44.8114,NULL,0,1,16
486,457,434,486,-80.0918,61.9382,NULL,0,1,16
487,457,434,487,-67.3081,56.642,NULL,0,1,16
488,481,467,488,34.4197,25.6754,NULL,0,1,16
489,481,467,489,52.4415,93.4709,NULL,0,1,16
490,473,456,490,25.5341,29.8992,NULL,0,1,16
491,474,457,491,-19.7037,45.5063,NULL,0,1,16
492,448,425,492,24.2705,-169.1478,NULL,0,1,16
493,448,425,493,10.0156,-28.094,NULL,0,1,16
494,458,435,494,42.8627,-163.4063,NULL,0,1,16
495,470,453,495,33.7392,53.2423,NULL,0,1,16
496,484,470,496,-11.085,-109.1703,NULL,0,1,16
497,484,471,497,9.9095,-80.2033,NULL,0,1,16
498,484,472,498,36.3987,-99.1428,NULL,0,1,16
499,451,428,499,15.2758,-48.3158,NULL,0,1,16
500,467,449,500,-22.4081,-64.5294,NULL,0,1,16
501,407,384,501,-38.17,110.2231,NULL,0,1,16
502,482,468,502,29.8669,-126.6399,NULL,0,1,16
503,452,429,503,-2.398,135.4047,NULL,0,1,16
504,498,490,504,35.2496,128.6644,NULL,0,1,16
505,453,430,505,30.213,66.9166,NULL,0,1,16
506,479,462,506,-58.0306,-131.3286,NULL,0,1,16
507,479,462,507,-55.1315,-145.1989,NULL,0,1,16
508,479,463,508,14.9054,-147.3612,NULL,0,1,16
509,485,477,509,1.3665,-113.3012,NULL,0,1,16
510,472,455,510,36.7845,-46.5343,NULL,0,1,16
511,461,439,511,35.0981,-102.146,NULL,0,1,16
512,461,439,512,41.9985,-92.1776,NULL,0,1,16
513,461,439,513,39.0967,-120.477,NULL,0,1,16
514,461,439,514,-35.0617,-168.0141,NULL,0,1,16
515,461,439,515,-18.22,-179.4789,NULL,0,1,16
516,461,439,516,-16.6286,-75.144,NULL,0,1,16
517,484,473,517,35.6383,-152.0088,NULL,0,1,16
518,484,474,518,47.0721,147.4606,NULL,0,1,16
519,484,475,519,-61.4587,-62.1427,NULL,0,1,16
520,484,476,520,-60.6261,-161.383,NULL,0,1,16
521,455,432,521,-8.7318,-139.184,NULL,0,1,16
522,475,458,522,22.5193,5.2958,NULL,0,1,16
523,409,386,523,-38.1879,-129.3143,NULL,0,1,16
524,487,479,524,25.6294,-22.3085,NULL,0,1,16
525,450,427,525,20.5114,-170.1051,NULL,0,1,16
526,466,448,526,39.526,141.1644,NULL,0,1,16
527,466,448,527,39.9019,-5.314,NULL,0,1,16
528,469,452,528,-42.1433,22.2667,NULL,0,1,16
529,469,452,529,8.5509,79.9111,NULL,0,1,16
530,469,452,530,43.2349,143.0555,NULL,0,1,16
531,497,489,531,-24.0075,-132.2336,NULL,0,1,16
532,423,400,532,-38.5053,-23.0932,NULL,0,1,16
533,423,400,533,-38.0871,-36.2457,NULL,0,1,16
534,1245,1048,534,-35.6393,177.5181,NULL,0,1,88
535,1668,1512,535,42.8774,-94.6309,NULL,0,1,105
536,1644,1488,536,2.832,-128.6182,NULL,0,1,105
537,1669,1513,537,1.7656,136.1214,NULL,0,1,105
538,1419,1226,538,-19.1324,-158.0526,NULL,0,1,74
539,1670,1515,539,40.6743,61.1024,NULL,0,1,128
540,135,55,540,68.1519,-28.9443,NULL,0,1,172
541,1421,1229,541,-40.2857,90.8835,NULL,0,1,74
542,1674,#N/A,542,3.6225,-56.7529,NULL,0,1,128
543,1253,1057,543,42.2619,67.1827,NULL,0,1,159
544,1262,1067,544,-40.0508,-129.5267,NULL,0,1,159
545,1262,1067,545,-44.0475,-167.1806,NULL,0,1,159
546,1249,1053,546,-51.7429,-117.0662,NULL,0,1,159
547,1249,1052,547,46.533,-72.7167,NULL,0,1,159
548,1260,1065,548,45.4556,109.493,NULL,0,1,159
549,1489,1305,549,27.2756,-65.19,NULL,0,1,74
550,1489,1305,550,18.3592,147.7867,NULL,0,1,74
551,560,569,551,64.8998,-61.104,NULL,0,1,129
552,560,569,552,62.5771,24.9809,NULL,0,1,129
553,1531,1354,553,22.5951,37.393,NULL,0,1,105
554,1678,#N/A,554,-20.6454,-147.2462,NULL,0,1,180
555,1681,#N/A,555,19.1896,-129.3042,NULL,0,1,180
556,962,886,556,51.7874,-18.9793,NULL,0,1,63
557,1388,1190,557,4.8815,121.7288,NULL,0,1,77
558,1343,1150,558,52.7584,118.5675,NULL,0,1,21
559,503,496,559,54.4892,-20.9958,NULL,0,1,100
560,503,496,560,42.0916,-41.9728,NULL,0,1,100
561,503,497,561,-59.3253,-168.6082,NULL,0,1,100
562,503,497,562,-51.9566,-128.7605,NULL,0,1,100
563,503,497,563,-30.3278,-141.7685,NULL,0,1,100
564,823,769,564,-29.7385,-54.2493,NULL,0,1,155
565,823,769,565,-31.9423,-43.1939,NULL,0,1,155
566,823,769,566,22.6208,-43.9382,NULL,0,1,155
567,823,769,567,-1.5364,122.5314,NULL,0,1,155
568,143,65,568,-35.5452,-123.473,NULL,0,1,100
569,823,768,569,-31.3291,-110.1295,NULL,0,1,145
570,143,65,570,65.1342,55.9129,NULL,0,1,100
571,143,67,571,-52.6299,160.4385,NULL,0,1,100
572,1390,1192,572,39.0998,-47.3785,NULL,0,1,74
573,1390,1193,573,-20.5851,-150.3445,NULL,0,1,74
574,913,837,574,49.2611,-116.3697,NULL,0,1,137
575,913,837,575,44.2361,-123.5973,NULL,0,1,137
576,913,838,576,20.834,-111.9905,NULL,0,1,137
577,913,838,577,-18.3786,175.5552,NULL,0,1,137
578,333,316,578,-35.0108,172.1007,NULL,0,1,105
579,709,676,579,2.6779,17.3429,NULL,0,1,123
580,734,718,580,34.6432,-97.5402,NULL,0,1,88
581,730,711,581,1.7685,142.6543,NULL,0,1,47
582,730,711,582,64.1516,-167.5075,NULL,0,1,47
583,718,692,583,-23.9564,102.2931,NULL,0,1,16
584,718,692,584,-7.4327,108.8068,NULL,0,1,16
585,718,692,585,30.3024,133.0154,NULL,0,1,16
586,718,692,586,49.0941,140.7287,NULL,0,1,16
587,718,692,587,5.1621,-132.2743,NULL,0,1,16
588,718,692,588,-2.2928,-147.0796,NULL,0,1,16
589,718,692,589,-45.2371,-85.421,NULL,0,1,16
590,718,692,590,-20.8729,155.9022,NULL,0,1,16
591,718,692,591,-29.8723,-70.3326,NULL,0,1,16
592,718,692,592,-35.6671,-47.1181,NULL,0,1,16
593,1333,1140,593,44.5894,-111.5385,NULL,0,1,119
594,1440,1249,594,-16.537,-153.883,NULL,0,1,74
595,913,838,595,64.8327,-92.9268,NULL,0,1,137
596,748,728,596,-6.4745,49.954,NULL,0,1,155
597,748,728,597,-37.9789,-37.9158,NULL,0,1,155
598,748,728,598,-30.8965,-63.1174,NULL,0,1,155
599,962,886,599,11.6528,134.5545,NULL,0,1,155
600,333,316,600,6.0113,-153.9064,NULL,0,1,105
601,913,838,601,47.0027,-35.2517,NULL,0,1,137
602,560,569,602,-52.6265,112.6522,NULL,0,1,187
603,244,193,603,55.4128,-134.1593,NULL,0,1,74
604,244,193,604,-25.5115,-130.2586,NULL,0,1,74
605,244,193,605,-30.2587,15.8126,NULL,0,1,74
606,244,193,606,32.6607,38.0649,NULL,0,1,74
607,244,193,607,59.3287,87.0986,NULL,0,1,74
608,244,194,608,34.4829,37.5928,NULL,0,1,74
609,244,194,609,-50.6306,38.5248,NULL,0,1,74
610,213,150,610,17.0858,-175.45,NULL,0,1,128
611,211,147,611,-36.861,-150.3524,NULL,0,1,121
612,560,570,612,9.7832,144.7432,NULL,0,1,187
613,560,568,613,-0.4616,-55.1997,NULL,0,1,187
614,560,568,614,-33.0103,-141.7202,NULL,0,1,187
615,565,575,615,-6.269,-81.3999,NULL,0,1,155
616,212,149,616,-29.1656,-48.7777,NULL,0,1,128
617,207,143,617,-28.0066,-54.5575,NULL,0,1,100
618,210,146,618,-36.1981,-174.5943,NULL,0,1,128
619,199,135,619,29.0805,161.1364,NULL,0,1,100
620,199,135,620,-42.846,98.7676,NULL,0,1,100
621,199,135,621,-6.6524,14.9561,NULL,0,1,100
622,2,2,622,36.1386,-85.3318,NULL,0,1,53
623,711,678,623,31.5151,137.3484,NULL,0,1,53
624,247,201,624,-3.4272,157.9183,NULL,0,1,53
625,247,202,625,-44.5637,29.2917,NULL,0,1,53
626,298,271,626,5.181,-101.3239,NULL,0,1,53
627,1637,1481,627,43.9773,-69.3271,NULL,0,1,141
628,720,694,628,-14.308,-118.2789,NULL,0,1,141
629,1638,1482,629,1.7971,-137.1608,NULL,0,1,65
630,1643,1487,630,-6.2708,-111.3845,NULL,0,1,141
631,725,700,631,-73.4927,175.528,NULL,0,1,65
632,727,703,632,-41.5405,-42.1934,NULL,0,1,141
633,727,703,633,-43.5405,-66.4446,NULL,0,1,141
634,722,696,634,76.8503,125.0268,NULL,0,1,65
635,1642,1486,635,23.6346,-127.0606,NULL,0,1,128
636,722,696,636,-0.2522,-53.6568,NULL,0,1,65
637,723,698,637,8.3279,-170.8288,NULL,0,1,65
638,723,698,638,10.7354,93.6204,NULL,0,1,65
639,723,698,639,-55.0037,118.3955,NULL,0,1,65
640,724,699,640,38.9671,38.8755,NULL,0,1,65
641,442,419,641,28.6818,-130.7415,NULL,0,1,119
642,333,316,642,6.0114,-153.9064,NULL,0,1,105
643,333,316,643,20.9481,-159.337,NULL,0,1,105
644,333,316,644,26.7993,-132.5073,NULL,0,1,105
645,333,316,645,-5.6104,79.213,NULL,0,1,105
646,333,316,646,-11.5049,-161.009,NULL,0,1,105
647,333,316,647,-22.5536,-129.19,NULL,0,1,105
648,333,316,648,-62.1285,-78.3109,NULL,0,1,105
649,1339,1146,649,33.316,-144.9535,NULL,0,1,70
650,1294,1100,650,24.4348,-53.7547,NULL,0,1,70
651,1293,1099,651,-31.8819,70.1639,NULL,0,1,70
652,1293,1099,652,7.222,-33.6267,NULL,0,1,70
653,1293,1099,653,-32.2952,-51.2606,NULL,0,1,70
654,1367,1174,654,44.8604,83.4087,NULL,0,1,71
655,1589,1413,655,33.6799,-41.1073,NULL,0,1,71
656,1368,1175,656,2.2718,-21.1699,NULL,0,1,88
657,1369,1177,657,40.2917,78.0209,NULL,0,1,88
658,1369,1176,658,-60.7696,81.2317,NULL,0,1,88
659,1342,1149,659,-57.2403,-102.5057,NULL,0,1,141
660,491,483,660,-1.2241,-6.1538,NULL,0,1,47
661,491,483,661,11.0866,78.1426,NULL,0,1,47
662,1395,1199,662,-54.4459,62.9921,NULL,0,1,47
663,566,576,663,7.429,-157.0047,NULL,0,1,14
664,312,289,664,-42.9802,4.1944,NULL,0,1,14
665,1297,1104,665,21.1251,166.4468,NULL,0,1,141
666,729,710,666,29.4216,115.0377,NULL,0,1,14
667,494,486,667,-2.3225,58.715,NULL,0,1,120
668,496,488,668,34.3851,-130.8683,NULL,0,1,120
669,493,485,669,2.4981,-152.6356,NULL,0,1,120
670,492,484,670,24.9003,117.5938,NULL,0,1,120
671,1331,1138,671,51.1422,108.0082,NULL,0,1,120
672,412,389,672,-54.0041,-161.5872,NULL,0,1,120
673,411,388,673,45.486,-140.6817,NULL,0,1,120
674,418,395,674,26.5464,-21.232,NULL,0,1,120
675,421,398,675,-37.506,-178.3262,NULL,0,1,120
676,429,406,676,-34.3171,35.3635,NULL,0,1,120
677,422,399,677,-3.6927,-97.2447,NULL,0,1,120
678,420,397,678,32.5031,-83.8286,NULL,0,1,120
679,417,394,679,-45.2372,103.2745,NULL,0,1,120
680,488,480,680,-46.7043,164.6844,NULL,0,1,120
681,489,481,681,-18.5066,-138.3574,NULL,0,1,120
682,445,422,682,-0.8984,-102.5951,NULL,0,1,120
683,434,411,683,-10.0937,-152.4926,NULL,0,1,120
684,437,414,684,26.416,-59.8249,NULL,0,1,120
685,444,421,685,14.3016,-166.5017,NULL,0,1,120
686,1537,1362,686,-47.9816,119.9429,NULL,0,1,12
687,1537,1361,687,-11.4624,137.535,NULL,0,1,12
688,1537,1361,688,-28.5934,134.6868,NULL,0,1,12
689,1537,1362,689,-49.5788,130.115,NULL,0,1,12
690,1537,1363,690,33.9318,143.6617,NULL,0,1,12
691,1537,1363,691,32.3104,-141.0163,NULL,0,1,12
692,1537,1363,692,-44.7547,-111.4804,NULL,0,1,12
693,1537,1363,693,-30.8792,-29.5372,NULL,0,1,12
694,1537,1363,694,31.51,124.143,NULL,0,1,12
695,1537,1361,695,19.1904,-128.7915,NULL,0,1,12
696,1537,1361,696,12.9167,-113.8206,NULL,0,1,12
697,1537,1361,697,-27.3734,-120.4163,NULL,0,1,12
698,465,447,698,-23.8044,-86.3013,NULL,0,1,82
699,1419,1227,699,4.9878,144.6854,NULL,0,1,99
700,728,708,700,11.1038,-117.87,NULL,0,1,31
701,728,708,701,21.9214,-102.9285,NULL,0,1,31
702,728,707,702,7.8397,155.1747,NULL,0,1,31
703,728,706,703,-17.6321,-64.6592,NULL,0,1,31
704,728,709,704,-11.6012,-82.4981,NULL,0,1,31
705,728,709,705,24.9618,-106.6159,NULL,0,1,31
706,728,709,706,21.2289,-113.0175,NULL,0,1,31
707,728,709,707,28.1917,-131.1676,NULL,0,1,31
708,910,833,708,32.4587,-122.6952,NULL,0,1,45
709,728,705,709,-52.0755,-147.6259,NULL,0,1,31
710,749,729,710,-2.88,40.3968,NULL,0,1,31
711,567,577,711,43.9089,-149.907,NULL,0,1,31
712,1441,1250,712,-2.9361,46.5548,NULL,0,1,74
713,1452,1262,713,19.1366,-82.4933,NULL,0,1,74
714,14,11,714,-47.1322,-56.7988,NULL,0,1,31
715,14,12,715,8.0147,-38.1216,NULL,0,1,31
716,832,776,716,-12.9683,63.6473,NULL,0,1,31
717,297,270,717,-32.2857,-16.9216,NULL,0,1,61
718,289,262,718,36.3246,157.5778,NULL,0,1,61
719,297,270,719,45.7983,52.0933,NULL,0,1,61
720,224,162,720,50.4763,-20.2629,NULL,0,1,61
721,224,162,721,-29.9547,-128.7831,NULL,0,1,61
722,256,215,722,13.232,64.4813,NULL,0,1,173
723,324,304,723,-60.0874,168.1082,NULL,0,1,173
724,1607,1438,724,7.985,135.4413,NULL,0,1,173
725,1522,1344,725,-16.5643,74.9689,NULL,0,1,17
726,1255,1059,726,-40.5616,-119.627,NULL,0,1,143
727,1652,1496,727,55.9934,78.0941,NULL,0,1,188
728,732,715,728,32.4958,150.4601,NULL,0,1,166
729,570,580,729,-16.775,-148.8885,NULL,0,1,166
730,732,716,730,35.6259,-136.8561,NULL,0,1,166
731,571,581,731,16.601,-25.0062,NULL,0,1,166
732,572,582,732,20.9267,-30.794,NULL,0,1,166
733,1588,1412,733,17.8561,171.1808,NULL,0,1,166
734,480,464,734,-32.2879,33.2446,NULL,0,1,16
735,468,450,735,68.0217,144.5578,NULL,0,1,16
736,468,451,736,53.216,-133.5888,NULL,0,1,16
737,468,451,737,-44.3701,-79.1522,NULL,0,1,16
738,454,431,738,-45.6496,-102.3854,NULL,0,1,16
739,471,454,739,55.7243,-129.5967,NULL,0,1,16
740,471,454,740,19.9222,-123.1588,NULL,0,1,16
741,471,454,741,-23.3341,172.1556,NULL,0,1,16
742,255,214,742,3.1447,97.5154,NULL,0,1,16
743,233,181,743,23.1466,133.3301,NULL,0,1,16
744,233,182,744,-44.5582,46.0714,NULL,0,1,16
745,233,182,745,-12.1788,-154.7681,NULL,0,1,16
746,1524,1345,746,49.4601,58.5691,NULL,0,1,16
747,708,675,747,-32.9205,-100.9332,NULL,0,1,16
748,708,674,748,-30.8901,-107.6492,NULL,0,1,16
749,1503,1324,749,4.6394,-133.9723,NULL,0,1,16
750,480,465,750,22.8735,113.0745,NULL,0,1,16
751,480,465,751,2.0062,124.8463,NULL,0,1,16
752,490,482,752,2.6392,-72.4175,NULL,0,1,16
753,460,438,753,-21.4239,48.4983,NULL,0,1,16
754,460,437,754,32.9751,-37.2099,NULL,0,1,16
755,229,170,755,56.0788,-8.5122,NULL,0,1,16
756,222,160,756,50.2085,-165.7708,NULL,0,1,16
757,215,152,757,15.9868,-66.0589,NULL,0,1,16
758,1485,1300,758,47.3625,95.6977,NULL,0,1,16
759,208,144,759,62.9008,-132.8214,NULL,0,1,16
760,206,142,760,-18.8905,133.7876,NULL,0,1,16
761,241,190,761,-27.2304,-129.0213,NULL,0,1,16
762,295,268,762,9.8738,-50.5293,NULL,0,1,16
763,295,268,763,7.5512,-50.3377,NULL,0,1,16
764,337,320,764,-50.6658,-134.8015,NULL,0,1,16
765,296,269,765,-3.6253,-22.4945,NULL,0,1,16
766,330,312,766,40.3647,-149.6147,NULL,0,1,16
767,330,313,767,7.0434,-53.8935,NULL,0,1,16
768,321,300,768,-54.0814,-116.0063,NULL,0,1,16
769,1472,1289,769,-48.0182,-74.2997,NULL,0,1,16
770,1538,1364,770,57.1705,108.3494,NULL,0,1,74
771,733,717,771,55.0533,-39.83,NULL,0,1,166
772,958,882,772,-11.0339,-41.5057,NULL,0,1,166
773,1522,1344,773,-16.5643,74.9689,NULL,0,1,17
774,1525,1346,774,-8.2997,-48.5411,NULL,0,1,32
775,1428,1236,775,46.9931,134.9871,NULL,0,1,89
776,917,842,776,60.902,160.3086,NULL,0,1,100
777,916,841,777,4.7337,30.4648,NULL,0,1,100
778,1486,1301,778,-48.52,65.661,NULL,0,1,100
779,1499,1321,779,9.013,115.6151,NULL,0,1,100
780,908,831,780,-21.3982,148.0083,NULL,0,1,173
781,963,887,781,20.2867,-140.1635,NULL,0,1,173
782,462,442,782,-14.1609,-136.0376,NULL,0,1,82
