"id","system","bodyName","edsmID","edsmID64","edsmBodyID","edsmType","edsmSubtype","edsmOffset","edsmDistanceToArrival","edsmIsMainStar","edsmIsScoopable","edsmIsLandable","edsmAge","edsmLuminosity","edsmAbsoluteMagnitude","edsmSolarMasses","edsmSolarRadius","edsmGravity","edsmEarthMasses","edsmRadius","edsmSurfaceTemperature","edsmSurfacePressure","edsmVolcanismType","edsmAtmosphereType","edsmTerraformingState","edsmOrbitalPeriod","edsmSemiMajorAxis","edsmOrbitalEccentricity","edsmOrbitalInclination","edsmArgOfPeriapsis","edsmRotationalPeriod","edsmRotationalPeriodTidallyLocked","edsmAxialTilt","edsmSolidComposition","edsmAtmosphere","edsmMaterial","created_at","updated_at"
192,1129,"14 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
193,1130,"6 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
194,1131,"8 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
195,1131,"9 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
196,1131,"9 D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
197,1132,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
198,1133,C 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
199,1134,A 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
200,1134,B 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
201,1134,B 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
202,1137,A 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
203,1138,A 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
204,1139,D 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
205,1140,AB 9 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
206,1140,AB 9 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
207,1141,"8 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
208,1141,"8 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
209,1141,"8 G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
210,1143,B 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
211,1145,B 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
212,1146,A 4 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
213,1146,B 3 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
214,1149,A 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
215,1150,B 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
216,1151,B 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
217,1151,C 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
218,1152,B 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
219,1153,D 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
220,1154,A 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
221,1155,A 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
222,1156,B 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
223,1157,B 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
224,1158,B 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
225,1159,D 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
226,1161,"5 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
227,1162,"6 D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
228,1165,"5 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
229,1166,"3 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
230,1166,"3 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
231,1166,"3 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
232,1166,"3 F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
233,1167,B 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
234,1168,B 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
235,1169,A 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
236,1170,A 3 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
237,1171,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
238,1173,C 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
239,1174,"11 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
240,1175,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
241,1177,"6 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
242,1177,"6 D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
243,1178,"4 D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
244,1178,"4 F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
245,1180,A 1 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
246,1182,AB 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
247,1182,AB 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
248,1182,C 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
249,1183,"3 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
250,1184,C 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
251,1185,A 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
252,1186,B 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
253,1187,B 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
254,1188,A 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
255,1189,D 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
256,1190,A 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
257,1191,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
258,1192,C 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
259,1192,C 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
260,1194,A 4 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
261,1195,A 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
262,1195,B 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
263,1196,B 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
264,1197,B 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
265,1198,B 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
266,1199,A 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
267,1199,B 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
268,1200,A 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
269,1201,A 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
270,1202,B 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
271,1202,B 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
272,1203,C 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
273,1204,B 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
274,1205,A 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
275,1206,A 7 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
276,1207,B 5 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
277,1208,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
278,1209,B 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
279,1210,C 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
280,1212,B 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
281,1213,B 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
282,1226,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
283,1240,AB 4 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
284,1241,"5 D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
285,1250,"4 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
286,1287,A 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
287,1305,A 4 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
288,1307,A 2 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
289,1348,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
290,1380,AB 1 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
291,1412,"8 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
292,1465,B 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
293,1476,"2 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
294,1510,"3 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
295,1510,"3 A C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
296,1510,"7 A A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
297,1625,B 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
298,1625,B 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
299,1655,"7 E A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
300,1660,"5 D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
301,1661,"2 F A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
302,1662,A 4 E A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
303,1663,"2 D A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
304,1664,AB 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
305,1665,"1 D A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
306,1666,"6 B A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
307,1667,"2 C A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
308,1668,"3 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
309,1669,"3 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
310,1670,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
311,1671,A 5 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
312,1682,C 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
313,1683,A 3 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
314,1684,"10 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
315,1685,"3 B A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
316,1689,"10 C A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
317,1690,"7 A A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
318,1691,"6 C A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
319,1692,"8 B A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
320,1707,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
321,1708,"2 A A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
322,1714,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
323,1715,B 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
324,1718,"4 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
325,1719,"8 A E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
326,1720,"13 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
327,1721,D 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
328,1722,B 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
329,1723,"2 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
330,1724,A 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
331,1725,A 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
332,1726,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
333,1727,"4 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
334,1728,"7 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
335,1729,B 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
336,1730,"4 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
337,1731,"6 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
338,1732,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
339,1733,A 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
340,1734,"1 B A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
341,1735,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
342,1736,"1 C A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
343,1737,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
344,1738,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
345,1739,B 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
346,1740,"2 C A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
347,1741,B 4 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
348,1742,"2 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
349,1743,AB 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
350,1744,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
351,1745,"7 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
352,1746,"6 D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
353,1747,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
354,1748,"2 B A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
355,1749,A 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
356,1750,"4 E A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
357,1751,A 3 B A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
358,1752,ABCD 1 E A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
359,1753,"1 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
360,1754,"4 C A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
361,1755,A 4 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
362,1756,"5 B A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
363,1757,"3 C A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
364,1758,AB 1 A A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
365,1759,A 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
366,1760,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
367,1761,ABC 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
368,1761,ABC 1 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
369,1761,ABC 3 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
370,1762,"1 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
371,1763,"1 B A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
372,1764,"3 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
373,1764,"4 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
374,1765,"1 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
375,1766,B 7 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
376,1767,"2 B A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
377,1768,BC 1 B A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
378,1769,"4 D A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
379,1770,"2 C A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
380,1771,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
381,1772,"6 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
382,1773,"3 D A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
383,1774,"1 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
384,1775,"8 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
385,1776,"2 A A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
