"id","system","body","siteID","latitude","longitude","type","verified","visible","discoveredBy","created_at","updated_at"
267,796,58,267,25.6567,76.0798,2,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
268,1199,266,268,-1.2459,39.9643,1,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
269,1199,267,269,-50.21,-125.0965,3,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
270,1156,222,270,-47.1423,-138.5505,2,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
271,1156,222,271,-38.7705,17.2915,1,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
272,3862,989,272,24.1346,172.0412,3,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
273,1202,270,273,-44.5991,135.1922,1,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
274,1202,270,274,-30.2362,2.9298,1,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
275,1202,271,275,-15.0367,-178.6987,1,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
276,1202,271,276,33.9366,119.1534,2,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
277,1187,253,277,-29.15,136.4509,3,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
278,1187,253,278,-29.118,137.7482,3,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
279,1187,253,279,-44.9313,-61.7014,2,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
280,1098,148,280,12.9376,14.7975,3,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
281,1098,148,281,21.6727,0.8096,1,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
282,1098,149,282,36.6647,3.46,1,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
283,1094,143,283,-5.0246,-26.9995,1,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
284,1094,143,284,-2.9745,-128.4154,2,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
285,1094,143,285,-2.9767,-128.4826,3,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
286,1094,144,286,46.7761,-150.4471,3,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
287,1094,144,287,38.0487,-48.8509,3,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
288,1085,135,288,-31.5935,141.3556,3,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
289,1085,135,289,-31.6153,141.2318,1,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
290,1085,135,290,14.9202,146.093,3,1,1,,2018-08-31 13:31:40,2018-08-31 13:31:40
