id,system,body,siteID,latitude,longitude,type,cycle,count,verified,visible,discoveredBy
415,1053,944,415,22.254,101.8156,3,5,NULL,0,1,141
416,1053,944,416,23.0977,102.2123,6,5,NULL,0,1,141
417,1622,1467,417,-32.2119,-141.9895,8,2,NULL,0,1,206
418,1622,1467,418,-30.9405,-142.2798,2,2,NULL,0,1,206
419,1622,1467,419,-26.5406,-148.4498,8,2,NULL,0,1,206
420,1622,1467,420,-18.5747,-148.9909,2,2,NULL,0,1,206
421,1622,1467,421,-19.1798,-151.5231,8,2,NULL,0,1,206
422,1622,1467,422,8.5472,-126.5881,8,2,NULL,0,1,206
423,1622,1467,423,15.1647,-133.1348,5,2,NULL,0,1,206
424,1622,1467,424,23.4277,-150.6129,8,2,NULL,0,1,206
425,1622,1467,425,71.6379,-62.2077,8,2,NULL,0,1,206
426,1622,1467,426,70.5969,-58.3641,8,2,NULL,0,1,206
427,1622,1467,427,67.9504,-45.5392,8,2,NULL,0,1,206
428,1622,1468,428,19.1169,-104.0950,3,2,NULL,0,1,206
429,1622,1468,429,23.5115,-104.8993,8,2,NULL,0,1,206
430,1622,1468,430,29.5233,-102.1510,8,2,NULL,0,1,206
431,1622,1468,431,35.7026,-97.8135,3,2,NULL,0,1,206
432,1622,1468,432,42.4144,-81.4348,8,2,NULL,0,1,206
433,1622,1468,433,41.8047,-75.9447,8,2,NULL,0,1,206
434,1622,1468,434,43.6459,-75.9573,8,2,NULL,0,1,206
435,1622,1468,435,19.1388,-0.0925,8,2,NULL,0,1,206
436,1622,1468,436,21.5499,1.2614,6,2,NULL,0,1,206
437,1622,1468,437,-5.2965,-36.8917,8,2,NULL,0,1,206
438,1622,1468,438,-6.5255,-36.1663,5,2,NULL,0,1,206
439,1622,1468,439,-17.7553,-70.5853,8,2,NULL,0,1,206
440,1622,1469,440,-9.1799,-152.2745,8,2,NULL,0,1,206
441,1622,1469,441,-6.713,-156.5335,8,2,NULL,0,1,206
442,1622,1469,442,-15.2305,151.4779,8,2,NULL,0,1,206
443,1622,1469,443,-14.1189,139.3529,8,2,NULL,0,1,206
444,1622,1469,444,-2.8313,135.8407,8,2,NULL,0,1,206
445,1622,1469,445,16.4818,117.3539,2,2,NULL,0,1,206
446,1622,1469,446,47.5907,162.1671,2,2,NULL,0,1,206
447,1622,1469,447,44.3939,-174.9084,8,2,NULL,0,1,206
448,1622,1469,448,43.9668,-170.3241,8,2,NULL,0,1,206
449,1622,1469,449,35.9469,-163.7054,3,2,NULL,0,1,206
450,1622,1469,450,20.6503,-138.6763,8,2,NULL,0,1,206
451,1622,1469,451,-2.8227,144.1129,8,2,NULL,0,1,206
452,1134,991,452,16.4873,132.5642,5,5,NULL,0,1,71
453,1134,991,453,32.2434,127.842,3,5,NULL,0,1,82
454,1134,991,454,22.6224,116.2111,6,5,NULL,0,1,141
455,1134,991,455,17.7955,132.5432,2,5,NULL,0,1,124
456,1160,1007,456,-41.8315,22.2444,2,5,NULL,0,1,71
457,1162,1014,457,-4.4946,145.6557,1,5,NULL,0,1,156
458,1162,1014,458,14.3275,131.8217,3,5,NULL,0,1,156
459,1162,1014,459,-14.2586,141.4512,5,5,NULL,0,1,156
460,1162,1014,460,-26.6144,162.7394,6,5,NULL,0,1,156
461,1162,1014,461,25.0928,116.3333,2,5,NULL,0,1,156
462,1162,1015,462,37.7935,-109.8081,3,5,NULL,0,1,156
463,1162,1015,463,36.2636,-137.6774,5,5,NULL,0,1,156
464,1162,1015,464,57.2718,-141.9642,6,5,NULL,0,1,156
465,1162,1015,465,1.1839,-158.6362,6,5,NULL,0,1,156
466,1162,1015,466,75.2973,-78.595,2,5,NULL,0,1,156
467,1162,1015,467,16.5024,-43.8116,5,5,NULL,0,1,156
468,1162,1015,468,32.3333,-44.386,3,5,NULL,0,1,156
469,1162,1016,469,-1.39,111.95,8,5,NULL,0,1,156
470,1162,1016,470,-21.93,92.28,8,5,NULL,0,1,156
471,1162,1016,471,-28.65,28.65,8,5,NULL,0,1,156
472,1162,1016,472,5.25,119.7,8,5,NULL,0,1,156
473,1162,1016,473,27.84,87.54,8,5,NULL,0,1,156
474,174,102,474,24.9198,-119.9005,8,4,NULL,0,1,71
475,1045,936,475,-25.3837,-117.0822,2,5,NULL,0,1,141
476,1045,936,476,0.9716,-112.3221,3,5,NULL,0,1,141
477,1045,936,477,27.1777,-127.4545,5,5,NULL,0,1,141
478,1220,1034,478,-26.4788,3.4345,5,5,NULL,0,1,71
479,1220,1034,479,-32.5806,-44.3487,5,5,NULL,0,1,71
480,1162,1017,480,3.87,-34.26,2,5,NULL,0,1,156
481,1162,1017,481,2.11,-24.21,3,5,NULL,0,1,156
482,1162,1017,482,26.22,16.73,5,5,NULL,0,1,156
483,1162,1017,483,39.01,43.84,6,5,NULL,0,1,156
484,1162,1017,484,-25.8,-97.15,2,5,NULL,0,1,156
485,1162,1018,485,-63.77,-179.92,2,5,NULL,0,1,156
486,1162,1018,486,-6.33,-156.18,3,5,NULL,0,1,156
487,1162,1018,487,-29.59,125.69,5,5,NULL,0,1,156
488,1162,1019,488,14.76,-31.54,2,5,NULL,0,1,156
489,1162,1019,489,32.14,-34.28,3,5,NULL,0,1,156
490,1162,1019,490,29.71,-53.02,5,5,NULL,0,1,156
491,1162,1019,491,-59.5,-6.45,6,5,NULL,0,1,156
492,1220,1034,492,-32.57,-44.35,5,5,NULL,0,1,156
493,1220,1034,493,-16.11,-46.97,6,5,NULL,0,1,156
494,1220,1034,494,12.61,-39.17,2,5,NULL,0,1,156
495,1220,1034,495,70.64,44.23,3,5,NULL,0,1,156
496,1220,1034,496,59.92,11.71,5,5,NULL,0,1,156
497,1220,1034,497,50.08,36.08,6,5,NULL,0,1,156
498,1220,1034,498,10.81,62.34,2,5,NULL,0,1,156
499,1220,1034,499,-15.86,43.62,3,5,NULL,0,1,156
500,1220,1034,500,0.81,-26.4,6,5,NULL,0,1,156
501,1220,1035,501,-37.44,-75.23,2,5,NULL,0,1,156
502,1220,1035,502,-29.68,-97.08,3,5,NULL,0,1,156
503,1220,1035,503,-17.14,-109.17,5,5,NULL,0,1,156
504,1220,1035,504,-19.41,-119.37,6,5,NULL,0,1,156
505,1220,1035,505,-26.12,-127.02,2,5,NULL,0,1,156
506,1220,1035,506,-20.64,-151.01,3,5,NULL,0,1,156
507,1220,1035,507,-15.67,-157.52,5,5,NULL,0,1,156
508,1220,1036,508,4.94,16.55,5,5,NULL,0,1,156
509,1220,1036,509,11.01,27.69,3,5,NULL,0,1,156
510,1220,1036,510,31.99,29.29,6,5,NULL,0,1,156
511,1220,1036,511,26.57,32.19,2,5,NULL,0,1,156
512,1220,1036,512,52.18,52.98,3,5,NULL,0,1,156
513,1220,1036,513,-34.44,7.59,6,5,NULL,0,1,156
514,1220,1036,514,-39.91,30.55,2,5,NULL,0,1,156
515,1220,1037,515,24.81,80.63,6,5,NULL,0,1,156
516,1220,1037,516,6.51,151.03,3,5,NULL,0,1,156
517,1220,1037,517,-11.33,142.87,2,5,NULL,0,1,156
518,1220,1037,518,49.25,164.81,5,5,NULL,0,1,156
519,636,618,519,40.0352,38.3765,5,5,NULL,0,1,141
520,636,619,520,65.9648,116.0247,2,5,NULL,0,1,122
521,636,619,521,16.4625,137.5953,6,5,NULL,0,1,122
522,636,618,522,-34.2602,44.1267,3,5,NULL,0,1,141
523,1179,1024,523,-31.3193,77.4781,6,5,NULL,0,1,141
524,1179,1024,524,12.7767,66.2801,5,5,NULL,0,1,141
525,1142,995,525,-7.4432,-51.6301,2,5,NULL,0,1,71
526,1142,995,526,5.4459,-35.0687,3,5,NULL,0,1,71
527,1142,995,527,-26.9331,-103.8032,2,5,NULL,0,1,71
528,1179,1022,528,-30.9056,11.9581,5,5,NULL,0,1,90
529,1179,1022,529,-13.2696,-46.8866,6,5,NULL,0,1,90
530,1179,1023,530,20.4077,-148.1082,5,5,NULL,0,1,90
531,1142,996,531,-34.2677,15.3096,5,5,NULL,0,1,71
532,1179,1026,532,40.829,-55.7979,6,5,NULL,0,1,141
533,1179,1025,533,-26.4366,-87.2402,5,5,NULL,0,1,141
534,1179,1024,534,-53.0091,95.3748,3,5,NULL,0,1,156
535,636,618,535,-43.2767,71.0032,5,5,NULL,0,1,71
536,996,906,536,32.1574,82.5026,2,5,NULL,0,1,90
537,996,905,537,-58.7947,-18.3855,3,5,NULL,0,1,71
538,996,905,538,-10.4022,80.203,6,5,NULL,0,1,71
539,996,906,539,-40.134,68.4262,3,5,NULL,0,1,71
540,1027,920,540,-16.2436,-101.7626,5,5,NULL,0,1,141
541,1027,920,541,1.1039,-164.2756,2,5,NULL,0,1,90
542,1027,921,542,36.1885,-105.8278,2,5,NULL,0,1,195
543,1027,921,543,46.2022,-82.2584,6,5,NULL,0,1,141
544,1027,920,544,-26.9722,-116.7323,6,5,NULL,0,1,71
545,636,619,545,4.1912,145.7803,2,5,NULL,0,1,141
546,1022,916,546,-46.1555,23.6666,6,5,NULL,0,1,71
547,1022,917,547,-16.2879,96.7356,5,5,NULL,0,1,71
548,1022,918,548,-43.9531,-22.0333,2,5,NULL,0,1,71
549,1022,919,549,-15.6995,-44.7923,6,5,NULL,0,1,141
550,1022,918,550,18.6189,-0.0867,5,5,NULL,0,1,141
551,1022,918,551,2.4172,1.0993,3,5,NULL,0,1,141
552,1022,918,552,-75.3026,-39.7252,6,5,NULL,0,1,141
553,1022,918,553,13.7303,-33.7645,6,5,NULL,0,1,141
554,1022,916,554,-56.0322,-14.575,2,5,NULL,0,1,141
555,1019,914,555,5.55,62.9006,6,5,NULL,0,1,141
556,1019,914,556,4.1,84.3244,2,5,NULL,0,1,141
557,1019,913,557,-46.9612,-23.1987,6,5,NULL,0,1,71
558,1047,937,558,5.8269,-31.387,5,5,NULL,0,1,71
559,1047,939,559,-1.2769,143.5569,2,5,NULL,0,1,141
560,1047,939,560,-32.0152,171.5291,3,5,NULL,0,1,141
561,1047,941,561,27.7723,-141.7879,2,5,NULL,0,1,141
562,1047,941,562,-3.4288,-159.9042,6,5,NULL,0,1,141
563,1047,938,563,22.8082,-152.5475,3,5,NULL,0,1,141
564,1019,912,564,26.0867,91.0445,2,5,NULL,0,1,141
565,1019,913,565,-45.0408,46.5689,2,5,NULL,0,1,90
566,1019,913,566,-46.1226,50.9781,6,5,NULL,0,1,90
567,1019,913,567,-30.9054,45.8516,3,5,NULL,0,1,90
568,1019,913,568,-41.2478,23.5331,5,5,NULL,0,1,90
569,1047,940,569,-5.5998,-108.7421,2,5,NULL,0,1,141
570,1161,1010,570,-29.7802,-1.3533,2,5,NULL,0,1,71
571,1161,1010,571,4.0068,-9.9591,5,5,NULL,0,1,71
572,1161,1011,572,3.3091,2.0037,6,5,NULL,0,1,71
573,1161,1009,573,-12.0118,100.4032,6,5,NULL,0,1,141
574,1161,1011,574,19.8856,-42.6451,3,5,NULL,0,1,141
575,1161,1009,575,9.1415,139.2499,3,5,NULL,0,1,71
576,1161,1009,576,-10.7483,146.4809,5,5,NULL,0,1,71
577,1161,1013,577,-4.4022,-162.1798,6,5,NULL,0,1,71
578,1615,1451,578,-27.2535,-168.8636,2,1,NULL,0,1,71
579,1142,994,579,-19.2378,-69.0918,6,5,NULL,0,1,141
580,1142,994,580,-22.9644,-106.9924,5,5,NULL,0,1,141
581,1142,994,581,-16.7312,-41.8542,2,5,NULL,0,1,141
582,1142,996,582,-2.7524,66.2803,2,5,NULL,0,1,141
583,632,616,583,-31.6725,141.516,8,1,NULL,0,1,141
584,1161,1012,584,15.537,61.4922,5,5,NULL,0,1,71
585,1202,1030,585,29.3191,35.8275,3,5,NULL,0,1,141
586,1202,1030,586,44.7887,49.1391,5,5,NULL,0,1,141
587,1202,1031,587,-56.9551,125.6453,3,5,NULL,0,1,141
588,1202,1031,588,-30.0114,118.6498,3,5,NULL,0,1,141
589,1202,1031,589,-59.073,89.4029,2,5,NULL,0,1,141
590,1202,1031,590,-55.1473,128.1325,6,5,NULL,0,1,122
591,1202,1030,591,-21.1259,166.7284,8,5,NULL,0,1,122
592,1202,1030,592,3.7992,90.4792,6,5,NULL,0,1,122
593,1223,1038,593,-1.0422,17.9249,3,5,NULL,0,1,156
594,1223,1038,594,9.7511,27.3736,6,5,NULL,0,1,156
595,1223,1038,595,-1.6262,103.1614,6,5,NULL,0,1,156
596,1223,1039,596,3.533,-26.2757,3,5,NULL,0,1,156
597,1223,1039,597,8.3143,-41.0233,5,5,NULL,0,1,141
598,1161,1013,598,32.1913,-164.3979,5,5,NULL,0,1,71
599,1185,1027,599,0.4684,-110.873,3,5,NULL,0,1,141
600,1185,1027,600,12.3987,-110.2391,2,5,NULL,0,1,141
601,1185,1027,601,-21.5967,-98.8475,5,5,NULL,0,1,141
602,1185,1027,602,36.0466,-106.3085,6,5,NULL,0,1,156
603,1185,1027,603,35.9676,-104.404,1,5,NULL,0,1,156
604,1185,1027,604,68.9713,-91.6065,5,5,NULL,0,1,141
605,1197,1028,605,-65.6864,178.2738,2,5,NULL,0,1,141
606,1197,1028,606,-6.3042,139.2638,5,5,NULL,0,1,156
607,993,904,607,16.4669,162.9215,6,5,NULL,0,1,71
608,993,904,608,20.6135,88.3165,3,5,NULL,0,1,141
609,1120,985,609,4.3921,128.2576,3,5,NULL,0,1,156
610,1120,985,610,5.9402,127.1202,1,5,NULL,0,1,156
611,1120,985,611,3.1577,118.6814,2,5,NULL,0,1,156
612,1120,986,612,-37.2445,-48.1918,2,5,NULL,0,1,156
613,1120,986,613,-33.8377,-43.1063,1,5,NULL,0,1,156
614,1120,985,614,18.7867,134.6658,5,5,NULL,0,1,141
615,1120,986,615,13.1032,-34.3245,2,5,NULL,0,1,141
616,1120,986,616,5.8235,-47.111,5,5,NULL,0,1,141
617,996,905,617,-38.9718,68.5638,5,5,NULL,0,1,141
618,1120,986,618,4.3208,-60.0722,6,5,NULL,0,1,141
619,897,822,619,-23.59,143.03,8,1,NULL,0,1,1
620,1109,979,620,-57.6778,-13.1466,6,5,NULL,0,1,141
621,1225,1040,621,-12.2073,145.7142,2,5,NULL,0,1,194
622,1225,1040,622,19.7686,82.5123,6,5,NULL,0,1,141
623,1044,934,623,-18.2355,-47.205,5,5,NULL,0,1,71
624,591,593,624,-0.1863,-106.3599,2,5,NULL,0,1,156
625,591,593,625,10.6686,-99.0924,3,5,NULL,0,1,156
626,591,593,626,10.6321,-70.5609,6,5,NULL,0,1,156
627,1061,948,627,-4.6523,138.6913,2,1,NULL,0,1,122
628,1169,1020,628,-6.7886,-115.3894,3,5,NULL,0,1,71
629,990,903,629,-6.9279,139.352,6,5,NULL,0,1,153
630,1045,935,630,-24.4242,26.9047,8,1,NULL,0,1,71
631,1079,967,631,20.1784,86.7151,8,1,NULL,0,1,197
632,956,879,632,76.2336,-78.3555,1,1,NULL,0,1,29
633,956,879,633,55.3007,-85.6364,1,1,NULL,0,1,27
634,1078,963,634,-1.2187,-0.4291,6,5,NULL,0,1,71
