"id","systemName","edsmID","edsmID64","edsmCoordX","edsmCoordY","edsmCoordZ","edsmCoordLocked","created_at","updated_at"
953,CD-79 950,16989,83986682594,87.96875,-85.09375,63.6875,1,2018-08-31 13:28:40,2018-08-31 14:11:59
954,CD-86 4,15979,2037718698355,86.75,-64.78125,56.84375,1,2018-08-31 13:28:40,2018-08-31 14:11:59
955,CD-87 103,6857,2587474512235,76.5,-52.65625,54.84375,1,2018-08-31 13:28:40,2018-08-31 14:11:59
956,CE BOOTIS,19957,16063848916401,-5.40625,29.375,16.46875,1,2018-08-31 13:28:40,2018-08-31 14:11:59
957,CELAENO,23684,198875014308,-81.09375,-148.3125,-337.09375,1,2018-08-31 13:28:40,2018-08-31 14:12:03
958,CEMIESS,2670,1522322606443,66.0625,-105.34375,27.09375,1,2018-08-31 13:28:40,2018-08-31 14:12:03
959,CEMPLANGPA,1124,908553229010,26.0625,-165.75,-9.40625,1,2018-08-31 13:28:40,2018-08-31 14:12:03
960,CENIL,19355,3657399571146,55.84375,45.4375,-26.53125,1,2018-08-31 13:28:40,2018-08-31 14:12:03
961,CENNICENINO,6389,4752154823011,128.53125,-4.09375,-54.75,1,2018-08-31 13:28:40,2018-08-31 14:12:03
962,CEOS,29543,2278152997195,-348.65625,13.875,-339.21875,1,2018-08-31 13:28:40,2018-08-31 14:12:06
963,CEPHEI SECTOR BQ-Y B3,840153,7266145281417,-144,23.21875,-65.4375,1,2018-08-31 13:28:40,2018-08-31 14:12:06
964,CEPHEI SECTOR BV-Y B2,87093,5067658962313,-89.0625,54.75,-75.46875,1,2018-08-31 13:28:40,2018-08-31 14:12:06
965,CEPHEI SECTOR CA-A C19,102956,5306398544578,-104.5625,10.90625,-79.625,1,2018-08-31 13:28:40,2018-08-31 14:12:06
966,CEPHEI SECTOR CA-A C9,23697,2557619475138,-85.6875,13.65625,-69.59375,1,2018-08-31 13:28:40,2018-08-31 14:12:06
967,CEPHEI SECTOR CA-A D91,67003,3137213565283,-62.5,27.375,-34.8125,1,2018-08-31 13:28:40,2018-08-31 14:12:10
968,CEPHEI SECTOR DB-X B1-1,35814,2868098835857,-133.5625,36.25,-60.8125,1,2018-08-31 13:28:40,2018-08-31 14:12:10
969,CEPHEI SECTOR EW-W B1-6,23710,13862946612625,-145.5625,28.1875,-51.6875,1,2018-08-31 13:28:40,2018-08-31 14:12:10
970,CEPHEI SECTOR FG-Y C12,47233,3382186087114,-107.375,6.6875,-39.21875,1,2018-08-31 13:28:40,2018-08-31 14:12:10
971,CEPHEI SECTOR FW-W B1-4,82939,9465168536977,-131.90625,29.125,-60.875,1,2018-08-31 13:28:40,2018-08-31 14:12:10
972,CEPHEI SECTOR HR-W B1-4,23717,9465168471441,-131.90625,9.1875,-45.4375,1,2018-08-31 13:28:40,2018-08-31 14:12:14
973,CEPHEI SECTOR HR-W C1-16,244231,4481697747666,-141.78125,46.34375,-18.25,1,2018-08-31 13:28:40,2018-08-31 14:12:14
974,CEPHEI SECTOR IR-W B1-6,23722,13863483418001,-116.8125,3,-54.0625,1,2018-08-31 13:28:40,2018-08-31 14:12:14
975,CEPHEI SECTOR PS-U B2-2,243978,5067658765721,-89.71875,-13.9375,-37.78125,1,2018-08-31 13:28:40,2018-08-31 14:12:14
976,CEPHEUS DARK REGION FW-V B2-0,10705442,652433302889,-1381.1875,259.15625,-163.84375,1,2018-08-31 13:28:40,2018-08-31 14:12:14
977,CERAUNII,11166,2557820670658,45.40625,-147.59375,-82.25,1,2018-08-31 13:28:40,2018-08-31 14:12:17
978,CERKTONDHS,7707,4752121268595,-5.0625,-23.5625,59.25,1,2018-08-31 13:28:40,2018-08-31 14:12:17
979,CERNI,3368,1183632593610,145.25,-8,-34.53125,1,2018-08-31 13:28:40,2018-08-31 14:12:17
980,CERONIR,12717,9468657739201,128.8125,-114.53125,58.03125,1,2018-08-31 13:28:40,2018-08-31 14:12:17
981,CETI SECTOR CL-Y D55,558354,1900246174059,-70.65625,-113.90625,-20.875,1,2018-08-31 13:28:40,2018-08-31 14:12:17
982,CETI SECTOR CL-Y D57,17705,1968965650795,-70.375,-105.96875,-9.96875,1,2018-08-31 13:28:40,2018-08-31 14:12:21
983,CETI SECTOR DL-X B1-6,23784,13865362138513,21.625,-90.1875,-46.375,1,2018-08-31 13:28:40,2018-08-31 14:12:21
984,CETI SECTOR FB-X C1-19,39299,5306599805650,29,-66.09375,-22.78125,1,2018-08-31 13:28:40,2018-08-31 14:12:21
985,CETI SECTOR GR-V B2-3,170650,7268023936409,5.65625,-90.125,-31.78125,1,2018-08-31 13:28:40,2018-08-31 14:12:21
986,CETI SECTOR IM-V B2-0,112823,670954104217,8,-114.9375,-31.65625,1,2018-08-31 13:28:40,2018-08-31 14:12:21
987,CETI SECTOR JX-T B3-2,93151,5068732245409,-10.78125,-100.71875,-7.4375,1,2018-08-31 13:28:40,2018-08-31 14:12:24
988,CETI SECTOR KW-W B1-3,260766,7268560610705,46.90625,-145.15625,-48.03125,1,2018-08-31 13:28:40,2018-08-31 14:12:24
989,CETI SECTOR MC-V B2-3,246205,7268023739801,13.6875,-154.9375,-42.1875,1,2018-08-31 13:28:40,2018-08-31 14:12:24
990,CETI SECTOR MC-V B2-4,263952,9467046995353,7.3125,-151.28125,-42.78125,1,2018-08-31 13:28:40,2018-08-31 14:12:24
991,CETI SECTOR OC-V B2-1,220031,2870514099609,39.25,-151.9375,-26.6875,1,2018-08-31 13:28:40,2018-08-31 14:12:24
992,CETI SECTOR YE-Z B2,229538,5069000680841,6.75,-102.15625,-84.53125,1,2018-08-31 13:28:40,2018-08-31 14:27:26
993,CEUT,5546,13866704315841,126.1875,-101.125,67.5625,1,2018-08-31 13:28:40,2018-08-31 14:27:26
994,CF 17413,23799,2832631599842,14.78125,-12.21875,94.03125,1,2018-08-31 13:28:40,2018-08-31 14:27:26
995,CH'ENG,18792,2896728918387,95.4375,-161.46875,74.71875,1,2018-08-31 13:28:40,2018-08-31 14:27:26
996,CHAAC,15618,5069001205153,0.4375,63.21875,-9.5,1,2018-08-31 13:28:40,2018-08-31 14:27:30
997,CHACOBOG,13418,3931874824898,-161.15625,27.375,-72.75,1,2018-08-31 13:28:40,2018-08-31 14:27:30
998,CHAEA THAA EV-G D10-0,25944325,13396631643,13894.5625,72.21875,58754.75,0,2018-08-31 13:28:40,2018-08-31 14:27:30
999,CHAEA THUA ZP-F C11-1,25881464,385171472482,15773.53125,170.09375,58300.03125,0,2018-08-31 13:28:40,2018-08-31 14:27:30
1000,CHAGA,12574,3382521696970,62.6875,68.375,-56.28125,1,2018-08-31 13:28:40,2018-08-31 14:27:30
1001,CHAGIN,2679,13866167838105,81.625,20.65625,-43.125,1,2018-08-31 13:28:40,2018-08-31 14:27:33
1002,CHAIMAL,645,7266950456697,-72.40625,-19.03125,-117.8125,1,2018-08-31 13:28:40,2018-08-31 14:27:33
1003,CHAIRHUHYUS,1380,40542880549736,-78.65625,-28.21875,28.78125,1,2018-08-31 13:28:40,2018-08-31 14:27:33
1004,CHAKMA,5801,75719736314688,-150.0625,-40.78125,-23.1875,1,2018-08-31 13:28:40,2018-08-31 14:27:33
1005,CHALBANDIA,9526,2871319537065,105.34375,-115.96875,8.625,1,2018-08-31 13:28:40,2018-08-31 14:27:33
1006,CHAMUNDA,6645,6131099374306,-47.21875,-6.78125,62.125,1,2018-08-31 13:28:40,2018-08-31 14:27:37
1007,CHAN MINA,10244,13865094096257,-3.65625,19.6875,-101.5,1,2018-08-31 13:28:40,2018-08-31 14:27:37
1008,CHANA,10711,5377835682608,103.75,-43.90625,-40.4375,1,2018-08-31 13:28:40,2018-08-31 14:27:37
1009,CHANGGU,1202,5363877038960,-33.125,-35.3125,35.1875,1,2018-08-31 13:28:40,2018-08-31 14:27:37
1010,CHANGKHULYM,3850,58158688914288,141.375,-28.875,44.125,1,2018-08-31 13:28:40,2018-08-31 14:27:37
1011,CHANKUN,10043,6955800138442,-19.59375,-76.125,-25.625,1,2018-08-31 13:28:40,2018-08-31 14:27:41
1012,CHAPSUGAIBO,3855,671491106217,42.5625,-80.78125,10.0625,1,2018-08-31 13:28:40,2018-08-31 14:27:41
1013,CHARICK DRIFT,23801,2999774611819,8.1875,26.71875,-6.0625,1,2018-08-31 13:28:40,2018-08-31 14:27:41
1014,CHAUALKYRJA,15187,5069806773681,71.21875,150.71875,16.8125,1,2018-08-31 13:28:40,2018-08-31 14:27:41
1015,CHAXIRAXI,9801,16063849047465,-9.84375,66.53125,5.75,1,2018-08-31 13:28:40,2018-08-31 14:27:41
1016,CHEHE,15265,7268292371897,25.90625,-91.875,38.71875,1,2018-08-31 13:28:40,2018-08-31 14:27:44
1017,CHELINI,1848,2868635968929,-86.34375,133.875,-13.90625,1,2018-08-31 13:28:40,2018-08-31 14:27:44
1018,CHEMALUK,14458,2553114806643,66.8125,61.625,64.5625,1,2018-08-31 13:28:40,2018-08-31 14:27:44
1019,CHEMATJA,20028,1458040804034,-136.40625,60.53125,-84.75,1,2018-08-31 13:28:40,2018-08-31 14:27:44
1020,CHENETI,7303,6680989340386,26.9375,-77.625,66.78125,1,2018-08-31 13:28:40,2018-08-31 14:27:44
1021,CHENSES,1540,22961431792384,17.375,-36.25,-101.3125,1,2018-08-31 13:28:40,2018-08-31 14:27:48
1022,CHENTRIMA,1565,3107308245698,-112.15625,70.65625,-94.15625,1,2018-08-31 13:28:40,2018-08-31 14:27:48
1023,CHI ORIONIS,19896,2003342199139,4.3125,-1.0625,-27.90625,1,2018-08-31 13:28:40,2018-08-31 14:27:48
1024,CHIH ZHI,9624,3412091488627,-45.59375,57.375,70.4375,1,2018-08-31 13:28:40,2018-08-31 14:27:48
1025,CHIH ZHUA,19516,9468121195953,79.21875,-20.40625,26.875,1,2018-08-31 13:28:40,2018-08-31 14:27:48
1026,CHIME,18248,9468389500297,114.96875,-50.90625,-82.4375,1,2018-08-31 13:28:40,2018-08-31 14:27:51
1027,CHO EUR OM-W D1-15,26060501,527853166867,9447.5,15.84375,60576.40625,0,2018-08-31 13:28:40,2018-08-31 14:27:51
1028,CHOCK,5647,3205966563683,98,-120.4375,-45.59375,1,2018-08-31 13:28:40,2018-08-31 14:27:51
1029,CHOENPETESE,15284,8055513158362,95.1875,-6.90625,21.4375,1,2018-08-31 13:28:40,2018-08-31 14:27:51
1030,CHONTAIKO,10291,4207222461154,123.8125,-14.0625,66.71875,1,2018-08-31 13:28:40,2018-08-31 14:27:51
1031,CHONTANTICI,9578,7268561266097,49.8125,37.96875,21.84375,1,2018-08-31 13:28:40,2018-08-31 14:27:55
1032,CHORATHIA,10778,2832900035274,138.6875,3.9375,-38.3125,1,2018-08-31 13:28:40,2018-08-31 14:27:55
1033,CHOTHE,1389,9466779149697,-15.75,18.53125,-87.9375,1,2018-08-31 13:28:40,2018-08-31 14:27:55
1034,CHRAISAO FF-A D12,23038589,423984911747,5672.59375,-2442.59375,30937,0,2018-08-31 13:28:40,2018-08-31 14:27:55
1035,CHRAISOAE HC-M D7-14,22807668,491563537859,233.8125,-2441.4375,31580.34375,0,2018-08-31 13:28:40,2018-08-31 14:27:55
1036,CHRAISOU AK-R D4-41,22943742,1419628795307,1931.0625,-2427.375,31396.78125,0,2018-08-31 13:28:40,2018-08-31 14:27:59
1037,CHRAISUAE NF-Q C5-1,23024622,364499839794,3420.96875,-2422.25,31195.65625,0,2018-08-31 13:28:40,2018-08-31 14:27:59
1038,CHRAISUAE UD-T D3-1,22999207,45474141603,2978.1875,-2434.28125,31274.21875,0,2018-08-31 13:28:40,2018-08-31 14:27:59
1039,CHU THUA HS-J B36-0,25914859,876039274809,15280,21.53125,58599.21875,0,2018-08-31 13:28:40,2018-08-31 14:27:59
1040,CHUANG KONG,16599,5374614588280,67.84375,-29.40625,53.125,1,2018-08-31 13:28:40,2018-08-31 14:27:59
1041,CHUELCHS,831,7268829636025,70.15625,22.125,40.59375,1,2018-08-31 13:28:40,2018-08-31 14:28:02
1042,CHUJOHIMBA,12353,4236741970283,66.65625,-13.375,53.5625,1,2018-08-31 13:28:40,2018-08-31 14:28:02
1043,CHUKCHAIR,16035,7269097547145,90.34375,-141.625,-73.71875,1,2018-08-31 13:28:40,2018-08-31 14:28:02
1044,CHUKCHAN,5961,5856557077210,142.65625,56.46875,40.34375,1,2018-08-31 13:28:40,2018-08-31 14:28:02
1045,CHUNTAL,4148,3932143227578,-22.03125,9.6875,-113.21875,1,2018-08-31 13:28:40,2018-08-31 14:28:02
1046,CHUP KAMUI,2573,83919606490,26.28125,-39.15625,21.5,1,2018-08-31 13:28:40,2018-08-31 14:28:06
1047,CIBOLA,12869,1797200513387,65.25,-156.4375,6.1875,1,2018-08-31 13:28:40,2018-08-31 14:28:06
1048,CIMIH,5481,671759607233,55.96875,-64.09375,60,1,2018-08-31 13:28:40,2018-08-31 14:28:06
1049,CIRCIOS,4397,2553098013027,-3.9375,54.5,-37.03125,1,2018-08-31 13:28:40,2018-08-31 14:28:06
1050,CLARUS,6106,633608344258,-22.03125,2.9375,-89.46875,1,2018-08-31 13:28:40,2018-08-31 14:28:06
1051,CLAYAHU,13598,7230812263130,82.96875,-76.0625,37.21875,1,2018-08-31 13:28:40,2018-08-31 14:29:06
1052,CLAYAKARMA,10614,6680922297058,-20.5,-4.96875,60.6875,1,2018-08-31 13:28:40,2018-08-31 14:29:06
1053,CLIONOMETES,11667,18262066603465,-78.78125,-62.71875,77.65625,1,2018-08-31 13:28:40,2018-08-31 14:29:06
1054,CLOOKUIA MI-K D8-2,13740133,79800585803,2855.125,-1157.09375,12470.5625,1,2018-08-31 13:28:40,2018-08-31 14:29:06
1055,CLOOKUIA OI-K D8-8,23508894,285992570443,2977.5625,-1162.84375,12457.46875,0,2018-08-31 13:28:40,2018-08-31 14:29:10
1056,CLOTA,16499,3657265189586,-17.9375,-147.21875,-18.09375,1,2018-08-31 13:28:40,2018-08-31 14:29:10
1057,CNEPHTHA,5709,6405843096258,-127.09375,52.46875,-76.71875,1,2018-08-31 13:28:40,2018-08-31 14:29:10
1058,COALSACK DARK REGION YJ-A D57,12451131,1969099901307,522.6875,6.15625,211.125,1,2018-08-31 13:28:40,2018-08-31 14:29:10
1059,COASTAKAL,8072,5069805921713,66.5,-113.4375,15.15625,1,2018-08-31 13:28:40,2018-08-31 14:29:10
1060,COASTIN,11881,7780702393058,151.5625,47.9375,84.375,1,2018-08-31 13:28:40,2018-08-31 14:29:13
1061,CODORAIN,19762,1247444732267,68.625,37.46875,42.625,1,2018-08-31 13:28:40,2018-08-31 14:29:13
1062,COELACHI,13994,2656227527027,178.25,-173.6875,109.8125,1,2018-08-31 13:28:40,2018-08-31 14:29:13
1063,COELATUVEAN,11538,13865093768625,6.03125,-78.28125,19.34375,1,2018-08-31 13:28:40,2018-08-31 14:29:13
1064,COEUS,13728585,77508721788073,-9531.71875,-885.3125,19839.21875,1,2018-08-31 13:28:40,2018-08-31 14:29:13
1065,COL 107 SECTOR GR-W G1-2,3305579,155580662,2483.71875,-212.5625,-4733.09375,1,2018-08-31 13:28:40,2018-08-31 14:29:17
1066,COL 132 SECTOR BO-O B8-1,14958922,2892257240113,1663.875,-189.53125,-938.34375,1,2018-08-31 13:28:40,2018-08-31 14:29:17
1067,COL 132 SECTOR FN-D B15-0,26507380,690550088809,1459.96875,-51.21875,-796.5625,0,2018-08-31 13:28:40,2018-08-31 14:29:17
1068,COL 132 SECTOR GH-V E2-13,13569253,57170453652,958.375,-135.375,-618.65625,1,2018-08-31 13:28:40,2018-08-31 14:29:17
1069,COL 132 SECTOR IN-S D4-64,15583337,2209735493923,1129.875,-26.78125,-694.03125,1,2018-08-31 13:28:40,2018-08-31 14:29:17
1070,COL 132 SECTOR LJ-O B36-3,15017879,7283861562657,1183.75,-116.1875,-338.59375,1,2018-08-31 13:28:40,2018-08-31 14:29:21
1071,COL 132 SECTOR LR-V D2-13,25061037,457506244883,1643.8125,-225.96875,-856.75,0,2018-08-31 13:28:40,2018-08-31 14:29:21
1072,COL 132 SECTOR NT-Q D5-51,15582737,1763075672363,1159.375,-25.5,-601.71875,1,2018-08-31 13:28:40,2018-08-31 14:29:21
1073,COL 132 SECTOR NX-R C5-8,4962322,2285425824290,1522.53125,-138.90625,-901.1875,1,2018-08-31 13:28:40,2018-08-31 14:29:21
1074,COL 132 SECTOR UB-R C19-5,9934661,1460456493722,1317.84375,-216.46875,-298.84375,1,2018-08-31 13:28:40,2018-08-31 14:29:21
1075,COL 132 SECTOR WD-N B9-1,494892,2890915193913,1561.75,-156.03125,-924.28125,1,2018-08-31 13:28:40,2018-08-31 14:29:24
1076,COL 132 SECTOR XI-R C5-2,25061038,636426719778,1656.78125,-253.15625,-867.96875,0,2018-08-31 13:28:40,2018-08-31 14:29:24
1077,COL 132 SECTOR YH-I B11-0,26993844,693502092361,1677.46875,-299.71875,-882,0,2018-08-31 13:28:40,2018-08-31 14:29:24
1078,COL 135 SECTOR BC-K B9-0,18986246,682765067561,875.125,-179.5625,-319.15625,1,2018-08-31 13:28:40,2018-08-31 14:29:24
1079,COL 135 SECTOR QK-D B13-1,24698246,2882593760585,937.625,-139.53125,-239.71875,1,2018-08-31 13:28:40,2018-08-31 14:29:24
1080,COL 135 SECTOR RO-Q C5-5,24709197,1459919688346,1000.0625,-137.15625,-294.40625,0,2018-08-31 13:28:40,2018-08-31 14:29:28
1081,COL 135 SECTOR TU-O C6-15,22744347,4208564540066,923.9375,-138.125,-231.84375,1,2018-08-31 13:28:40,2018-08-31 14:29:28
1082,COL 135 SECTOR VP-O C6-9,24698485,2559297065634,931.9375,-153.3125,-251.28125,1,2018-08-31 13:28:40,2018-08-31 14:29:28
1083,COL 140 SECTOR IH-V D2-44,12193268,1522557503803,1152.65625,-67.09375,-452.78125,1,2018-08-31 13:28:40,2018-08-31 14:29:28
1084,COL 140 SECTOR IT-H B10-2,25715222,5083227366625,1065.96875,-223.84375,-486.28125,0,2018-08-31 13:28:40,2018-08-31 14:29:28
1085,COL 173 SECTOR AI-H C11-22,10262569,6132844073642,992.6875,-153.625,-213.71875,1,2018-08-31 13:28:40,2018-08-31 14:29:32
1086,COL 173 SECTOR AP-Q B21-2,9800883,5084032869705,1127.3125,-154.03125,-237.90625,1,2018-08-31 13:28:40,2018-08-31 14:29:32
1087,COL 173 SECTOR AU-Y B30-2,18090836,5086717158809,1329.46875,-178.09375,-25.40625,1,2018-08-31 13:28:40,2018-08-31 14:29:32
1088,COL 173 SECTOR AV-N B23-5,8173347,11681102898521,1117.03125,-71.03125,-202.15625,1,2018-08-31 13:28:40,2018-08-31 14:29:32
1089,COL 173 SECTOR AY-F C12-31,9856518,8606745301682,1001.0625,-72.4375,-159.65625,1,2018-08-31 13:28:40,2018-08-31 14:29:32
1090,COL 173 SECTOR BC-K B25-9,9882788,20474779936105,948.53125,-100.40625,-160.40625,1,2018-08-31 13:28:40,2018-08-31 14:29:35
1091,COL 173 SECTOR BH-K B25-8,9773913,18276293617001,986.21875,-69.53125,-163.4375,1,2018-08-31 13:28:40,2018-08-31 14:29:35
1092,COL 173 SECTOR BH-L D8-72,15323425,2484613368171,1091.5625,-214.3125,-15.40625,1,2018-08-31 13:28:40,2018-08-31 14:29:35
1093,COL 173 SECTOR BO-F C12-24,10506811,6682398560946,864.5,-161.65625,-153.03125,1,2018-08-31 13:28:40,2018-08-31 14:29:35
1094,COL 173 SECTOR BX-I C10-7,9905727,2009876763298,1110.40625,-223.625,-242.6875,1,2018-08-31 13:28:40,2018-08-31 14:29:35
1095,COL 173 SECTOR CC-K B25-8,9849333,18276025116009,970.375,-99.5625,-160.53125,1,2018-08-31 13:28:40,2018-08-31 14:29:39
1096,COL 173 SECTOR CE-E C13-0,31161,85395968698,897.59375,-103.46875,-141.25,1,2018-08-31 13:28:40,2018-08-31 14:29:39
1097,COL 173 SECTOR CG-M B24-8,30551,18278172730721,1127.9375,-59.9375,-175.78125,1,2018-08-31 13:28:40,2018-08-31 14:29:39
1098,COL 173 SECTOR CH-L D8-14,15326640,491765320043,1137.96875,-193.65625,-18.375,0,2018-08-31 13:28:40,2018-08-31 14:29:39
1099,COL 173 SECTOR CU-I B25-0,16376955,687059838313,1196.875,-242.71875,-161.15625,1,2018-08-31 13:28:40,2018-08-31 14:29:39
1100,COL 173 SECTOR DG-M B24-4,10469358,9482348143969,1149.84375,-61.21875,-184.15625,1,2018-08-31 13:28:40,2018-08-31 14:29:42
1101,COL 173 SECTOR DG-M B24-5,16144174,11681371399521,1144.03125,-57.46875,-184.1875,1,2018-08-31 13:28:40,2018-08-31 14:29:42
1102,COL 173 SECTOR DH-K B25-2,9777038,5082690954601,1027.09375,-80.25,-163.4375,1,2018-08-31 13:28:40,2018-08-31 14:29:42
1103,COL 173 SECTOR DM-U D3-82,15579372,2828210784579,1134.0625,-74.875,-364.3125,1,2018-08-31 13:28:40,2018-08-31 14:29:42
1104,COL 173 SECTOR DO-F C12-4,14732905,1184974639794,943.15625,-169.46875,-146.78125,1,2018-08-31 13:28:40,2018-08-31 14:29:42
1105,COL 173 SECTOR DZ-D C13-2,10755605,635084640954,864.0625,-122.4375,-136.375,1,2018-08-31 13:28:40,2018-08-31 14:29:46
1106,COL 173 SECTOR EC-K B25-0,34683,684375942505,999.25,-99.125,-161.0625,1,2018-08-31 13:28:40,2018-08-31 14:29:46
1107,COL 173 SECTOR EC-L D8-54,9919846,1866154838379,1180.5625,-303.34375,-14.09375,1,2018-08-31 13:28:40,2018-08-31 14:29:46
1108,COL 173 SECTOR EM-L D8-69,12892588,2381618055531,1494.59375,-155.46875,50.375,1,2018-08-31 13:28:40,2018-08-31 14:29:46
1109,COL 173 SECTOR FC-L D8-28,9838331,972818418027,1231.09375,-307.21875,-10.96875,1,2018-08-31 13:28:40,2018-08-31 14:29:46
1110,COL 173 SECTOR GG-E B28-3,15308660,7284129867137,1212.34375,-162.9375,-95,1,2018-08-31 13:28:40,2018-08-31 14:29:50
1111,COL 173 SECTOR GS-J B25-4,10110044,9479931962729,957.03125,-142,-160.53125,1,2018-08-31 13:28:40,2018-08-31 14:29:50
1112,COL 173 SECTOR HN-I B26-5,33605,11679760721265,1022.3125,-76.9375,-139.03125,1,2018-08-31 13:28:40,2018-08-31 14:29:50
1113,COL 173 SECTOR HN-J D9-52,15334358,1797452155251,1217.8125,-241.40625,83.28125,1,2018-08-31 13:28:40,2018-08-31 14:29:50
1114,COL 173 SECTOR HR-M B23-3,10407861,7281713816921,1024.28125,-191.71875,-193.8125,1,2018-08-31 13:28:40,2018-08-31 14:29:50
1115,COL 173 SECTOR HS-S D4-77,15578890,2656412092747,1105.90625,-95.75,-335.21875,1,2018-08-31 13:28:40,2018-08-31 14:29:54
1116,COL 173 SECTOR HU-D C13-2,14455049,635218825914,940.84375,-173.9375,-126.28125,1,2018-08-31 13:28:40,2018-08-31 14:29:54
1117,COL 173 SECTOR IJ-G B27-1,8285859,2881788519801,882.65625,-122.875,-115.71875,1,2018-08-31 13:28:40,2018-08-31 14:29:54
1118,COL 173 SECTOR IL-M C8-5,20488723,1461127582354,1716.15625,-214.78125,-325.625,0,2018-08-31 13:28:40,2018-08-31 14:29:54
1119,COL 173 SECTOR IV-F B27-1,15244560,2887157032313,1286.625,-178.5,-106,1,2018-08-31 13:28:40,2018-08-31 14:29:54
1120,COL 173 SECTOR JB-F B27-1,10484813,2885277721977,1154.96875,-259.96875,-113.46875,1,2018-08-31 13:28:40,2018-08-31 14:29:57
1121,COL 173 SECTOR JI-J B25-0,9770508,683570373993,936.78125,-184.125,-160.75,1,2018-08-31 13:28:40,2018-08-31 14:29:57
1122,COL 173 SECTOR JS-K B24-1,13918956,2882593498465,937.375,-222.8125,-174.6875,1,2018-08-31 13:28:40,2018-08-31 14:29:57
1123,COL 173 SECTOR JX-K B24-0,14350203,684107179361,993.0625,-188.1875,-173.53125,1,2018-08-31 13:28:40,2018-08-31 14:29:57
1124,COL 173 SECTOR KN-J B25-5,31305,11679492023657,1002.90625,-152.28125,-160.25,1,2018-08-31 13:28:40,2018-08-31 14:29:57
1125,COL 173 SECTOR KP-T B34-8,10301297,18277636122041,1086.09375,25.6875,46.3125,1,2018-08-31 13:28:40,2018-08-31 14:30:01
1126,COL 173 SECTOR KS-J D9-37,15436485,1282139982195,1673.8125,-146.84375,64.8125,1,2018-08-31 13:28:40,2018-08-31 14:30:01
1127,COL 173 SECTOR KT-G B40-2,17150088,5084569544169,1172.03125,-221.34375,167.28125,1,2018-08-31 13:28:40,2018-08-31 14:30:01
1128,COL 173 SECTOR KX-K B24-0,14527210,684375614817,999.40625,-202.46875,-182.59375,1,2018-08-31 13:28:40,2018-08-31 14:30:01
1129,COL 173 SECTOR KY-Q D5-13,9756103,457372059987,1025.21875,-98.625,-199.25,1,2018-08-31 13:28:40,2018-08-31 14:30:01
1130,COL 173 SECTOR KY-Q D5-26,6768734,904048658771,975.3125,-103.1875,-222.125,1,2018-08-31 13:28:40,2018-08-31 14:30:05
1131,COL 173 SECTOR KY-Q D5-47,6400807,1625603164499,1043.875,-100.75,-246.0625,1,2018-08-31 13:28:40,2018-08-31 14:30:05
1132,COL 173 SECTOR KY-Q D5-9,7861701,319933106515,1022.03125,-70.71875,-196.09375,1,2018-08-31 13:28:40,2018-08-31 14:30:05
1133,COL 173 SECTOR LB-W B31-0,10529236,687865013665,1258.5,-283.125,-20.09375,1,2018-08-31 13:28:40,2018-08-31 14:30:05
1134,COL 173 SECTOR LJ-F C12-0,10415930,85865632434,1202.125,-213.40625,-165.5625,1,2018-08-31 13:28:40,2018-08-31 14:30:05
1135,COL 173 SECTOR LJ-F C12-5,12546330,1460255167154,1194.375,-212.8125,-174.03125,1,2018-08-31 13:28:40,2018-08-31 14:30:08
1136,COL 173 SECTOR LJ-H B26-4,9854726,9478589588849,870.96875,-192.15625,-138.09375,1,2018-08-31 13:28:40,2018-08-31 14:30:08
1137,COL 173 SECTOR LN-M B23-1,20473343,2891183433049,1578.65625,-222.78125,-197.03125,0,2018-08-31 13:28:40,2018-08-31 14:30:08
1138,COL 173 SECTOR LT-Q D5-82,8998235,2828177213779,926.84375,-120.65625,-199.6875,1,2018-08-31 13:28:40,2018-08-31 14:30:08
1139,COL 173 SECTOR LT-Q D5-90,6443304,3103055120723,911.0625,-115.875,-208.15625,1,2018-08-31 13:28:40,2018-08-31 14:30:08
1140,COL 173 SECTOR LY-Q D5-13,9188152,457388837203,1120.34375,-87.21875,-216.875,1,2018-08-31 13:28:40,2018-08-31 14:30:12
1141,COL 173 SECTOR LY-Q D5-59,647075,2037936802131,1078.09375,-86.5625,-249.46875,1,2018-08-31 13:28:40,2018-08-31 14:30:12
1142,COL 173 SECTOR ME-P D6-58,18346488,2003526732123,864.125,-98.59375,-180.59375,1,2018-08-31 13:28:40,2018-08-31 14:30:12
1143,COL 173 SECTOR ME-P D6-92,12707752,3171757836635,891.65625,-98.53125,-157.1875,1,2018-08-31 13:28:40,2018-08-31 14:30:12
1144,COL 173 SECTOR MJ-F C12-13,16356562,3659345531570,1227.03125,-221.375,-158.875,1,2018-08-31 13:28:40,2018-08-31 14:30:12
1145,COL 173 SECTOR MJ-H B26-0,9867276,682765002097,876.46875,-203.96875,-142.875,1,2018-08-31 13:28:40,2018-08-31 14:30:15
1146,COL 173 SECTOR MN-K B24-4,17622580,9479931635041,957.75,-240.53125,-180.53125,1,2018-08-31 13:28:40,2018-08-31 14:30:15
1147,COL 173 SECTOR NE-F C12-11,16366316,3109522576050,1197.40625,-259.125,-178.34375,1,2018-08-31 13:28:40,2018-08-31 14:30:15
1148,COL 173 SECTOR NE-F C12-14,26628427,3934156296882,1210.96875,-263.40625,-167.59375,0,2018-08-31 13:28:40,2018-08-31 14:30:15
