id,grSite,activeGroup
2140,278,55
2141,278,56
2142,279,18
2143,279,19
2144,279,20
2145,279,21
2146,279,33
2147,279,35
2148,283,2
2149,283,7
2150,283,8
2151,283,9
2152,283,11
2153,283,13
2154,283,14
2155,283,15
2156,283,16
2157,283,17
2158,284,18
2159,284,20
2160,284,22
2161,284,30
2162,284,32
2163,284,34
2164,284,35
2165,285,40
2166,285,41
2167,285,42
2168,285,43
2169,285,45
2170,285,47
2171,285,50
2172,285,51
2173,285,52
2174,285,53
2175,285,54
2176,286,42
2177,286,44
2178,286,45
2179,286,46
2180,286,49
2181,286,52
2182,286,53
2183,286,54
2184,286,56
2185,286,57
2186,287,39
2187,287,41
2188,287,44
2189,287,45
2190,287,50
2191,287,52
2192,287,54
2193,287,57
