id,system,bodyName
522,541,ETA CARINA SECTOR LC-V C2-8 CD 4
523,541,ETA CARINA SECTOR LC-V C2-8 CD 5
524,542,ETA CARINA SECTOR PD-S B4-0 B 4
525,542,ETA CARINA SECTOR PD-S B4-0 B 5
526,543,ETA CEPHEI 6 A
527,544,EULAIL QX-T D3-113 4 C A
528,545,EULAIL QX-T D3-52 A 1 A
529,546,EXPHIAY 7 E A
530,547,FACHEE YS-K C11-3 A 1
531,548,FAUST 538 3 A
532,549,FENGIRI A 1
533,551,FLOALT KU-E D12-218 1 A
534,552,FLOANTH RZ-O D6-128 5 F A
535,553,FLOAWNS BV-V D3-1123 AB 1 A
536,554,FLOAWNS DQ-V D3-139 A 3 B
537,555,FLOAWNS DQ-V D3-142 5 B A
538,556,FLOAWNS DQ-V D3-266 ABC 1 A
539,557,FLYAI EOHM NF-B C28-1 4 A
540,558,FLYAI FLYUAE CL-Y D0 4 A
541,559,FLYEIA DRYOAE AS-R B34-0 C 2 A
542,561,FLYOOE DRYEIA LC-S D5-0 C 1
543,561,FLYOOE DRYEIA LC-S D5-0 C 1 B
544,562,FLYOOE DRYEIA LT-O D7-0 AB 3 B
545,562,FLYOOE DRYEIA LT-O D7-0 AB 4 A
546,563,FLYOOE DRYEIA UP-N D7-0 2 A
547,563,FLYOOE DRYEIA UP-N D7-0 2 B
548,564,FLYUA DRYOAE FT-F D12-29 1 A
549,565,FLYUA DRYOAE MF-C D14-69 5 C
550,566,FLYUA DRYOAE WO-V B49-3 A 1 A
551,567,FLYUE DRYIAE CW-E D11-0 1 E
552,568,GARUDA A 1 B
553,569,HOPE
554,571,GLUDGAA UW-E C11-22 2 A
555,574,GREAE DRYOAE MU-D D13-7 B 6 A
556,574,GREAE DRYOAE MU-D D13-7 C 1 A
557,575,GREAE PHIO DT-G D11-1473 A 2 B
558,575,GREAE PHIO DT-G D11-1473 A 4 D
559,576,GREAE PHIO FO-G D11-196 3 A
560,577,GREAE PHIO FO-G D11-3323 1 E A
561,578,GREAE PHIO FO-G D11-632 ABCD 1 B A
562,579,GREAE PHIO FO-G D11-981 A 1 A
563,579,GREAE PHIO FO-G D11-981 A 3 A
564,580,GREAE PHIO QE-Q E5-4021 ABC 1 A A
565,581,GREERUA IL-O D6-7 B 1 A
566,582,GREERUA QX-U E2-1 2 A
567,583,GREOU EAEC RM-X B4-2 B 2 A
568,584,GREOU PHIO HS-W B5-0 A 2
569,585,GRU HYPAI BF-P D6-40 7 B A
570,585,GRU HYPAI BF-P D6-40 7 E A
571,586,BIRMINGHAM
572,588,HD 278990 6 B A
573,589,HD 35901 2 F A
574,589,HD 35901 3 C A
575,590,HD 37127 A 7 A A
576,590,HD 37127 A 7 A B
577,591,HD 42292 8 A A
578,592,HD 46131 7 A A
579,592,HD 46131 7 B A
580,593,HD 62755 10 B
581,594,HD 63154 B 2 A
582,594,HD 63154 B 3 A
583,594,HD 63154 B 4 D A
584,595,HD 63868 9 A A
585,596,HD 66438 1 A
586,597,HD 67061 5 A
587,598,HD 67314 3 A
588,599,HD 67557 A 9 E
589,600,HD 73105 1 D A
590,601,HD 76838 10 C A
591,602,HD 85469 6 A A
592,603,HD 88079 ABC 3 C A
593,604,HD 92989 5 B
594,605,HD 93098 ABC 2 B
595,606,HD 93424 3 A
596,607,HEGEIA AA-Q D5-4 ABC 1 A A
597,608,HEZ UR 5
598,610,HIND SECTOR BQ-Y D8 4 A
599,611,HIND SECTOR GR-W D1-13 8 H
600,615,HIP 11154 B 9 B
601,616,HIP 114458 A 2
602,617,HIP 11457 1 C
603,619,HIP 11700 1 A
604,620,HIP 11981 A 5 A
605,622,HIP 12916 4 A
606,623,HIP 12967 1 A
607,625,HIP 14405 B 4
608,627,HIP 14702 1 C
609,628,HIP 14746 6 A
610,629,HIP 14756 2 E
611,630,HIP 14908 A 2 A
612,631,HIP 14909 2 A
613,632,HIP 14969 CD 2 A
614,635,HIP 15134 3 B
615,637,HIP 15279 A 9 C A
616,639,HIP 15443 AB 4 B
617,641,HIP 15746 AB 1 B
618,642,HIP 15889 11 B
619,647,HIP 16171 C 1
620,647,HIP 16171 C 2
621,647,HIP 16171 C 3
622,648,HIP 16440 1 E
623,653,HIP 16572 A 4 E
624,655,HIP 16692 4 C
625,656,HIP 16704 5 A
626,659,HIP 16795 A 10 F
627,662,HIP 16985 A 4 E
628,665,HIP 17044 1 B
629,667,HIP 17125 A 3
630,668,HIP 17225 A 1
631,668,HIP 17225 A 2
632,669,HIP 17401 A 3 A A
633,673,HIP 17497 B 5
634,673,HIP 17497 B 6
635,675,HIP 17692 A 3
636,676,HIP 17694 A 1 A
637,676,HIP 17694 B 10 C
638,676,HIP 17694 B 7 F
639,679,HIP 17837 A 4 B
640,680,HIP 17862 11 E
641,684,HIP 18077 6 C
642,685,HIP 18117 5 D
643,689,HIP 18368 2 H
644,691,HIP 18730 3 G A
645,692,HIP 18778 A 2 A
646,694,HIP 18909 A 4 E A
647,695,HIP 19026 B 1 C
648,696,HIP 19036 2 D A
649,698,HIP 19266 6 A
650,700,HIP 19549 A 2 C
651,701,HIP 19665 8 B
652,707,HIP 20318 3 A
653,707,HIP 20318 6 C A
654,709,HIP 20486 A 3 A
655,711,HIP 20644 A 2 D
656,712,HIP 20785 6 B
657,713,HIP 20830 A 8 F
658,716,HIP 20859 A 1 A
659,717,HIP 20964 3 B
660,718,HIP 20989 3 C
661,719,HIP 21251 A 8 C
662,720,HIP 21348 A 2 B
663,721,HIP 21373 2 F
664,723,HIP 21478 A 1 F
665,724,HIP 21654 1
666,726,HIP 22118 B 3 A
667,727,HIP 22334 1 D
668,728,HIP 22347 4 A
669,729,HIP 22375 3 A
670,730,HIP 22382 5 E
671,732,HIP 22692 A 5 A
672,733,HIP 22743 B 1 A
673,734,HIP 22851 7 A
674,735,HIP 23022 B 2 A
675,736,HIP 23269 A 1 C
676,737,HIP 2371 12 A
677,738,HIP 23759 8 D A
678,738,HIP 23759 9 A
679,739,HIP 24007 1 B
680,740,HIP 24934 A 3 A
681,741,HIP 25274 8 A
682,743,HIP 29214 1 A
683,743,HIP 29214 1 B
684,744,HIP 29592 1 A
685,744,HIP 29592 3 E
686,744,HIP 29592 4 A
687,744,HIP 29592 5 A
688,745,HIP 32278 A 4
689,746,HIP 3289 AB 3 C A
690,747,HIP 33442 A 2 A
691,748,HIP 33475 14 B A
692,749,HIP 34322 1 C
693,749,HIP 34322 1 H
694,750,HIP 34842 5 A
695,751,HIP 34906 A 6 A
696,752,HIP 34941 A 4 A
697,753,HIP 35245 2 B
698,753,HIP 35245 2 D
699,753,HIP 35245 2 E
700,754,HIP 35258 2 A
701,755,HIP 36218 7 A
702,756,HIP 36252 3 A
703,756,HIP 36252 4 A
704,756,HIP 36252 4 B
705,756,HIP 36252 4 C
706,756,HIP 36252 5 A
707,756,HIP 36252 5 B
708,757,HIP 36777 1 C A
709,758,HIP 36781 A 6 B
710,759,HIP 36823 1
711,760,HIP 37546 8 A
712,761,HIP 37610 A 6 C A
713,762,HIP 38064 12 B A
714,763,HIP 38660 6 A
715,764,HIP 39111 1 C A
716,765,HIP 39768 A 14 D A
717,765,HIP 39768 A 14 F
718,766,HIP 39773 11 A A
719,767,HIP 39890 10 A
720,768,HIP 40594 1 A A
721,769,HIP 40749 A 4 C
722,770,HIP 41908 AB 1 C A
723,771,HIP 42003 3 D A
724,771,HIP 42003 5 C A
725,772,HIP 42459 5 B
726,772,HIP 42459 7 A
727,772,HIP 42459 7 B
728,772,HIP 42459 7 C
729,772,HIP 42459 7 E A
730,772,HIP 42459 8 D A
731,773,HIP 46991 16 A A
732,774,HIP 48720 ABC 1 A
733,774,HIP 48720 ABC 1 B
734,775,HIP 49394 7 A
735,775,HIP 49394 8 B
736,776,HIP 52116 6 A
737,776,HIP 52116 8 A
738,777,HIP 52132 7 E
739,778,HIP 61997 ABCD 1 A
740,779,HIP 64951 10 C A
741,780,HIP 65529 2 C A
742,781,HIP 80804 11 C A
743,782,HIP 93783 1 B
744,784,HIPPARCHUS 2 C A
745,788,HR 1185 A 4
746,790,HR 1918 BC 1 A A
747,790,HR 1918 BC 4 F A
748,792,HR 2923 1 C A
749,793,HR 3020 B 3 A
750,794,HR 4220 9 A A
751,795,HR 4221 3 A
752,795,HR 4221 3 D
753,795,HR 4221 3 E
754,795,HR 4221 4 A
755,796,HR 5934 3 C A
756,801,HYADES SECTOR AQ-Y D81 AB 3 C
757,801,HYADES SECTOR AQ-Y D81 C 2
758,802,HYADES SECTOR AQ-Y D93 2 B
759,811,HYADES SECTOR DB-X C1-19 8 C
760,812,HYADES SECTOR DB-X C1-8 3 A
761,830,HYADES SECTOR PC-V B2-3 2 A
762,838,HYADES SECTOR XO-A C15 2 A
763,846,HYADES SECTOR ZU-Y C16 6 B
764,848,HYADUM I 2 A
765,849,HYEL YEH C 1
766,850,HYIECHA QB-X D1-43 6 B
767,851,HYPHEERLD FV-W D2-53 B 1 A
768,852,HYPHEERLD GQ-W D2-2 B 1 A
769,852,HYPHEERLD GQ-W D2-2 B 2 A
770,853,HYPHEERLD UW-P C7-5 A 1 A
771,854,HYPIO BLOO JI-K D8-18 3 B
772,855,HYPIO BLOO NI-T D3-56 ABC 9 A
773,856,HYPOAE AIN ZA-O D6-25 2 H A
774,857,HYPOI FLYI JR-T D4-88 1 D
775,858,HYPUA FLYOAE UA-U D4-2373 AB 2 B A
776,859,HYPUA FLYOAE YG-S D5-1586 ABC 1 A
777,861,IC 2391 SECTOR CA-A D43 12 A
778,862,IC 2391 SECTOR FG-X B1-9 8
779,863,IC 2391 SECTOR FL-X B1-7 A 2
780,863,IC 2391 SECTOR FL-X B1-7 A 3
781,864,IC 2391 SECTOR GW-V B2-4 B 1
782,865,IC 2391 SECTOR HG-X B1-7 4
783,866,IC 2391 SECTOR HG-X B1-8 C 2
784,867,IC 2391 SECTOR MX-T B3-6 A 1
785,868,IC 2391 SECTOR YE-A D103 B 1
786,869,IC 2391 SECTOR ZE-A D101 C 3
787,869,IC 2391 SECTOR ZE-A D101 C 3 A
788,870,IC 2602 SECTOR EB-X D1-20 A 2 C
789,871,IC 2602 SECTOR UX-T B3-5 1
790,872,IC 2602 SECTOR XU-X B1-8 AB 1 A
791,872,IC 2602 SECTOR XU-X B1-8 AB 3 A
792,873,IC 4604 SECTOR FB-X C1-16 A 1 A
793,874,IOWHAIL TD-T E3-2692 A 13 A
794,875,IOWHAIL VY-S E3-5339 AB 8 A A
795,876,IOWHAIL WY-S E3-8276 6 C A
796,877,JELLYFISH SECTOR JH-V C2-1 3 A
797,878,JELLYFISH SECTOR PD-S B4-2 B 1
798,880,KAPPA-1 VOLANTIS B 4 A
799,883,LALANDE 2966 4
800,886,LASI RY-R E4-3131 2 A
801,889,LP 892-51 3 A
802,891,LYAISOO OD-T E3-3353 A 6 C
803,892,LYAISOO SP-O E6-6511 7 C
804,893,M36 SECTOR DL-Y D80 3 A
805,894,M47 SECTOR GM-L B8-1 2 A
806,895,M47 SECTOR GW-W D1-25 2 A
807,900,MEL 22 SECTOR AX-A B14-1 1 B
808,901,MEL 22 SECTOR BV-P C5-2 1 A
809,902,MEL 22 SECTOR CB-O C6-4 3 A
810,905,MEL 22 SECTOR DB-X D1-46 A 8 A
811,907,MEL 22 SECTOR DG-O C6-0 2 A
812,909,MEL 22 SECTOR FH-U C3-9 A 1 A
813,910,MEL 22 SECTOR FM-V D2-38 A 3 A
814,911,MEL 22 SECTOR FM-V D2-67 2 A
815,912,MEL 22 SECTOR HH-V D2-37 AB 1 A
816,913,MEL 22 SECTOR HH-V D2-53 1 B
817,914,MEL 22 SECTOR IO-G B11-1 1 A
818,915,MEL 22 SECTOR IS-S C4-6 ABC 2 B
819,916,MEL 22 SECTOR JC-V D2-14 A 4 A
820,917,MEL 22 SECTOR JC-V D2-15 ABC 1 A
821,918,MEL 22 SECTOR JC-V D2-19 4 B
822,919,MEL 22 SECTOR JC-V D2-31 A 16 B
823,920,MEL 22 SECTOR JC-V D2-41 A 1 A
824,921,MEL 22 SECTOR JX-T C3-9 6 A
825,922,MEL 22 SECTOR KC-V D2-28 1 C
826,923,MEL 22 SECTOR LN-T D3-60 5 A
827,924,MEL 22 SECTOR LN-T D3-64 ABC 1 C
828,926,MEL 22 SECTOR MC-V D2-19 BC 1 B
829,927,MEL 22 SECTOR MX-U D2-14 AB 1 A
830,929,MEL 22 SECTOR NT-Q C5-11 8 A
831,930,MEL 22 SECTOR NX-U D2-27 5 A
832,931,MEL 22 SECTOR NX-U D2-31 3 A
833,933,MEL 22 SECTOR OO-Q C5-10 7 B
834,934,MEL 22 SECTOR OO-Q C5-6 1 A
835,935,MEL 22 SECTOR OY-R C4-5 2 A
836,937,MEL 22 SECTOR SK-E B12-1 2
837,938,MEL 22 SECTOR TT-R C4-2 3 A
838,939,MEL 22 SECTOR UE-G B11-0 A 2
839,940,MEL 22 SECTOR UT-R C4-4 1 A
840,941,MEL 22 SECTOR WK-O C6-1 5 C
841,942,MEL 22 SECTOR YU-F B11-1 AB 5 A
842,943,MEL 22 SECTOR ZM-H B11-3 B 3
843,944,MEL 22 SECTOR ZU-P C5-1 4 A
844,946,MEROPE 1 A
845,946,MEROPE 1 B
846,946,MEROPE 2 A
847,946,MEROPE 5 C
848,947,MIZUCHI 2
849,948,MU CASSIOPEIA C 1
850,949,MUSCA DARK REGION AA-Z C46 B 3 A
851,950,MUSCA DARK REGION LN-T C3-4 B 3
852,951,MYNOAW RI-T E3-130 3 C A
853,952,MYNOAW RY-R E4-196 4 C A
854,954,NEFERTEM 6 A
855,958,NGC 2451A SECTOR BL-X C1-12 D 2
856,959,NGC 2451A SECTOR DL-Y D61 A 2
857,960,NGC 2451A SECTOR DQ-Y D2 2 E A
858,961,NGC 2451A SECTOR GW-W C1-12 1 A
859,962,NGC 2451A SECTOR IR-W D1-77 AB 1 A
860,963,NGC 2451A SECTOR JR-W C1-1 1 C
861,963,NGC 2451A SECTOR JR-W C1-1 1 C A
862,963,NGC 2451A SECTOR JR-W C1-1 1 D A
863,964,NGC 2451A SECTOR LX-U D2-25 3
864,965,NGC 2451A SECTOR MC-V C2-5 E 1
865,966,NGC 2451A SECTOR QT-R C4-18 4
866,967,NGC 2451A SECTOR RI-T C3-27 A 3 A
867,968,NGC 2451A SECTOR RT-R C4-19 2
868,969,NGC 2451A SECTOR TO-R C4-10 B 1
869,970,NGC 2451A SECTOR TO-R C4-3 3
870,971,NGC 2451A SECTOR TY-R B4-6 C 1
871,972,NGC 2451A SECTOR UO-R C4-4 B 5
872,973,NGC 2451A SECTOR VJ-R C4-22 A 1
873,974,NGC 2451A SECTOR WE-Q B5-6 B 1
874,975,NGC 2546 SECTOR SY-I D9-12 A 4 C A
875,976,NGC 3199 SECTOR BG-X C1-6 2 A
876,977,NGC 3199 SECTOR BV-Y C2 B 1
877,978,NGC 3199 SECTOR DG-X C1-8 C 1
878,979,NGC 3199 SECTOR DL-Y D12 1 A
879,980,NGC 3199 SECTOR HH-V C2-7 8 A
880,981,NGC 3199 SECTOR IM-V C2-5 B 3
881,981,NGC 3199 SECTOR IM-V C2-5 B 4
882,981,NGC 3199 SECTOR IM-V C2-5 C 3
883,982,NGC 3199 SECTOR MC-V C2-3 B 2 A
884,983,NGC 3199 SECTOR MC-V C2-8 A 5
885,984,NGC 457 SECTOR EQ-X D1-0 B 1 A
886,986,NIDGIAE EL-N D7-0 3 A
887,987,NIDGIAE FV-X D1-0 AB 1 A
888,988,NIDGIAE MS-J D9-0 2 B
889,989,NIDGIAE PD-I D10-0 C 2 A
890,991,NORTH AMERICA SECTOR GW-W D1-75 C 4
891,992,NORTH AMERICA SECTOR OS-T B3-1 7 D A
892,993,NUEKOA GG-O C9-0 3 A
893,994,NUEKUIA FL-A C3-9 1 A A
894,995,NYEAJEOU AM-B D14-52 ABC 1 A
895,996,NYEAJEOU GD-B B59-2 B 1
896,999,ONGAIHN IO-Z D13-7146 3 B A
897,1000,OOTOFF MJ-X C2-2 A 2 A
898,1001,OUTOTCH NA-H B10-0 2
899,1002,OUTOTZ AS-F B39-0 A 3
900,1003,OUTOTZ BB-V C16-0 ABC 2 B A
901,1004,OUTOTZ EH-T C17-1 B 2
902,1005,OUTOTZ ND-J D9-5 B 3 B
903,1006,OUTOTZ XV-I B37-0 C 2
904,1007,P CARINAE 2
905,1008,P VELORUM 3 A
906,1010,PCYC 275 B 2 C
907,1010,PCYC 275 B 3 C
908,1011,PENCIL SECTOR IR-W D1-144 8 A A
909,1012,PENCIL SECTOR JM-V B2-13 AB 2 A
910,1013,PENCIL SECTOR JM-W D1-97 1 A
911,1014,PENCIL SECTOR OC-U A3-2 A 2 A
912,1015,PENCIL SECTOR ZU-P B5-0 1
913,1015,PENCIL SECTOR ZU-P B5-0 4
914,1016,PHA FLAAE II-J D9-175 A 1 C A
915,1017,PHA FLEAU ND-K D8-81 6 A
916,1020,PHRAA BLOO LX-U D2-16 A 6 A
917,1021,PHRAA BLOO LX-U D2-2 6 F A
918,1022,PHRAA EAEC XJ-X D2-32 A 3 A
919,1023,PHROEA EAEC BL-O D6-3 6 C A
920,1024,PHROEA HYPA ZC-Y B48-0 A 2 A
921,1025,PHROI PHOE UB-W C18-8 B 1
922,1027,PLAA AIN HE-A C1-0 1 C
923,1028,PLAA EURK IR-W D1-14 7
924,1037,PLEIADES SECTOR AV-Y C7 1 B
925,1039,PLEIADES SECTOR BG-X C1-10 14 A
926,1040,PLEIADES SECTOR BG-X C1-14 5 D
927,1043,PLEIADES SECTOR CB-N B7-0 A 1
928,1046,PLEIADES SECTOR CL-Y D43 A 5
929,1050,PLEIADES SECTOR CQ-P B5-0 B 2
930,1050,PLEIADES SECTOR CQ-P B5-0 C 1
931,1053,PLEIADES SECTOR DG-X C1-11 A 3 A
932,1054,PLEIADES SECTOR DG-X C1-14 AB 1 A
933,1060,PLEIADES SECTOR DQ-Y C4 6 A
934,1064,PLEIADES SECTOR EB-X C1-2 ABC 3 C
935,1067,PLEIADES SECTOR EC-U B3-0 4 A
936,1069,PLEIADES SECTOR EH-U B3-2 A 3
937,1069,PLEIADES SECTOR EH-U B3-2 C 1
938,1069,PLEIADES SECTOR EH-U B3-2 C 2
939,1070,PLEIADES SECTOR EL-Y D23 ABCD 1 A
940,1074,PLEIADES SECTOR FB-X C1-10 A 6
941,1074,PLEIADES SECTOR FB-X C1-10 B 2
942,1074,PLEIADES SECTOR FB-X C1-10 B 4
943,1074,PLEIADES SECTOR FB-X C1-10 B 5
944,1079,PLEIADES SECTOR FR-V C2-2 B 1
945,1079,PLEIADES SECTOR FR-V C2-2 B 2
946,1081,PLEIADES SECTOR FW-W D1-37 2 A
947,1082,PLEIADES SECTOR GG-Y D33 3 A
948,1083,PLEIADES SECTOR GH-L B8-0 A 6
949,1083,PLEIADES SECTOR GH-L B8-0 A 7
950,1083,PLEIADES SECTOR GH-L B8-0 A 8
951,1083,PLEIADES SECTOR GH-L B8-0 B 1
952,1083,PLEIADES SECTOR GH-L B8-0 C 2
953,1090,PLEIADES SECTOR GW-W C1-15 11
954,1092,PLEIADES SECTOR GW-W D1-54 2 C
955,1093,PLEIADES SECTOR GW-W D1-65 10 F
956,1094,PLEIADES SECTOR HH-V C2-13 A 1 C
957,1095,PLEIADES SECTOR HH-V C2-6 2 A
958,1096,PLEIADES SECTOR HM-M B7-1 A 6
959,1097,PLEIADES SECTOR HM-V C2-10 A 7
960,1097,PLEIADES SECTOR HM-V C2-10 BC 1
961,1099,PLEIADES SECTOR HR-W D1-26 C 2
962,1099,PLEIADES SECTOR HR-W D1-26 D 4
963,1099,PLEIADES SECTOR HR-W D1-26 E 3
964,1099,PLEIADES SECTOR HR-W D1-26 E 4
965,1099,PLEIADES SECTOR HR-W D1-26 E 5
966,1104,PLEIADES SECTOR HR-W D1-57 A 5
967,1106,PLEIADES SECTOR HR-W D1-66 A 3
968,1106,PLEIADES SECTOR HR-W D1-66 B 3
969,1106,PLEIADES SECTOR HR-W D1-66 B 4
970,1106,PLEIADES SECTOR HR-W D1-66 B 5
971,1115,PLEIADES SECTOR IH-V C2-16 C 4
972,1115,PLEIADES SECTOR IH-V C2-16 D 2
973,1115,PLEIADES SECTOR IH-V C2-16 D 3
974,1116,PLEIADES SECTOR IH-V C2-3 1 B
975,1117,PLEIADES SECTOR IH-V C2-5 1 A
976,1121,PLEIADES SECTOR IM-V C2-16 ABC 2 A
977,1124,PLEIADES SECTOR IR-W D1-38 ABCD 1 A
978,1128,PLEIADES SECTOR IR-W D1-55 1
979,1128,PLEIADES SECTOR IR-W D1-55 2 B
980,1128,PLEIADES SECTOR IR-W D1-55 4 A
981,1128,PLEIADES SECTOR IR-W D1-55 5 A
982,1129,PLEIADES SECTOR IR-W D1-61 BC 1 A
983,1130,PLEIADES SECTOR IR-W D1-76 B 3 A
984,1131,PLEIADES SECTOR IX-S B4-1 10 A
985,1132,PLEIADES SECTOR IX-S B4-4 A 6
986,1132,PLEIADES SECTOR IX-S B4-4 A 7
987,1132,PLEIADES SECTOR IX-S B4-4 A 8
988,1132,PLEIADES SECTOR IX-S B4-4 B 1
989,1132,PLEIADES SECTOR IX-S B4-4 B 2
990,1132,PLEIADES SECTOR IX-S B4-4 B 3
991,1133,PLEIADES SECTOR JC-U B3-2 1
992,1133,PLEIADES SECTOR JC-U B3-2 2
993,1135,PLEIADES SECTOR JC-V C2-9 1 A
994,1138,PLEIADES SECTOR JM-W D1-52 2 A
995,1140,PLEIADES SECTOR JS-T C3-17 1 A
996,1150,PLEIADES SECTOR KH-V C2-1 2 A
997,1151,PLEIADES SECTOR KH-V C2-3 3 A
998,1152,PLEIADES SECTOR KH-V C2-7 7 F
999,1153,PLEIADES SECTOR KM-W D1-40 B 10 A
1000,1155,PLEIADES SECTOR KS-S B4-1 A 6
1001,1157,PLEIADES SECTOR KT-Q B5-3 5 A
1002,1164,PLEIADES SECTOR LN-S B4-3 B 3
1003,1164,PLEIADES SECTOR LN-S B4-3 B 4
1004,1164,PLEIADES SECTOR LN-S B4-3 C 2
1005,1164,PLEIADES SECTOR LN-S B4-3 C 3
1006,1165,PLEIADES SECTOR LN-T C3-11 9 A
1007,1169,PLEIADES SECTOR LS-T C3-2 5 A
1008,1174,PLEIADES SECTOR LX-U C2-2 AB 4 A
1009,1175,PLEIADES SECTOR LY-Q B5-2 A 2
1010,1175,PLEIADES SECTOR LY-Q B5-2 A 3
1011,1176,PLEIADES SECTOR MC-V C2-0 1 A
1012,1178,PLEIADES SECTOR MC-V C2-6 B 4 A
1013,1179,PLEIADES SECTOR MC-V C2-8 8 B
1014,1180,PLEIADES SECTOR MM-V B2-2 1 B
1015,1188,PLEIADES SECTOR MS-T B3-1 A 2
1016,1190,PLEIADES SECTOR MX-U D2-54 4 E
1017,1191,PLEIADES SECTOR MX-U D2-63 1 A
1018,1196,PLEIADES SECTOR NN-T C3-15 A 3
1019,1196,PLEIADES SECTOR NN-T C3-15 A 4
1020,1196,PLEIADES SECTOR NN-T C3-15 A 5
1021,1203,PLEIADES SECTOR OD-S B4-1 2 A
1022,1205,PLEIADES SECTOR OI-T C3-7 A 6
1023,1205,PLEIADES SECTOR OI-T C3-7 B 3
1024,1205,PLEIADES SECTOR OI-T C3-7 B 4
1025,1205,PLEIADES SECTOR OI-T C3-7 B 8
1026,1207,PLEIADES SECTOR OS-U C2-6 A 5 B
1027,1208,PLEIADES SECTOR OS-U C2-7 4 A
1028,1210,PLEIADES SECTOR OY-R C4-19 A 3 A
1029,1214,PLEIADES SECTOR PI-T C3-9 A 2
1030,1214,PLEIADES SECTOR PI-T C3-9 A 3
1031,1214,PLEIADES SECTOR PI-T C3-9 A 4
1032,1214,PLEIADES SECTOR PI-T C3-9 B 1
1033,1215,PLEIADES SECTOR PN-S B4-1 A 6
1034,1215,PLEIADES SECTOR PN-S B4-1 B 3
1035,1215,PLEIADES SECTOR PN-S B4-1 B 4
1036,1215,PLEIADES SECTOR PN-S B4-1 B 5
1037,1215,PLEIADES SECTOR PN-S B4-1 B 6
1038,1216,PLEIADES SECTOR PN-T B3-0 A 5
1039,1216,PLEIADES SECTOR PN-T B3-0 A 6
1040,1216,PLEIADES SECTOR PN-T B3-0 A 7
1041,1216,PLEIADES SECTOR PN-T B3-0 B 2
1042,1216,PLEIADES SECTOR PN-T B3-0 B 3
1043,1216,PLEIADES SECTOR PN-T B3-0 B 4
1044,1222,PLEIADES SECTOR QJ-Q B5-2 B 3
1045,1228,PLEIADES SECTOR RO-Q B5-0 4
1046,1234,PLEIADES SECTOR SE-P B6-0 C 3
1047,1234,PLEIADES SECTOR SE-P B6-0 C 4
1048,1234,PLEIADES SECTOR SE-P B6-0 D 1
1049,1234,PLEIADES SECTOR SE-P B6-0 D 2
1050,1234,PLEIADES SECTOR SE-P B6-0 D 3
1051,1240,PLEIADES SECTOR SP-N B7-0 B 2
1052,1253,PLEIADES SECTOR UK-N B7-3 A 5
1053,1257,PLEIADES SECTOR UZ-X B1-2 A 1 C
1054,1259,PLEIADES SECTOR VF-N B7-0 B 1
1055,1259,PLEIADES SECTOR VF-N B7-0 B 2
1056,1261,PLEIADES SECTOR VK-N B7-0 C 1
1057,1268,PLEIADES SECTOR WE-Q B5-2 1 A
1058,1277,PLEIADES SECTOR XE-Q B5-2 C 3
1059,1277,PLEIADES SECTOR XE-Q B5-2 C 4
1060,1277,PLEIADES SECTOR XE-Q B5-2 C 5
1061,1277,PLEIADES SECTOR XE-Q B5-2 C 6
1062,1281,PLEIADES SECTOR XO-A C9 A 1
1063,1281,PLEIADES SECTOR XO-A C9 B 4
1064,1283,PLEIADES SECTOR XU-P B5-1 A 3
1065,1297,PLEIADES SECTOR ZZ-Y C14 A 1 A
1066,1298,PLEIONE 11 A
1067,1299,PLIO AUWSY NJ-G D11-16 4 C
1068,1299,PLIO AUWSY NJ-G D11-16 6 B A
1069,1300,PLOEA AIP IG-Y D47 5 A
1070,1301,PLOEA AIP RX-S C20-1 C 1
1071,1302,PLOI THUA MA-W B44-0 A 1 A
1072,1304,PRAEA EUQ LZ-S C3-21 6 A
1073,1305,PRAEA EUQ OC-F B39-1 3 A
1074,1306,PRAEI AEDST YS-P C19-0 6 B
1075,1307,PRAEI AIL CF-A C3 B 2 A
1076,1308,PRAI HYPOO AN-E B2-0 B 2
1077,1308,PRAI HYPOO AN-E B2-0 B 5
1078,1309,PRAI HYPOO GF-E C10 B 4
1079,1310,PRAI HYPOO HF-E C7 B 6 A
1080,1311,PRAI HYPOO JQ-C C1-5 1 A
1081,1312,PRAI HYPOO KV-D C7 A 5
1082,1313,PRAI HYPOO MA-H B1-2 4 A
1083,1314,PRAI HYPOO OH-C D30 6 A
1084,1315,PRAI HYPOO QC-C D19 3 B
1085,1316,PRAI HYPOO QC-C D20 1 C A
1086,1317,PRAI HYPOO QC-C D31 2 A
1087,1318,PRAI HYPOO QC-C D32 3
1088,1318,PRAI HYPOO QC-C D32 4 A
1089,1319,PRAI HYPOO SX-B D10 A 3 A
1090,1320,PRAI HYPOO SX-B D23 AB 2 A
1091,1321,PRAI HYPOO SX-B D35 A 2 B A
1092,1322,PRAI HYPOO SX-B D36 2
1093,1323,PRAI HYPOO SX-B D39 1 A
1094,1324,PRAI HYPOO SX-B D46 4 A
1095,1325,PRAI HYPOO VG-G B1-1 AB 2
1096,1326,PRAI HYPOO VR-E B2-3 A 4 A
1097,1327,PRAI HYPOO WD-A D1-41 5 C
1098,1328,PRAI HYPOO WD-A D1-6 10 A
1099,1329,PRAI HYPOO WH-D B3-4 A 2 A
1100,1330,PRAI HYPOO YM-E B2-2 AB 1 A
1101,1331,PREAE AIHM HS-A D1-3 3 B
1102,1332,PREAE AIN WZ-X D1-5 A 5 A
