id,grSite,activeGroup
2140,272,56
2141,277,39
2142,277,40
2143,277,41
2144,277,42
2145,277,46
2146,277,47
2147,277,50
2148,277,51
2149,277,52
2150,277,55
2151,277,56
2152,277,57
2153,278,39
2154,278,40
2155,278,41
2156,278,42
2157,278,44
2158,278,45
2159,278,46
2160,278,47
2161,278,48
2162,278,49
2163,278,52
2164,278,55
2165,278,56
2166,279,18
2167,279,19
2168,279,20
2169,279,21
2170,279,33
2171,279,35
2172,283,2
2173,283,7
2174,283,8
2175,283,9
2176,283,11
2177,283,13
2178,283,14
2179,283,15
2180,283,16
2181,283,17
2182,284,18
2183,284,20
2184,284,22
2185,284,30
2186,284,32
2187,284,34
2188,284,35
2189,285,40
2190,285,41
2191,285,42
2192,285,43
2193,285,45
2194,285,47
2195,285,50
2196,285,51
2197,285,52
2198,285,53
2199,285,54
2200,286,42
2201,286,44
2202,286,45
2203,286,46
2204,286,49
2205,286,52
2206,286,53
2207,286,54
2208,286,56
2209,286,57
2210,287,39
2211,287,41
2212,287,44
2213,287,45
2214,287,50
2215,287,52
2216,287,54
2217,287,57
2218,288,41
2219,288,42
2220,288,44
2221,288,45
2222,288,46
2223,288,47
2224,288,48
2225,288,49
2226,288,51
2227,288,52
2228,288,53
2229,288,56
2230,288,57
2231,289,3
2232,289,6
2233,289,8
2234,289,9
2235,289,10
2236,289,13
2237,289,14
2238,289,16
2239,290,39
2240,290,40
2241,290,41
2242,290,44
2243,290,45
2244,290,46
2245,290,47
2246,290,49
2247,290,50
2248,290,52
2249,290,55
2250,290,56
2251,291,18
2252,291,20
2253,291,22
2254,291,25
2255,291,37
2256,292,41
2257,292,43
2258,292,46
2259,292,49
2260,292,50
2261,292,51
2262,292,52
2263,292,53
2264,292,57
2265,293,39
2266,293,44
2267,293,46
2268,293,48
2269,293,50
2270,293,51
2271,293,53
2272,293,54
2273,293,55
2274,293,56
2275,293,57
2276,294,1
2277,294,2
2278,294,3
2279,294,4
2280,294,5
2281,294,7
2282,294,8
2283,294,9
2284,294,10
2285,294,14
2286,294,15
2287,294,16
