"id","systemName","edsmID","edsmID64","edsmCoordX","edsmCoordY","edsmCoordZ","edsmCoordLocked","created_at","updated_at"
191,COELACHI,13994,2656227527027,178.25,-173.6875,109.8125,1,2018-09-12 08:05:04,2018-09-13 00:10:43
192,COEUS,13728585,77508721788073,-9531.71875,-885.3125,19839.21875,1,2018-09-12 08:05:04,2018-09-13 00:10:43
193,COL 132 SECTOR GH-V E2-13,13569253,57170453652,958.375,-135.375,-618.65625,1,2018-09-12 08:05:04,2018-09-13 00:10:43
194,COL 132 SECTOR IN-S D4-64,15583337,2209735493923,1129.875,-26.78125,-694.03125,1,2018-09-12 08:05:04,2018-09-13 00:10:43
195,COL 132 SECTOR LJ-O B36-3,15017879,7283861562657,1183.75,-116.1875,-338.59375,1,2018-09-12 08:05:04,2018-09-13 00:10:43
196,COL 132 SECTOR NT-Q D5-51,15582737,1763075672363,1159.375,-25.5,-601.71875,1,2018-09-12 08:05:04,2018-09-13 00:10:43
197,COL 132 SECTOR UB-R C19-5,9934661,1460456493722,1317.84375,-216.46875,-298.84375,1,2018-09-12 08:05:04,2018-09-13 00:10:43
198,COL 135 SECTOR BC-K B9-0,18986246,682765067561,875.125,-179.5625,-319.15625,1,2018-09-12 08:05:04,2018-09-13 00:10:43
199,COL 135 SECTOR RO-Q C5-5,24709197,1459919688346,1000.0625,-137.15625,-294.40625,0,2018-09-12 08:05:04,2018-09-13 00:10:43
200,COL 135 SECTOR TU-O C6-15,22744347,4208564540066,923.9375,-138.125,-231.84375,1,2018-09-12 08:05:04,2018-09-13 00:10:43
201,COL 140 SECTOR IH-V D2-44,12193268,1522557503803,1152.65625,-67.09375,-452.78125,1,2018-09-12 08:05:04,2018-09-13 00:10:47
202,COL 173 SECTOR AI-H C11-22,10262569,6132844073642,992.6875,-153.625,-213.71875,1,2018-09-12 08:05:04,2018-09-13 00:10:47
203,COL 173 SECTOR AP-Q B21-2,9800883,5084032869705,1127.3125,-154.03125,-237.90625,1,2018-09-12 08:05:04,2018-09-13 00:10:47
204,COL 173 SECTOR AU-Y B30-2,18090836,5086717158809,1329.46875,-178.09375,-25.40625,1,2018-09-12 08:05:04,2018-09-13 00:10:47
205,COL 173 SECTOR AV-N B23-5,8173347,11681102898521,1117.03125,-71.03125,-202.15625,1,2018-09-12 08:05:04,2018-09-13 00:10:47
206,COL 173 SECTOR BH-K B25-8,9773913,18276293617001,986.21875,-69.53125,-163.4375,1,2018-09-12 08:05:04,2018-09-13 00:10:47
207,COL 173 SECTOR BH-L D8-72,15323425,2484613368171,1091.5625,-214.3125,-15.40625,1,2018-09-12 08:05:04,2018-09-13 00:10:47
208,COL 173 SECTOR BO-F C12-24,10506811,6682398560946,864.5,-161.65625,-153.03125,1,2018-09-12 08:05:04,2018-09-13 00:10:47
209,COL 173 SECTOR BX-I C10-7,9905727,2009876763298,1110.40625,-223.625,-242.6875,1,2018-09-12 08:05:04,2018-09-13 00:10:47
210,COL 173 SECTOR CC-K B25-8,9849333,18276025116009,970.375,-99.5625,-160.53125,1,2018-09-12 08:05:04,2018-09-13 00:10:47
211,COL 173 SECTOR CG-M B24-8,30551,18278172730721,1127.9375,-59.9375,-175.78125,1,2018-09-12 08:05:04,2018-09-13 00:10:47
212,COL 173 SECTOR CH-L D8-14,15326640,491765320043,1137.96875,-193.65625,-18.375,0,2018-09-12 08:05:04,2018-09-13 00:10:47
213,COL 173 SECTOR DG-M B24-4,10469358,9482348143969,1149.84375,-61.21875,-184.15625,1,2018-09-12 08:05:04,2018-09-13 00:10:47
214,COL 173 SECTOR DG-M B24-5,16144174,11681371399521,1144.03125,-57.46875,-184.1875,1,2018-09-12 08:05:04,2018-09-13 00:10:47
215,COL 173 SECTOR DH-K B25-2,9777038,5082690954601,1027.09375,-80.25,-163.4375,1,2018-09-12 08:05:04,2018-09-13 00:10:47
216,COL 173 SECTOR DM-U D3-82,15579372,2828210784579,1134.0625,-74.875,-364.3125,1,2018-09-12 08:05:04,2018-09-13 00:10:47
217,COL 173 SECTOR DO-F C12-4,14732905,1184974639794,943.15625,-169.46875,-146.78125,1,2018-09-12 08:05:04,2018-09-13 00:10:47
218,COL 173 SECTOR DZ-D C13-2,10755605,635084640954,864.0625,-122.4375,-136.375,1,2018-09-12 08:05:04,2018-09-13 00:10:47
219,COL 173 SECTOR EC-K B25-0,34683,684375942505,999.25,-99.125,-161.0625,1,2018-09-12 08:05:04,2018-09-13 00:10:47
220,COL 173 SECTOR EC-L D8-54,9919846,1866154838379,1180.5625,-303.34375,-14.09375,1,2018-09-12 08:05:04,2018-09-13 00:10:47
221,COL 173 SECTOR EM-L D8-69,12892588,2381618055531,1494.59375,-155.46875,50.375,1,2018-09-12 08:05:04,2018-09-13 00:10:47
222,COL 173 SECTOR FC-L D8-28,9838331,972818418027,1231.09375,-307.21875,-10.96875,1,2018-09-12 08:05:04,2018-09-13 00:10:47
223,COL 173 SECTOR GG-E B28-3,15308660,7284129867137,1212.34375,-162.9375,-95,1,2018-09-12 08:05:04,2018-09-13 00:10:47
224,COL 173 SECTOR GS-J B25-4,10110044,9479931962729,957.03125,-142,-160.53125,1,2018-09-12 08:05:04,2018-09-13 00:10:47
225,COL 173 SECTOR HN-I B26-5,33605,11679760721265,1022.3125,-76.9375,-139.03125,1,2018-09-12 08:05:04,2018-09-13 00:10:47
226,COL 173 SECTOR HN-J D9-52,15334358,1797452155251,1217.8125,-241.40625,83.28125,1,2018-09-12 08:05:04,2018-09-13 00:10:50
227,COL 173 SECTOR HR-M B23-3,10407861,7281713816921,1024.28125,-191.71875,-193.8125,1,2018-09-12 08:05:04,2018-09-13 00:10:50
228,COL 173 SECTOR HS-S D4-77,15578890,2656412092747,1105.90625,-95.75,-335.21875,1,2018-09-12 08:05:04,2018-09-13 00:10:50
229,COL 173 SECTOR HU-D C13-2,14455049,635218825914,940.84375,-173.9375,-126.28125,1,2018-09-12 08:05:04,2018-09-13 00:10:50
230,COL 173 SECTOR IJ-G B27-1,8285859,2881788519801,882.65625,-122.875,-115.71875,1,2018-09-12 08:05:04,2018-09-13 00:10:50
231,COL 173 SECTOR IL-M C8-5,20488723,1461127582354,1716.15625,-214.78125,-325.625,0,2018-09-12 08:05:04,2018-09-13 00:10:50
232,COL 173 SECTOR IV-F B27-1,15244560,2887157032313,1286.625,-178.5,-106,1,2018-09-12 08:05:04,2018-09-13 00:10:50
233,COL 173 SECTOR JB-F B27-1,10484813,2885277721977,1154.96875,-259.96875,-113.46875,1,2018-09-12 08:05:04,2018-09-13 00:10:50
234,COL 173 SECTOR JI-J B25-0,9770508,683570373993,936.78125,-184.125,-160.75,1,2018-09-12 08:05:04,2018-09-13 00:10:50
235,COL 173 SECTOR JX-K B24-0,14350203,684107179361,993.0625,-188.1875,-173.53125,1,2018-09-12 08:05:04,2018-09-13 00:10:50
236,COL 173 SECTOR KN-J B25-5,31305,11679492023657,1002.90625,-152.28125,-160.25,1,2018-09-12 08:05:04,2018-09-13 00:10:50
237,COL 173 SECTOR KP-T B34-8,10301297,18277636122041,1086.09375,25.6875,46.3125,1,2018-09-12 08:05:04,2018-09-13 00:10:50
238,COL 173 SECTOR KS-J D9-37,15436485,1282139982195,1673.8125,-146.84375,64.8125,1,2018-09-12 08:05:04,2018-09-13 00:10:50
239,COL 173 SECTOR KT-G B40-2,17150088,5084569544169,1172.03125,-221.34375,167.28125,1,2018-09-12 08:05:04,2018-09-13 00:10:50
240,COL 173 SECTOR KY-Q D5-13,9756103,457372059987,1025.21875,-98.625,-199.25,1,2018-09-12 08:05:04,2018-09-13 00:10:50
241,COL 173 SECTOR KY-Q D5-26,6768734,904048658771,975.3125,-103.1875,-222.125,1,2018-09-12 08:05:04,2018-09-13 00:10:50
242,COL 173 SECTOR KY-Q D5-47,6400807,1625603164499,1043.875,-100.75,-246.0625,1,2018-09-12 08:05:04,2018-09-13 00:10:50
243,COL 173 SECTOR KY-Q D5-9,7861701,319933106515,1022.03125,-70.71875,-196.09375,1,2018-09-12 08:05:04,2018-09-13 00:10:50
244,COL 173 SECTOR LB-W B31-0,10529236,687865013665,1258.5,-283.125,-20.09375,1,2018-09-12 08:05:04,2018-09-13 00:10:50
245,COL 173 SECTOR LJ-F C12-0,10415930,85865632434,1202.125,-213.40625,-165.5625,1,2018-09-12 08:05:04,2018-09-13 00:10:50
246,COL 173 SECTOR LN-M B23-1,20473343,2891183433049,1578.65625,-222.78125,-197.03125,0,2018-09-12 08:05:04,2018-09-13 00:10:50
247,COL 173 SECTOR LT-Q D5-82,8998235,2828177213779,926.84375,-120.65625,-199.6875,1,2018-09-12 08:05:04,2018-09-13 00:10:50
248,COL 173 SECTOR LT-Q D5-90,6443304,3103055120723,911.0625,-115.875,-208.15625,1,2018-09-12 08:05:04,2018-09-13 00:10:50
249,COL 173 SECTOR LY-Q D5-13,9188152,457388837203,1120.34375,-87.21875,-216.875,1,2018-09-12 08:05:04,2018-09-13 00:10:50
250,COL 173 SECTOR LY-Q D5-59,647075,2037936802131,1078.09375,-86.5625,-249.46875,1,2018-09-12 08:05:04,2018-09-13 00:10:50
251,COL 173 SECTOR ME-P D6-92,12707752,3171757836635,891.65625,-98.53125,-157.1875,1,2018-09-12 08:05:04,2018-09-13 00:10:57
252,COL 173 SECTOR MJ-H B26-0,9867276,682765002097,876.46875,-203.96875,-142.875,1,2018-09-12 08:05:04,2018-09-13 00:10:57
253,COL 173 SECTOR MN-K B24-4,17622580,9479931635041,957.75,-240.53125,-180.53125,1,2018-09-12 08:05:04,2018-09-13 00:10:57
254,COL 173 SECTOR OC-C B29-1,10530318,2886083224969,1206.46875,-190.59375,-82.625,1,2018-09-12 08:05:04,2018-09-13 00:10:57
255,COL 173 SECTOR OD-J B25-2,9757235,5082422125929,1008.375,-201.5625,-157.4375,1,2018-09-12 08:05:04,2018-09-13 00:10:57
256,COL 173 SECTOR OE-P D6-11,9822862,388652583259,1014.34375,-67.59375,-173.96875,1,2018-09-12 08:05:04,2018-09-13 00:10:57
257,COL 173 SECTOR OG-Z C15-35,10126107,9706391212754,1084.125,2.59375,12.9375,1,2018-09-12 08:05:04,2018-09-13 00:10:57
258,COL 173 SECTOR OT-Q D5-18,9770365,629204289875,1150.75,-124.03125,-216.8125,1,2018-09-12 08:05:04,2018-09-13 00:10:57
259,COL 173 SECTOR OZ-U B33-6,10448731,13880663221681,1160.90625,-20.03125,21.21875,1,2018-09-12 08:05:04,2018-09-13 00:10:57
260,COL 173 SECTOR PE-P D6-110,32859,3790283458907,1104.90625,-47.84375,-149.21875,1,2018-09-12 08:05:04,2018-09-13 00:10:57
261,COL 173 SECTOR PF-E B28-3,9760756,7279566464385,870.34375,-156.03125,-92.84375,1,2018-09-12 08:05:04,2018-09-13 00:10:57
262,COL 173 SECTOR PN-V B18-0,9622422,692160242993,1587.34375,-199.875,-302.3125,1,2018-09-12 08:05:04,2018-09-13 00:10:57
263,COL 173 SECTOR PU-D C13-12,11439473,3384534766266,1287.1875,-174.84375,-112.03125,1,2018-09-12 08:05:04,2018-09-13 00:10:57
264,COL 173 SECTOR PV-B C14-1,9897679,360475103938,1023.65625,-217.40625,-81.09375,1,2018-09-12 08:05:04,2018-09-13 00:10:57
265,COL 173 SECTOR PZ-O D6-110,11144167,3790249888091,943.0625,-130.75,-142.03125,1,2018-09-12 08:05:04,2018-09-13 00:10:57
266,COL 173 SECTOR PZ-O D6-116,9085607,3996408318299,931.4375,-131.25,-164.46875,1,2018-09-12 08:05:04,2018-09-13 00:10:57
267,COL 173 SECTOR QU-O D6-25,17593011,869655333211,878.84375,-205.5625,-156.59375,1,2018-09-12 08:05:04,2018-09-13 00:10:57
268,COL 173 SECTOR QU-O D6-32,9868574,1110173501787,894.09375,-203.625,-146.5625,1,2018-09-12 08:05:04,2018-09-13 00:10:57
269,COL 173 SECTOR RH-C B29-1,11572594,2887425467785,1306.15625,-179.21875,-71.71875,1,2018-09-12 08:05:04,2018-09-13 00:10:57
270,COL 173 SECTOR RT-I B25-1,9989450,2883130303849,977,-233.625,-151.0625,1,2018-09-12 08:05:04,2018-09-13 00:10:57
271,COL 173 SECTOR RU-O D6-16,2410597,560434465115,951.1875,-223.25,-152.40625,1,2018-09-12 08:05:04,2018-09-13 00:10:57
272,COL 173 SECTOR SI-I B26-8,12417764,18279246341489,1203.21875,-103.25,-136.1875,1,2018-09-12 08:05:04,2018-09-13 00:10:57
273,COL 173 SECTOR SN-S D4-63,20502205,2175526734155,1819.59375,-184.59375,-301.125,1,2018-09-12 08:05:04,2018-09-13 00:10:57
274,COL 173 SECTOR UG-B C14-0,16606468,85529989826,1012.8125,-328.71875,-77.96875,1,2018-09-12 08:05:04,2018-09-13 00:10:57
275,COL 173 SECTOR UP-O D6-16,24447489,560451225947,1009.84375,-344.65625,-157.25,0,2018-09-12 08:05:04,2018-09-13 00:10:57
276,COL 173 SECTOR UT-W B19-4,7586415,9483154040121,1208.96875,115.125,-277.9375,1,2018-09-12 08:05:04,2018-09-13 00:11:01
277,COL 173 SECTOR UU-O D6-20,10677178,697923750235,1192.09375,-209.15625,-184.65625,1,2018-09-12 08:05:04,2018-09-13 00:11:01
278,COL 173 SECTOR UU-O D6-30,10407439,1041521133915,1196.6875,-225.84375,-161.5,1,2018-09-12 08:05:04,2018-09-13 00:11:01
279,COL 173 SECTOR UU-O D6-42,31311,1453837994331,1147.09375,-252.8125,-156.65625,1,2018-09-12 08:05:04,2018-09-13 00:11:01
280,COL 173 SECTOR UV-D B28-3,12067946,7279834768769,880.71875,-200.46875,-97.5625,1,2018-09-12 08:05:04,2018-09-13 00:11:01
281,COL 173 SECTOR UZ-R B20-3,20474616,7288424703297,1531.25,-189.9375,-246.28125,0,2018-09-12 08:05:04,2018-09-13 00:11:01
282,COL 173 SECTOR VN-A B30-1,14354875,2887425467793,1305.1875,-169.125,-52.125,1,2018-09-12 08:05:04,2018-09-13 00:11:01
283,COL 173 SECTOR VP-N D7-109,19725578,3755990845795,1380.125,-21.375,-79.8125,0,2018-09-12 08:05:04,2018-09-13 00:11:01
284,COL 173 SECTOR WF-N D7-52,9816073,1797435394403,1186.6875,-166.1875,-80.1875,1,2018-09-12 08:05:04,2018-09-13 00:11:01
285,COL 173 SECTOR WG-J C10-16,10104962,4483710882466,1067.28125,-138.3125,-258.3125,0,2018-09-12 08:05:04,2018-09-13 00:11:01
286,COL 173 SECTOR WK-A A48-4,10912157,75853954042552,1098.15625,-39.96875,-188.75,1,2018-09-12 08:05:04,2018-09-13 00:11:01
287,COL 173 SECTOR WN-B B29-1,9838812,2886619899273,1237.75,-247.375,-76.90625,1,2018-09-12 08:05:04,2018-09-13 00:11:01
288,COL 173 SECTOR WP-O B22-1,9975821,2882325194065,934.125,-172.125,-205.34375,1,2018-09-12 08:05:04,2018-09-13 00:11:01
289,COL 173 SECTOR WW-H C11-15,19276573,4208833041066,1082.28125,-37,-199.875,0,2018-09-12 08:05:04,2018-09-13 00:11:01
290,COL 173 SECTOR WZ-O B22-4,8480252,9480468833617,1011.0625,-131.78125,-210.4375,1,2018-09-12 08:05:04,2018-09-13 00:11:01
291,COL 173 SECTOR XF-N D7-105,17310478,3618518305123,1293.5625,-175.625,-48.3125,1,2018-09-12 08:05:04,2018-09-13 00:11:01
292,COL 173 SECTOR XG-J C10-17,33881,4758655898274,1095.25,-127.5625,-238.40625,1,2018-09-12 08:05:04,2018-09-13 00:11:01
293,COL 173 SECTOR XH-H C11-21,12405101,5857764840106,894.3125,-153.75,-212.3125,1,2018-09-12 08:05:04,2018-09-13 00:11:01
294,COL 173 SECTOR XL-K B25-1,13333852,2882594022761,950.3125,-57.625,-161.40625,1,2018-09-12 08:05:04,2018-09-13 00:11:01
295,COL 173 SECTOR XY-Y B30-1,19730029,2887425533337,1310.53125,-155.5,-27.65625,1,2018-09-12 08:05:04,2018-09-13 00:11:01
296,COL 173 SECTOR YA-N D7-17,23044838,594844535139,1145.09375,-245.8125,-90.03125,1,2018-09-12 08:05:04,2018-09-13 00:11:01
297,COL 173 SECTOR YF-N B23-5,9976884,11678955218265,962.15625,-144.46875,-188.53125,1,2018-09-12 08:05:04,2018-09-13 00:11:01
298,COL 173 SECTOR YF-N B23-6,9725806,13877978473817,962.84375,-132.78125,-194.65625,1,2018-09-12 08:05:04,2018-09-13 00:11:01
299,COL 173 SECTOR YF-N C7-5,24935694,1460053676682,1073.21875,-392.25,-378.3125,0,2018-09-12 08:05:04,2018-09-13 00:11:01
300,COL 173 SECTOR YF-N D7-74,14460752,2553383192931,1315.75,-181.5625,-62.1875,1,2018-09-12 08:05:04,2018-09-13 00:11:01
301,COL 173 SECTOR YG-A C15-12,17444587,3384601875146,1301.71875,-172.84375,-39.375,1,2018-09-12 08:05:04,2018-09-13 00:11:05
302,COL 173 SECTOR YG-A C15-20,10484851,5583625130698,1315.1875,-180.9375,-63.8125,1,2018-09-12 08:05:04,2018-09-13 00:11:05
303,COL 173 SECTOR YV-M D7-23,10125723,800969394531,1005.46875,-271.125,-76.625,1,2018-09-12 08:05:04,2018-09-13 00:11:05
304,COL 173 SECTOR YW-H C11-16,16191006,4483845165738,1147.03125,-49.5,-197.4375,1,2018-09-12 08:05:04,2018-09-13 00:11:05
305,COL 173 SECTOR YX-Q A25-0,9895757,5480915028472,1056.6875,-33.75,-432.21875,1,2018-09-12 08:05:04,2018-09-13 00:11:05
306,COL 173 SECTOR ZL-L B24-2,22911925,5081080145249,896.78125,-134.90625,-182.09375,1,2018-09-12 08:05:04,2018-09-13 00:11:05
307,COL 173 SECTOR ZL-L B24-7,22912606,16076196423009,899,-131.1875,-173,1,2018-09-12 08:05:04,2018-09-13 00:11:05
308,COL 173 SECTOR ZS-F C12-27,10036661,7507032314546,894.6875,-113.5625,-166.46875,1,2018-09-12 08:05:04,2018-09-13 00:11:05
309,COL 173 SECTOR ZZ-N B23-1,16145326,2885278377305,1147.40625,-46.375,-186.59375,1,2018-09-12 08:05:04,2018-09-13 00:11:05
310,COL 285 SECTOR AL-V B3-4,549095,9464631534905,-172.84375,-6.84375,-284.9375,1,2018-09-12 08:05:04,2018-09-13 00:11:05
311,COL 285 SECTOR BQ-X C1-10,5588885,2832363131546,-172.03125,-61.625,-272.34375,1,2018-09-12 08:05:04,2018-09-13 00:11:05
312,COL 285 SECTOR CV-Y D57,481319,1968982444363,-21.28125,-76.34375,-288.15625,1,2018-09-12 08:05:04,2018-09-13 00:11:05
313,COL 285 SECTOR CV-Y D71,13628286,2450018781515,-45.5625,-31.71875,-324.65625,1,2018-09-12 08:05:04,2018-09-13 00:11:05
314,COL 285 SECTOR EB-X D1-39,13573456,1350473599315,-157.78125,-83.625,-260.5,1,2018-09-12 08:05:04,2018-09-13 00:11:05
315,COL 285 SECTOR EL-X C1-5,249663,1458040672922,-116.46875,-83.46875,-274.5625,1,2018-09-12 08:05:04,2018-09-13 00:11:05
316,COL 285 SECTOR FP-Q B5-2,893008,5069000484169,5.125,-160.25,-239.34375,1,2018-09-12 08:05:04,2018-09-13 00:11:05
317,COL 285 SECTOR GL-V B3-3,4502222,7267218892089,-56.46875,-14.625,-276.8125,1,2018-09-12 08:05:04,2018-09-13 00:11:05
318,COL 285 SECTOR GN-H B11-2,132822,5067121960313,-140.9375,13.4375,-116.28125,1,2018-09-12 08:05:04,2018-09-13 00:11:05
319,COL 285 SECTOR GW-W D1-66,9537983,2278186518867,-180.125,-125.90625,-233.53125,1,2018-09-12 08:05:04,2018-09-13 00:11:05
320,COL 285 SECTOR IL-X C1-16,4874086,4481966084762,29.71875,-76.96875,-296.3125,1,2018-09-12 08:05:04,2018-09-13 00:11:05
321,COL 285 SECTOR IL-X C1-4,1011107,1183431201434,30.3125,-65.21875,-294.8125,1,2018-09-12 08:05:04,2018-09-13 00:11:05
322,COL 285 SECTOR KY-H C10-26,206398,7230476784354,-118.09375,10.125,62.09375,1,2018-09-12 08:05:04,2018-09-13 00:11:05
323,COL 285 SECTOR LX-T C3-13,3706814,3656996819626,-166.46875,-87.46875,-220.46875,1,2018-09-12 08:05:04,2018-09-13 00:11:05
324,COL 285 SECTOR OC-T B4-0,828915,669612057921,-99.84375,-79.53125,-260.3125,1,2018-09-12 08:05:04,2018-09-13 00:11:05
325,COL 285 SECTOR OC-T B4-1,700814,2868635313473,-104.4375,-75.34375,-263.5,1,2018-09-12 08:05:04,2018-09-13 00:11:05
326,COL 285 SECTOR QR-U B3-1,1044864,2869708989753,-20.3125,-99.5,-276.1875,1,2018-09-12 08:05:04,2018-09-13 00:11:08
327,COL 285 SECTOR RI-R B5-3,1934524,7266413389129,-118.6875,-72.28125,-239.5625,1,2018-09-12 08:05:04,2018-09-13 00:11:08
328,COL 285 SECTOR RJ-O B7-4,313775,9464899970393,-156.84375,-23.0625,-203.96875,1,2018-09-12 08:05:04,2018-09-13 00:11:08
329,COL 285 SECTOR RR-M B7-3,6813702,7268023608665,-1.96875,-204.0625,-199.34375,1,2018-09-12 08:05:04,2018-09-13 00:11:08
330,COL 285 SECTOR TM-U B3-2,3355987,5069000615225,-3.9375,-119.84375,-279.03125,1,2018-09-12 08:05:04,2018-09-13 00:11:08
331,COL 285 SECTOR VH-U B3-1,811685,2869977294137,7.875,-139.125,-272.125,1,2018-09-12 08:05:04,2018-09-13 00:11:08
332,COL 285 SECTOR YO-Z C19,89086,5306465653394,-48.3125,-5.5,-334.09375,1,2018-09-12 08:05:04,2018-09-13 00:11:08
333,COL 285 SECTOR YY-X A44-0,2866838,5364950911928,-19.5,-32.0625,125.375,1,2018-09-12 08:05:04,2018-09-13 00:11:08
334,COL 285 SECTOR ZZ-Y D22,3069023,766374840651,-71.9375,-1.9375,-330.5625,1,2018-09-12 08:05:04,2018-09-13 00:11:08
335,COLONIA,3384966,3238296097059,-9530.5,-910.28125,19808.125,1,2018-09-12 08:05:04,2018-09-13 00:11:08
336,CRUCIS SECTOR JX-T B3-4,48897,9468121392577,93.84375,35.875,60.0625,1,2018-09-12 08:05:04,2018-09-13 00:11:08
337,DECIAT,1547,6681123623626,122.625,-0.8125,-47.28125,1,2018-09-12 08:05:04,2018-09-13 00:11:08
338,DIAGUANDRI,7479,670417429889,-41.0625,-62.15625,-103.25,1,2018-09-12 08:05:04,2018-09-13 00:11:08
339,DILATI,859,422794250595,-15.1875,64.71875,-64.09375,1,2018-09-12 08:05:04,2018-09-13 00:11:08
340,DROETH OD-T D3-1,19241505,47789920163,14075.5625,121.4375,15954,1,2018-09-12 08:05:04,2018-09-13 00:11:08
341,DRYAEA AOB DR-M D7-2109,25261838,72473102061763,-9828.28125,310.5625,18843.5,0,2018-09-12 08:05:04,2018-09-13 00:11:08
342,DRYAEA FLEE GC-D D12-2343,23854902,80512760680683,-12371.25,-1.21875,19188.46875,1,2018-09-12 08:05:04,2018-09-13 00:11:08
343,DRYAEA FLEE GC-D D12-285,10798009,9800419119339,-12352.59375,8.28125,19220.5625,1,2018-09-12 08:05:04,2018-09-13 00:11:08
344,DRYAEA FLEE GC-D D12-4611,23828714,158440647299307,-12355.25,-8.375,19221.84375,1,2018-09-12 08:05:04,2018-09-13 00:11:08
345,DRYAU AUSMS KG-Y E3390,163217,14561207978188,-1523.75,1340.6875,20976.59375,1,2018-09-12 08:05:04,2018-09-13 00:11:08
346,DRYEEJEAU ZX-H C23-2,24101109,642333547466,5194.3125,1262.09375,11471.40625,0,2018-09-12 08:05:04,2018-09-13 00:11:08
347,DRYI AOC CB-O E6-329,25394541,1414438865020,3205.125,437.9375,19329.34375,0,2018-09-12 08:05:04,2018-09-13 00:11:08
348,DRYI AOC CH-C D13-218,12878433,7501571510515,3187.53125,392.34375,19299.8125,0,2018-09-12 08:05:04,2018-09-13 00:11:08
349,DRYOI GRIE NI-S E4-1229,25722882,5279745755884,-3019.90625,-1589.3125,31796.96875,0,2018-09-12 08:05:04,2018-09-13 00:11:08
350,DRYOOE PROU HH-C D475,23701647,16329289437571,-9884.59375,-300,20753.46875,1,2018-09-12 08:05:04,2018-09-13 00:11:08
351,DRYOOE PROU NI-A D1-1275,12857453,43817080115595,-9869,-360.3125,20783.40625,1,2018-09-12 08:05:04,2018-09-13 00:11:12
352,DRYUAE CHREA JH-V E2-8239,13740706,35387391109724,-5961.96875,515.5,28958.21875,1,2018-09-12 08:05:04,2018-09-13 00:11:12
353,EACTAINDS DH-J D10-0,25417296,11769453147,6109.6875,1097.15625,43339.75,0,2018-09-12 08:05:04,2018-09-13 00:11:12
354,EACTAINDS VG-A C2-0,25364427,92443128850,5126.375,806.03125,42535.75,0,2018-09-12 08:05:04,2018-09-13 00:11:12
355,EAFOTS DU-C B41-1,23614264,2799111511393,-5281.25,217.71875,-5297.90625,1,2018-09-12 08:05:04,2018-09-13 00:11:12
356,EAWRAINT RS-U D2-127,20695902,4377737697819,17036.53125,22.875,42764.15625,1,2018-09-12 08:05:04,2018-09-13 00:11:12
357,EBOR,3801,9466510452089,-30.71875,-49.6875,-113.8125,1,2018-09-12 08:05:04,2018-09-13 00:11:12
358,EESHORKS CV-Y E2660,24778070,11425974020108,1912.71875,-719.90625,17062.28125,0,2018-09-12 08:05:04,2018-09-13 00:11:12
359,EESHORKS CV-Y E3683,24786065,15819725563916,1909.21875,-721.1875,17091.90625,1,2018-09-12 08:05:04,2018-09-13 00:11:12
360,EESHORKS QI-B D1411,24734755,48492403609603,1535.28125,-742.84375,16890.8125,0,2018-09-12 08:05:04,2018-09-13 00:11:12
361,EESHORKS WO-A E197,827868,847461181444,1589.65625,-775.6875,16914.09375,1,2018-09-12 08:05:04,2018-09-13 00:11:12
362,EESHORPS DY-G D11-1031,24897262,35436223189091,4059.46875,-417.28125,17818.90625,1,2018-09-12 08:05:04,2018-09-13 00:11:12
363,EIDAIK CI-Q D6-870,26791748,29903214841275,-1105.3125,-148.03125,11023.09375,0,2018-09-12 08:05:04,2018-09-13 00:11:12
364,ELECTRA,24482,203169981604,-86.0625,-159.9375,-361.65625,1,2018-09-12 08:05:04,2018-09-13 00:11:12
365,ELEPHANT'S TRUNK SECTOR DL-Y D4,579529,147362711867,-2693.25,193.8125,-462.15625,1,2018-09-12 08:05:04,2018-09-13 00:11:12
366,EOL PROU HU-R C4-127,9216225,34977373856298,-9523.59375,-1166.53125,19633,0,2018-09-12 08:05:04,2018-09-13 00:11:12
367,EOL PROU PX-T D3-1732,4261329,59519547560227,-9545.65625,-878.65625,19806.125,1,2018-09-12 08:05:04,2018-09-13 00:11:12
368,EOL PROU VY-R D4-545,3450594,18734538101035,-9517.0625,-915.1875,19823.84375,1,2018-09-12 08:05:04,2018-09-13 00:11:12
369,EOR AUSCS MI-S E4-331,24869628,1423028832428,3280.53125,1035.875,20330.59375,0,2018-09-12 08:05:04,2018-09-13 00:11:12
370,EOR AUSCS NI-S E4-13,24961365,57233426604,3316.34375,1064.71875,20288.65625,1,2018-09-12 08:05:04,2018-09-13 00:11:12
371,EOR AUSCS XV-K D9-166,25218573,5714882023763,3270.25,1048.15625,20277.28125,1,2018-09-12 08:05:04,2018-09-13 00:11:12
372,EORD PRAU AC-B D14-628,24704712,21589600899451,5708.65625,-661.15625,20625.9375,0,2018-09-12 08:05:04,2018-09-13 00:11:12
373,EORL AUWSY AB-Y B56-28,21476070,62309909677545,4942.46875,146.53125,20644.125,0,2018-09-12 08:05:04,2018-09-13 00:11:12
374,EORL AUWSY CM-W B57-17,17330867,38120653932017,4947.65625,168.5625,20657.34375,1,2018-09-12 08:05:04,2018-09-13 00:11:12
375,EORL AUWSY DH-W B57-58,21787873,128280338908657,4921.21875,149.5625,20666,0,2018-09-12 08:05:04,2018-09-13 00:11:12
376,EORL AUWSY DM-W B57-45,20930079,99693573522929,4961.28125,171.53125,20659.9375,0,2018-09-12 08:05:04,2018-09-13 00:11:16
