id,system,bodyName
1488,1644,B 2
1489,1645,B 6 A
1490,1646,2 A
1491,1647,2 A
1492,1648,C 1
1493,1649,4 B A
1494,1650,A 2 A
1495,1651,1 B
1496,1652,AB 2 A
1497,1653,A 3
1498,1654,1 A
1499,1655,AB 2
1500,1656,ABC 1 A
1501,1657,A 1 A
1502,1658,3 B
1503,1659,1 D A
1504,1660,1 A
1505,1661,1 B
1506,1662,4 A
1507,1663,AB 1 C
1508,1664,A 3 A
1509,1665,5 A
1510,1666,3 E A
1511,1667,D 2
1512,1668,A 3 A
1513,1669,3 E A
1514,1670,B 3
1515,1670,B 4
1516,1671,A 1 A
1517,1672,A 1 A
1518,1673,AB 1 A
1519,,3
1520,,4 A
1521,,C 1
1522,,AB 1 A
1523,,2 A
1524,,A 5
1525,,1 A
1526,,2 C A
1527,,B 1
1528,,B 2
1529,,B 3 A
1530,,BC 5 A
1531,,B 1
1532,,1 A
1533,,9 A
1534,,3
1535,,3
1536,,C 1
1537,,5 C A
1538,,3 D A
1539,,A 11
1540,,1
