id,system,body,siteID,extoolID,type,latitude,longitude,cycle,comment,verified,visable,discoveredBy
409,1118,1414,409,\N,3,-56.3423,-21.4772,5,,0,1,252
410,1118,1413,410,\N,6,25.7696,-126.6229,5,,0,1,252
411,1118,1413,411,\N,4,27.0758,-126.0426,5,,0,1,252
412,1118,1413,412,\N,3,-28.8471,-167.1152,5,,0,1,252
413,1118,1413,413,\N,3,19.9548,105.5413,5,,0,1,252
414,1118,1413,414,\N,6,20.5273,102.7488,5,,0,1,252
415,1118,1413,415,\N,4,22.254,101.8156,5,,0,1,252
416,1118,1413,416,\N,7,23.0977,102.2123,5,,0,1,252
417,1697,2185,417,\N,1,-32.2119,-141.9895,1,,0,1,356
418,1697,2185,418,\N,3,-30.9405,-142.2798,2,,0,1,356
419,1697,2185,419,\N,1,-26.5406,-148.4498,1,,0,1,356
420,1697,2185,420,\N,3,-18.5747,-148.9909,2,,0,1,356
421,1697,2185,421,\N,1,-19.1798,-151.5231,1,,0,1,356
422,1697,2185,422,\N,1,8.5472, -126.5881,1,,0,1,356
423,1697,2185,423,\N,6,15.1647,-133.1348,2,,0,1,356
424,1697,2185,424,\N,1,23.4277,-150.6129,1,,0,1,356
425,1697,2185,425,\N,1,71.6379,-62.2077,1,,0,1,356
426,1697,2185,426,\N,1,70.5969,-58.3641,1,,0,1,356
427,1697,2185,427,\N,1,67.9504, -45.5392,1,,0,1,356
428,1697,2186,428,\N,4,19.1169,-104.0950,2,,0,1,356
429,1697,2186,429,\N,1,23.5115,-104.8993,1,,0,1,356
430,1697,2186,430,\N,1,29.5233,-102.1510,1,,0,1,356
431,1697,2186,431,\N,4,35.7026,-97.8135,2,,0,1,356
432,1697,2186,432,\N,1,42.4144, -81.4348,1,,0,1,356
433,1697,2186,433,\N,1,41.8047,-75.9447,1,,0,1,356
434,1697,2186,434,\N,1,43.6459,-75.9573,1,,0,1,356
435,1697,2186,435,\N,1,19.1388, -0.0925,1,,0,1,356
436,1697,2186,436,\N,7,21.5499,1.2614,2,,0,1,356
437,1697,2186,437,\N,1,-5.2965,-36.8917,1,,0,1,356
438,1697,2186,438,\N,6,-6.5255,-36.1663,2,,0,1,356
439,1697,2186,439,\N,1,-17.7553,-70.5853,1,,0,1,356
440,1697,2187,440,\N,1,-9.1799,-152.2745,1,,0,1,356
441,1697,2187,441,\N,1,-6.713,-156.5335,1,,0,1,356
442,1697,2187,442,\N,1,-15.2305,151.4779,1,,0,1,356
443,1697,2187,443,\N,1,-14.1189,139.3529,1,,0,1,356
444,1697,2187,444,\N,1,-2.8313,135.8407,1,,0,1,356
445,1697,2187,445,\N,3,16.4818,117.3539,2,,0,1,356
446,1697,2187,446,\N,3,47.5907,162.1671,2,,0,1,356
447,1697,2187,447,\N,1,44.3939,-174.9084,1,,0,1,356
448,1697,2187,448,\N,1,43.9668,-170.3241,1,,0,1,356
449,1697,2187,449,\N,4,35.9469,-163.7054,2,,0,1,356
450,1697,2187,450,\N,1,20.6503,-138.6763,1,,0,1,356
451,1697,2187,451,\N,1,-2.8227,144.1129,1,,0,1,356
452,1147,1456,452,\N,6,16.4873,132.5642,5,,0,1,125
453,1147,1456,453,\N,4,32.2434,127.842,5,,0,1,144
454,1147,1456,454,\N,7,22.6224,116.2111,5,,0,1,252
455,1147,1456,455,\N,3,17.7955,132.5432,5,,0,1,218
456,1156,1471,456,\N,3,-41.8315,22.2444,5,,0,1,125
457,1158,1478,457,\N,2,-4.4946,145.6557,5,,0,1,274
458,1158,1478,458,\N,4,14.3275,131.8217,5,,0,1,274
459,1158,1478,459,\N,6,-14.2586,141.4512,5,,0,1,274
460,1158,1478,460,\N,7,-26.6144,162.7394,5,,0,1,274
461,1158,1478,461,\N,3,25.0928,116.3333,5,,0,1,274
462,1158,1479,462,\N,4,37.7935,-109.8081,5,,0,1,274
463,1158,1479,463,\N,6,36.2636,-137.6774,5,,0,1,274
464,1158,1479,464,\N,7,57.2718,-141.9642,5,,0,1,274
465,1158,1479,465,\N,7,1.1839,-158.6362,5,,0,1,274
466,1158,1479,466,\N,3,75.2973,-78.595,5,,0,1,274
467,1158,1479,467,\N,6,16.5024,-43.8116,5,,0,1,274
468,1158,1479,468,\N,4,32.3333,-44.386,5,,0,1,274
469,1158,1480,469,\N,1,-1.39,111.95,5,,0,1,274
470,1158,1480,470,\N,1,-21.93,92.28,5,,0,1,274
471,1158,1480,471,\N,1,-28.65,28.65,5,,0,1,274
472,1158,1480,472,\N,1,5.25,119.7,5,,0,1,274
473,1158,1480,473,\N,1,27.84,87.54,5,,0,1,274
474,145,186,474,\N,1,24.9198,-119.9005,1,,0,1,125
475,1116,1406,475,\N,3,-25.3837,-117.0822,5,,0,1,252
476,1116,1406,476,\N,4,0.9716,-112.3221,5,,0,1,252
477,1116,1406,477,\N,6,27.1777,-127.4545,5,,0,1,252
478,1168,1499,478,\N,6,-26.4788,3.4345,5,,0,1,125
479,1168,1499,479,\N,6,-32.5806,-44.3487,5,,0,1,125
480,1158,1481,480,\N,3,3.87,-34.26,5,,0,1,274
481,1158,1481,481,\N,4,2.11,-24.21,5,,0,1,274
482,1158,1481,482,\N,6,26.22,16.73,5,,0,1,274
483,1158,1481,483,\N,7,39.01,43.84,5,,0,1,274
484,1158,1481,484,\N,3,-25.8,-97.15,5,,0,1,274
485,1158,1482,485,\N,3,-63.77,-179.92,5,,0,1,274
486,1158,1482,486,\N,4,-6.33,-156.18,5,,0,1,274
487,1158,1482,487,\N,6,-29.59,125.69,5,,0,1,274
488,1158,1483,488,\N,3,14.76,-31.54,5,,0,1,274
489,1158,1483,489,\N,4,32.14,-34.28,5,,0,1,274
490,1158,1483,490,\N,6,29.71,-53.02,5,,0,1,274
491,1158,1483,491,\N,7,-59.5,-6.45,5,,0,1,274
492,1168,1499,492,\N,6,-32.57,-44.35,5,,0,1,274
493,1168,1499,493,\N,7,-16.11,-46.97,5,,0,1,274
494,1168,1499,494,\N,3,12.61,-39.17,5,,0,1,274
495,1168,1499,495,\N,4,70.64,44.23,5,,0,1,274
496,1168,1499,496,\N,6,59.92,11.71,5,,0,1,274
497,1168,1499,497,\N,7,50.08,36.08,5,,0,1,274
498,1168,1499,498,\N,3,10.81,62.34,5,,0,1,274
499,1168,1499,499,\N,4,-15.86,43.62,5,,0,1,274
500,1168,1499,500,\N,7,0.81,-26.4,5,,0,1,274
501,1168,1500,501,\N,3,-37.44,-75.23,5,,0,1,274
502,1168,1500,502,\N,4,-29.68,-97.08,5,,0,1,274
503,1168,1500,503,\N,6,-17.14,-109.17,5,,0,1,274
504,1168,1500,504,\N,7,-19.41,-119.37,5,,0,1,274
505,1168,1500,505,\N,3,-26.12,-127.02,5,,0,1,274
506,1168,1500,506,\N,4,-20.64,-151.01,5,,0,1,274
507,1168,1500,507,\N,6,-15.67,-157.52,5,,0,1,274
508,1168,1501,508,\N,6,4.94,16.55,5,,0,1,274
509,1168,1501,509,\N,4,11.01,27.69,5,,0,1,274
510,1168,1501,510,\N,7,31.99,29.29,5,,0,1,274
511,1168,1501,511,\N,3,26.57,32.19,5,,0,1,274
512,1168,1501,512,\N,4,52.18,52.98,5,,0,1,274
513,1168,1501,513,\N,7,-34.44,7.59,5,,0,1,274
514,1168,1501,514,\N,3,-39.91,30.55,5,,0,1,274
515,1168,1502,515,\N,7,24.81,80.63,5,,0,1,274
516,1168,1502,516,\N,4,6.51,151.03,5,,0,1,274
517,1168,1502,517,\N,3,-11.33,142.87,5,,0,1,274
518,1168,1502,518,\N,6,49.25,164.81,5,,0,1,274
519,713,900,519,\N,6,40.0352,38.3765,5,,0,1,252
520,713,901,520,\N,3,65.9648,116.0247,5,,0,1,213
521,713,901,521,\N,7,16.4625,137.5953,5,,0,1,213
522,713,900,522,\N,4,-34.2602,44.1267,5,,0,1,252
523,1161,1489,523,\N,7,-31.3193,77.4781,5,,0,1,252
524,1161,1489,524,\N,6,12.7767,66.2801,5,,0,1,252
525,1150,1460,525,\N,3,-7.4432,-51.6301,5,,0,1,125
526,1150,1460,526,\N,4,5.4459,-35.0687,5,,0,1,125
527,1150,1460,527,\N,3,-26.9331,-103.8032,5,,0,1,125
528,1161,1487,528,\N,6,-30.9056,11.9581,5,,0,1,159
529,1161,1487,529,\N,7,-13.2696,-46.8866,5,,0,1,159
530,1161,1488,530,\N,6,20.4077,-148.1082,5,,0,1,159
531,1150,1461,531,\N,6,-34.2677,15.3096,5,,0,1,125
532,1161,1491,532,\N,7,40.829,-55.7979,5,,0,1,252
533,1161,1490,533,\N,6,-26.4366,-87.2402,5,,0,1,252
534,1161,1489,534,\N,4,-53.0091,95.3748,5,,0,1,274
535,713,900,535,\N,6,-43.2767,71.0032,5,,0,1,125
536,1095,1374,536,\N,3,32.1574,82.5026,5,,0,1,159
537,1095,1373,537,\N,4,-58.7947,-18.3855,5,,0,1,125
538,1095,1373,538,\N,7,-10.4022,80.203,5,,0,1,125
539,1095,1374,539,\N,4,-40.134,68.4262,5,,0,1,125
540,1106,1390,540,\N,6,-16.2436,-101.7626,5,,0,1,252
541,1106,1390,541,\N,3,1.1039,-164.2756,5,,0,1,159
542,1106,1391,542,\N,3,36.1885,-105.8278,5,,0,1,343
543,1106,1391,543,\N,7,46.2022,-82.2584,5,,0,1,252
544,1106,1390,544,\N,7,-26.9722,-116.7323,5,,0,1,125
545,713,901,545,\N,3,4.1912,145.7803,5,,0,1,252
546,1104,1385,546,\N,7,-46.1555,23.6666,5,,0,1,125
547,1104,1386,547,\N,6,-16.2879,96.7356,5,,0,1,125
548,1104,1387,548,\N,3,-43.9531,-22.0333,5,,0,1,125
549,1104,1388,549,\N,7,-15.6995,-44.7923,5,,0,1,252
550,1104,1387,550,\N,6,18.6189,-0.0867,5,,0,1,252
551,1104,1387,551,\N,4,2.4172,1.0993,5,,0,1,252
552,1104,1387,552,\N,7,-75.3026,-39.7252,5,,0,1,252
553,1104,1387,553,\N,7,13.7303,-33.7645,5,,0,1,252
554,1104,1385,554,\N,3,-56.0322,-14.575,5,,0,1,252
555,1102,1383,555,\N,7,5.55,62.9006,5,,0,1,252
556,1102,1383,556,\N,3,4.1,84.3244,5,,0,1,252
557,1102,1382,557,\N,7,-46.9612,-23.1987,5,,0,1,125
558,1117,1407,558,\N,6,5.8269,-31.387,5,,0,1,125
559,1117,1409,559,\N,3,-1.2769,143.5569,5,,0,1,252
560,1117,1409,560,\N,4,-32.0152,171.5291,5,,0,1,252
561,1117,1411,561,\N,3,27.7723,-141.7879,5,,0,1,252
562,1117,1411,562,\N,7,-3.4288,-159.9042,5,,0,1,252
563,1117,1408,563,\N,4,22.8082,-152.5475,5,,0,1,252
564,1102,1381,564,\N,3,26.0867,91.0445,5,,0,1,252
565,1102,1382,565,\N,3,-45.0408,46.5689,5,,0,1,159
566,1102,1382,566,\N,7,-46.1226,50.9781,5,,0,1,159
567,1102,1382,567,\N,4,-30.9054,45.8516,5,,0,1,159
568,1102,1382,568,\N,6,-41.2478,23.5331,5,,0,1,159
569,1117,1410,569,\N,3,-5.5998,-108.7421,5,,0,1,252
570,1157,1474,570,\N,3,-29.7802,-1.3533,5,,0,1,125
571,1157,1474,571,\N,6,4.0068,-9.9591,5,,0,1,125
572,1157,1475,572,\N,7,3.3091,2.0037,5,,0,1,125
573,1157,1473,573,\N,7,-12.0118,100.4032,5,,0,1,252
574,1157,1475,574,\N,4,19.8856,-42.6451,5,,0,1,252
575,1157,1473,575,\N,4,9.1415,139.2499,5,,0,1,125
576,1157,1473,576,\N,6,-10.7483,146.4809,5,,0,1,125
577,1157,1477,577,\N,7,-4.4022,-162.1798,5,,0,1,125
578,1688,2167,578,\N,3,-27.2535,-168.8636,1,,0,1,125
579,1150,1459,579,\N,7,-19.2378,-69.0918,5,,0,1,252
580,1150,1459,580,\N,6,-22.9644,-106.9924,5,,0,1,252
581,1150,1459,581,\N,3,-16.7312,-41.8542,5,,0,1,252
582,1150,1461,582,\N,3,-2.7524,66.2803,5,,0,1,252
583,710,897,583,\N,1,-31.6725,141.516,1,,0,1,252
584,1157,1476,584,\N,6,15.537,61.4922,5,,0,1,125
585,1165,1495,585,\N,4,29.3191,35.8275,5,,0,1,252
586,1165,1495,586,\N,6,44.7887,49.1391,5,,0,1,252
587,1165,1496,587,\N,4,-56.9551,125.6453,5,,0,1,252
588,1165,1496,588,\N,4,-30.0114,118.6498,5,,0,1,252
589,1165,1496,589,\N,3,-59.073,89.4029,5,,0,1,252
590,1165,1496,590,\N,7,-55.1473,128.1325,5,,0,1,213
591,1165,1495,591,\N,1,-21.1259,166.7284,5,,0,1,213
592,1165,1495,592,\N,7,3.7992,90.4792,5,,0,1,213
593,1169,1503,593,\N,4,-1.0422,17.9249,5,,0,1,274
594,1169,1503,594,\N,7,9.7511,27.3736,5,,0,1,274
595,1169,1503,595,\N,7,-1.6262,103.1614,5,,0,1,274
596,1169,1504,596,\N,4,3.533,-26.2757,5,,0,1,274
597,1169,1504,597,\N,6,8.3143,-41.0233,5,,0,1,252
598,1157,1477,598,\N,6,32.1913,-164.3979,5,,0,1,125
599,1162,1492,599,\N,4,0.4684,-110.873,5,,0,1,252
600,1162,1492,600,\N,3,12.3987,-110.2391,5,,0,1,252
601,1162,1492,601,\N,6,-21.5967,-98.8475,5,,0,1,252
602,1162,1492,602,\N,7,36.0466,-106.3085,5,,0,1,274
603,1162,1492,603,\N,2,35.9676,-104.404,5,,0,1,274
604,1162,1492,604,\N,6,68.9713,-91.6065,5,,0,1,252
605,1163,1493,605,\N,3,-65.6864,178.2738,5,,0,1,252
606,1163,1493,606,\N,6,-6.3042,139.2638,5,,0,1,274
607,1094,1372,607,\N,7,16.4669,162.9215,5,,0,1,125
608,1094,1372,608,\N,4,20.6135,88.3165,5,,0,1,252
609,1142,1450,609,\N,4,4.3921,128.2576,5,,0,1,274
610,1142,1450,610,\N,2,5.9402,127.1202,5,,0,1,274
611,1142,1450,611,\N,3,3.1577,118.6814,5,,0,1,274
612,1142,1451,612,\N,3,-37.2445,-48.1918,5,,0,1,274
613,1142,1451,613,\N,2,-33.8377,-43.1063,5,,0,1,274
614,1142,1450,614,\N,6,18.7867,134.6658,5,,0,1,252
615,1142,1451,615,\N,3,13.1032,-34.3245,5,,0,1,252
616,1142,1451,616,\N,6,5.8235,-47.111,5,,0,1,252
617,1095,1373,617,\N,6,-38.9718,68.5638,5,,0,1,252
618,1142,1451,618,\N,7,4.3208,-60.0722,5,,0,1,252
619,936,1186,619,\N,1,-23.59,143.03,1,,0,1,1
620,1138,1444,620,\N,7,-57.6778,-13.1466,5,,0,1,252
621,1170,1505,621,\N,3,-12.2073,145.7142,5,,0,1,341
622,1170,1505,622,\N,7,19.7686,82.5123,5,,0,1,252
623,1115,1404,623,\N,6,-18.2355,-47.205,5,,0,1,125
624,690,875,624,\N,3,-0.1863,-106.3599,5,,0,1,274
625,690,875,625,\N,4,10.6686,-99.0924,5,,0,1,274
626,690,875,626,\N,7,10.6321,-70.5609,5,,0,1,274
627,1119,1417,627,\N,3,-4.6523,138.6913,1,,0,1,213
628,1159,1485,628,\N,4,-6.7886,-115.3894,5,,0,1,125
629,1093,1371,629,\N,7,-6.9279,139.352,5,,0,1,267
630,1116,1405,630,\N,1,-24.4242,26.9047,1,,0,1,125
631,1128,1432,631,\N,1,20.1784,86.7151,1,,0,1,346
632,1127,1428,632,\N,7,-1.2187,-0.4291,5,,0,1,125
633,1122,1421,633,\N,1,-22.0432,24.7653,1,,0,1,57
634,1122,1421,634,\N,1,-24.8181,26.2342,1,,0,1,57
635,1122,1421,635,\N,1,-15.9153,17.3888,1,,0,1,57
636,1122,1421,636,\N,1,-13.3037,14.3864,1,,0,1,57
637,1122,1421,637,\N,1,-10.6507,10.1178,1,,0,1,57
638,1122,1421,638,\N,1,-21.6751,22.1696,1,,0,1,57
639,1107,1392,639,\N,4,63.5411,-66.2456,1,,0,1,232
640,1107,1392,640,\N,6,60.6824,-70.4921,1,,0,1,232
641,1107,1392,641,\N,4,56.5645,-139.4383,1,,0,1,232
642,1107,1392,642,\N,6,55.2114,-137.8091,1,,0,1,232
643,1107,1392,643,\N,3,44.0439,-61.322,1,,0,1,232
644,1107,1392,644,\N,7,46.6244,-66.6119,1,,0,1,232
645,144,185,645,\N,3,-12.3751,-158.4386,4,,0,1,90
646,144,185,646,\N,1,-23.3878,-162.601,1,,0,1,90
647,144,185,647,\N,1,-1.2388,-159.3991,1,,0,1,90
648,144,185,648,\N,1,0.2921,-158.8685,1,,0,1,90
649,144,185,649,\N,7,7.1301,-136.549,4,,0,1,90
650,144,185,650,\N,1,4.5438,-134.2113,1,,0,1,90
651,144,185,651,\N,1,-1.9511,-134.7298,1,,0,1,90
652,144,185,652,\N,1,-7.2686,-118.1314,1,,0,1,90
653,144,185,653,\N,3,-4.249,-117.2751,4,,0,1,90
654,144,185,654,\N,1,2.1952,-107.7121,1,,0,1,90
655,144,185,655,\N,1,9.8241,-103.7688,1,,0,1,90
656,144,185,656,\N,3,11.405,-90.726,4,,0,1,90
657,144,185,657,\N,1,13.2833,-95.8887,1,,0,1,90
658,1159,1484,658,\N,3,23.3631,-49.3061,1,,0,1,171
659,1159,1484,659,\N,4,13.412,-44.6788,1,,0,1,171
660,1138,1445,660,\N,3,7.0633,15.9288,1,,0,1,214
