"id","key","value","type","environment","tag"
66,db_model_tbreports,"{""systemName"":{""type"":""string"",""required"":true},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""enum"":[""Barnacle"",""Megabarnacle""],""type"":""enumeration"",""required"":true},""cycle"":{""enum"":[""Unknown"",""A"",""B"",""C"",""ABC""],""type"":""enumeration"",""required"":true},""defense"":{""type"":""json""},""count"":{""min"":1,""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""type"":""boolean""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""type"":""boolean""},""site"":{""model"":""tbsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
67,db_model_msreports,"{""systemName"":{""type"":""string"",""required"":true},""orbitBody"":{""type"":""string""},""shipName"":{""type"":""string"",""required"":true},""shipTag"":{""type"":""string""},""type"":{""type"":""string""},""flightOps"":{""type"":""boolean""},""flightSchedule"":{""type"":""boolean""},""dockable"":{""type"":""boolean""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""type"":""boolean""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"","" updated"","" accepted"","" declined"","" issue""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""type"":""boolean""},""site"":{""model"":""mssite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
68,db_model_ussreports,"{""systemName"":{""type"":""string""},""type"":{""type"":""string""},""cmdrName"":{""type"":""string""},""cmdrComment"":{""type"":""text""},""isBeta"":{""type"":""boolean""},""screenshot"":{""model"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"","" updated"","" accepted"","" declined"","" issue""]},""reportComment"":{""type"":""text""},""added"":{""type"":""boolean""},""site"":{""model"":""usssite""},""ussRawJson"":{""type"":""json""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
69,db_model_core_store,"{""key"":{""type"":""string""},""value"":{""type"":""text""},""type"":{""type"":""string""},""environment"":{""type"":""string""},""tag"":{""type"":""string""}}",object,,
70,db_model_users-permissions_user,"{""username"":{""type"":""string"",""minLength"":3,""unique"":true,""configurable"":false,""required"":true},""email"":{""type"":""email"",""minLength"":6,""configurable"":false,""required"":true},""provider"":{""type"":""string"",""configurable"":false},""password"":{""type"":""password"",""minLength"":6,""configurable"":false,""private"":true},""resetPasswordToken"":{""type"":""string"",""configurable"":false,""private"":true},""role"":{""model"":""role"",""via"":""users"",""plugin"":""users-permissions"",""configurable"":false}}",object,,
71,db_model_usstypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""unique"":true,""type"":""string"",""required"":true}}",object,,
72,db_model_tsstatuses,"{""status"":{""unique"":true,""type"":""string"",""required"":true}}",object,,
73,db_model_users-permissions_permission,"{""type"":{""type"":""string"",""required"":true,""configurable"":false},""controller"":{""type"":""string"",""required"":true,""configurable"":false},""action"":{""type"":""string"",""required"":true,""configurable"":false},""enabled"":{""type"":""boolean"",""required"":true,""configurable"":false},""policy"":{""type"":""string"",""configurable"":false},""role"":{""model"":""role"",""via"":""permissions"",""plugin"":""users-permissions"",""configurable"":false}}",object,,
74,db_model_users-permissions_role,"{""name"":{""type"":""string"",""minLength"":3,""required"":true,""configurable"":false},""description"":{""type"":""string"",""configurable"":false},""type"":{""type"":""string"",""unique"":true,""configurable"":false},""users"":{""collection"":""user"",""via"":""role"",""plugin"":""users-permissions"",""isVirtual"":true},""permissions"":{""collection"":""permission"",""via"":""role"",""plugin"":""users-permissions"",""configurable"":false,""isVirtual"":true}}",object,,
75,db_model_upload_file_morph,"{""upload_file_id"":{""type"":""integer""},""related_id"":{""type"":""integer""},""related_type"":{""type"":""text""},""field"":{""type"":""text""}}",object,,
76,core_application,"{""name"":""CAPIv2"",""description"":""Canonn APIv2""}",object,,
77,plugin_users-permissions_grant,"{""email"":{""enabled"":true,""icon"":""envelope""},""discord"":{""enabled"":false,""icon"":""comments"",""key"":"""",""secret"":"""",""callback"":""/auth/discord/callback"",""scope"":[""identify"",""email""]},""facebook"":{""enabled"":false,""icon"":""facebook-official"",""key"":"""",""secret"":"""",""callback"":""/auth/facebook/callback"",""scope"":[""email""]},""google"":{""enabled"":false,""icon"":""google"",""key"":"""",""secret"":"""",""callback"":""/auth/google/callback"",""scope"":[""email""]},""github"":{""enabled"":false,""icon"":""github"",""key"":"""",""secret"":"""",""redirect_uri"":""/auth/github/callback"",""scope"":[""user"",""user:email""]},""twitter"":{""enabled"":false,""icon"":""twitter"",""key"":"""",""secret"":"""",""callback"":""/auth/twitter/callback""}}",object,,
78,plugin_email_provider,"{""provider"":""sendmail"",""name"":""Sendmail"",""auth"":{""sendmail_default_from"":{""label"":""Sendmail Default From"",""type"":""text""},""sendmail_default_replyto"":{""label"":""Sendmail Default Reply-To"",""type"":""text""}}}",object,development,
79,plugin_upload_provider,"{""enabled"":true,""provider"":""local"",""sizeLimit"":128000}",object,development,
80,plugin_users-permissions_email,"{""roles"":{},""providers"":{""email"":{""enabled"":true,""icon"":""envelope""},""facebook"":{""enabled"":false,""icon"":""facebook-official"",""key"":"""",""secret"":"""",""callback"":""/auth/facebook/callback"",""scope"":[""email""]},""google"":{""enabled"":false,""icon"":""google"",""key"":"""",""secret"":"""",""callback"":""/auth/google/callback"",""scope"":[""email""]},""github"":{""enabled"":false,""icon"":""github"",""key"":"""",""secret"":"""",""redirect_uri"":""/auth/github/callback"",""scope"":[""user"",""user:email""]},""twitter"":{""enabled"":false,""icon"":""twitter"",""key"":"""",""secret"":"""",""callback"":""/auth/twitter/callback""}},""email-templates"":{""reset_password"":{""display"":""Email.template.reset_password"",""icon"":""refresh"",""options"":{""from"":{""name"":""Canonn No-Reply"",""email"":""no-reply@canonn.technology""},""response_email"":""rd@canonn.technoogy"",""object"":""­Reset password"",""message"":""<p>We heard that you lost your password. Sorry about that!</p>\n\n<p>But don’t worry! You can use the following link to reset your password:</p>\n\n<p><%= URL %>?code=<%= TOKEN %></p>\n\n<p>Thanks.</p>\n\n<p>Canonn R&D</p>""}}}}",object,,
81,plugin_users-permissions_advanced,"{""unique_email"":true,""allow_register"":true,""default_role"":""authenticated""}",object,,
