id,grSite,activeGroup
2140,283,9
2141,283,11
2142,283,13
2143,283,14
2144,283,15
2145,283,16
2146,283,17
2147,284,18
2148,284,20
2149,284,22
2150,284,30
2151,284,32
2152,284,34
2153,284,35
2154,285,40
2155,285,41
2156,285,42
2157,285,43
2158,285,45
2159,285,47
2160,285,50
2161,285,51
2162,285,52
2163,285,53
2164,285,54
2165,286,42
2166,286,44
2167,286,45
2168,286,46
2169,286,49
2170,286,52
2171,286,53
2172,286,54
2173,286,56
2174,286,57
2175,287,39
2176,287,41
2177,287,44
2178,287,45
2179,287,50
2180,287,52
2181,287,54
2182,287,57
2183,288,41
2184,288,42
2185,288,44
2186,288,45
2187,288,46
2188,288,47
2189,288,48
2190,288,49
2191,288,51
2192,288,52
2193,288,53
2194,288,56
2195,288,57
2196,289,3
2197,289,6
2198,289,8
2199,289,9
2200,289,10
2201,289,13
2202,289,14
2203,289,16
2204,290,39
2205,290,40
2206,290,41
2207,290,44
2208,290,45
2209,290,46
2210,290,47
2211,290,49
2212,290,50
2213,290,52
2214,290,55
2215,290,56
2216,291,18
2217,291,20
2218,291,22
2219,291,25
2220,291,37
2221,292,41
2222,292,43
2223,292,46
2224,292,49
2225,292,50
2226,292,51
2227,292,52
2228,292,53
2229,292,57
2230,293,39
2231,293,44
2232,293,46
2233,293,48
2234,293,50
2235,293,51
2236,293,53
2237,293,54
2238,293,55
2239,293,56
2240,293,57
2241,294,1
2242,294,2
2243,294,3
2244,294,4
2245,294,5
2246,294,7
2247,294,8
2248,294,9
2249,294,10
2250,294,14
2251,294,15
2252,294,16
2253,299,1
2254,299,3
2255,299,5
2256,299,7
2257,299,10
2258,299,11
2259,299,12
2260,299,13
2261,299,14
2262,299,17
2263,300,40
2264,300,42
2265,300,44
2266,300,47
2267,300,50
2268,300,52
2269,300,53
2270,301,1
2271,301,2
2272,301,4
2273,301,5
2274,301,7
2275,301,8
2276,301,11
2277,301,12
2278,301,15
2279,301,16
2280,302,41
2281,302,42
2282,302,44
2283,302,46
2284,302,49
2285,302,50
2286,302,51
2287,302,52
2288,302,53
2289,302,54
2290,302,55
