id,type,controller,action,enabled,policy,role
793,application,tgencounterstat,createrelation,1,,1
794,application,tgencounterstat,createrelation,0,,2
795,application,tgencounterstat,createrelation,0,,3
796,application,tgencounterstat,createrelation,0,,4
797,application,tsreport,createrelation,1,,1
798,application,tsreport,createrelation,1,,2
799,application,tsreport,createrelation,1,,3
800,application,tsreport,createrelation,1,,4
801,application,tssite,createrelation,1,,1
802,application,tssite,createrelation,0,,2
803,application,tssite,createrelation,0,,3
804,application,tssite,createrelation,0,,4
805,application,tsstatus,createrelation,1,,1
806,application,tsstatus,createrelation,0,,2
807,application,tsstatus,createrelation,0,,3
808,application,tsstatus,createrelation,0,,4
809,application,twreport,createrelation,1,,1
810,application,twreport,createrelation,1,,2
811,application,twreport,createrelation,1,,3
812,application,twreport,createrelation,1,,4
813,application,twsite,createrelation,1,,1
814,application,twsite,createrelation,0,,2
815,application,twsite,createrelation,0,,3
816,application,twsite,createrelation,0,,4
817,application,ussreport,createrelation,1,,1
818,application,ussreport,createrelation,1,,2
819,application,ussreport,createrelation,1,,3
820,application,ussreport,createrelation,1,,4
821,application,usssite,createrelation,1,,1
822,application,usssite,createrelation,0,,2
823,application,usssite,createrelation,0,,3
824,application,usssite,createrelation,0,,4
825,application,usstype,createrelation,1,,1
826,application,usstype,createrelation,0,,2
827,application,usstype,createrelation,0,,3
828,application,usstype,createrelation,0,,4
829,application,bmreport,destroy,1,,1
830,application,bmreport,destroy,0,,2
831,application,bmreport,destroy,0,,3
832,application,bmreport,destroy,0,,4
833,application,bmsite,destroy,1,,1
834,application,bmsite,destroy,0,,2
835,application,bmsite,destroy,0,,3
836,application,bmsite,destroy,0,,4
837,application,body,destroy,1,,1
838,application,body,destroy,0,,2
839,application,body,destroy,0,,3
840,application,body,destroy,0,,4
841,application,btreport,destroy,1,,1
842,application,btreport,destroy,0,,2
843,application,btreport,destroy,0,,3
844,application,btreport,destroy,0,,4
845,application,btsite,destroy,1,,1
846,application,btsite,destroy,0,,2
847,application,btsite,destroy,0,,3
848,application,btsite,destroy,0,,4
849,application,cmdr,destroy,1,,1
850,application,cmdr,destroy,0,,2
851,application,cmdr,destroy,0,,3
852,application,cmdr,destroy,0,,4
853,application,factionkillreport,destroy,1,,1
854,application,factionkillreport,destroy,0,,2
855,application,factionkillreport,destroy,0,,3
856,application,factionkillreport,destroy,0,,4
857,application,fgreport,destroy,1,,1
858,application,fgreport,destroy,0,,2
859,application,fgreport,destroy,0,,3
860,application,fgreport,destroy,0,,4
861,application,fgsite,destroy,1,,1
862,application,fgsite,destroy,0,,2
863,application,fgsite,destroy,0,,3
864,application,fgsite,destroy,0,,4
865,application,fmreport,destroy,1,,1
866,application,fmreport,destroy,0,,2
867,application,fmreport,destroy,0,,3
868,application,fmreport,destroy,0,,4
869,application,fmsite,destroy,1,,1
870,application,fmsite,destroy,0,,2
871,application,fmsite,destroy,0,,3
872,application,fmsite,destroy,0,,4
873,application,fmtype,destroy,1,,1
874,application,fmtype,destroy,0,,2
875,application,fmtype,destroy,0,,3
876,application,fmtype,destroy,0,,4
877,application,gbmessage,destroy,1,,1
878,application,gbmessage,destroy,0,,2
879,application,gbmessage,destroy,0,,3
880,application,gbmessage,destroy,0,,4
881,application,gbreport,destroy,1,,1
882,application,gbreport,destroy,0,,2
883,application,gbreport,destroy,0,,3
884,application,gbreport,destroy,0,,4
885,application,gbsite,destroy,1,,1
886,application,gbsite,destroy,0,,2
887,application,gbsite,destroy,0,,3
888,application,gbsite,destroy,0,,4
889,application,genreport,destroy,1,,1
890,application,genreport,destroy,0,,2
891,application,genreport,destroy,0,,3
892,application,genreport,destroy,0,,4
893,application,gensite,destroy,1,,1
894,application,gensite,destroy,0,,2
895,application,gensite,destroy,0,,3
896,application,gensite,destroy,0,,4
897,application,gractivegroup,destroy,1,,1
898,application,gractivegroup,destroy,0,,2
899,application,gractivegroup,destroy,0,,3
900,application,gractivegroup,destroy,0,,4
901,application,gractiveobelisk,destroy,1,,1
902,application,gractiveobelisk,destroy,0,,2
903,application,gractiveobelisk,destroy,0,,3
904,application,gractiveobelisk,destroy,0,,4
905,application,grartifact,destroy,1,,1
906,application,grartifact,destroy,0,,2
907,application,grartifact,destroy,0,,3
908,application,grartifact,destroy,0,,4
909,application,grcodexcategory,destroy,1,,1
910,application,grcodexcategory,destroy,0,,2
911,application,grcodexcategory,destroy,0,,3
912,application,grcodexcategory,destroy,0,,4
913,application,grcodexdata,destroy,1,,1
914,application,grcodexdata,destroy,0,,2
915,application,grcodexdata,destroy,0,,3
916,application,grcodexdata,destroy,0,,4
917,application,grobelisk,destroy,1,,1
918,application,grobelisk,destroy,0,,2
919,application,grobelisk,destroy,0,,3
920,application,grobelisk,destroy,0,,4
921,application,grobeliskgroup,destroy,1,,1
922,application,grobeliskgroup,destroy,0,,2
923,application,grobeliskgroup,destroy,0,,3
924,application,grobeliskgroup,destroy,0,,4
925,application,grobeliskgroupreport,destroy,1,,1
926,application,grobeliskgroupreport,destroy,0,,2
927,application,grobeliskgroupreport,destroy,0,,3
928,application,grobeliskgroupreport,destroy,0,,4
929,application,grobeliskreport,destroy,1,,1
930,application,grobeliskreport,destroy,0,,2
931,application,grobeliskreport,destroy,0,,3
932,application,grobeliskreport,destroy,0,,4
933,application,grreport,destroy,1,,1
934,application,grreport,destroy,0,,2
935,application,grreport,destroy,0,,3
936,application,grreport,destroy,0,,4
937,application,grsite,destroy,1,,1
938,application,grsite,destroy,0,,2
939,application,grsite,destroy,0,,3
940,application,grsite,destroy,0,,4
941,application,grtype,destroy,1,,1
942,application,grtype,destroy,0,,2
943,application,grtype,destroy,0,,3
944,application,grtype,destroy,0,,4
945,application,gsactivegroup,destroy,1,,1
946,application,gsactivegroup,destroy,0,,2
947,application,gsactivegroup,destroy,0,,3
948,application,gsactivegroup,destroy,0,,4
949,application,gsactiveobelisk,destroy,1,,1
950,application,gsactiveobelisk,destroy,0,,2
951,application,gsactiveobelisk,destroy,0,,3
952,application,gsactiveobelisk,destroy,0,,4
953,application,gsartifact,destroy,1,,1
954,application,gsartifact,destroy,0,,2
955,application,gsartifact,destroy,0,,3
956,application,gsartifact,destroy,0,,4
957,application,gscodexcategory,destroy,1,,1
958,application,gscodexcategory,destroy,0,,2
959,application,gscodexcategory,destroy,0,,3
960,application,gscodexcategory,destroy,0,,4
961,application,gscodexdata,destroy,1,,1
962,application,gscodexdata,destroy,0,,2
963,application,gscodexdata,destroy,0,,3
964,application,gscodexdata,destroy,0,,4
965,application,gsobelisk,destroy,1,,1
966,application,gsobelisk,destroy,0,,2
967,application,gsobelisk,destroy,0,,3
968,application,gsobelisk,destroy,0,,4
969,application,gsobeliskgroup,destroy,1,,1
970,application,gsobeliskgroup,destroy,0,,2
971,application,gsobeliskgroup,destroy,0,,3
972,application,gsobeliskgroup,destroy,0,,4
973,application,gsobeliskgroupreport,destroy,1,,1
974,application,gsobeliskgroupreport,destroy,0,,2
975,application,gsobeliskgroupreport,destroy,0,,3
976,application,gsobeliskgroupreport,destroy,0,,4
977,application,gsobeliskreport,destroy,1,,1
978,application,gsobeliskreport,destroy,0,,2
979,application,gsobeliskreport,destroy,0,,3
980,application,gsobeliskreport,destroy,0,,4
981,application,gsreport,destroy,1,,1
982,application,gsreport,destroy,0,,2
983,application,gsreport,destroy,0,,3
984,application,gsreport,destroy,0,,4
985,application,gssite,destroy,1,,1
986,application,gssite,destroy,0,,2
987,application,gssite,destroy,0,,3
988,application,gssite,destroy,0,,4
989,application,gstype,destroy,1,,1
990,application,gstype,destroy,0,,2
991,application,gstype,destroy,0,,3
992,application,gstype,destroy,0,,4
993,application,gyreport,destroy,1,,1
994,application,gyreport,destroy,0,,2
995,application,gyreport,destroy,0,,3
996,application,gyreport,destroy,0,,4
997,application,gysite,destroy,1,,1
998,application,gysite,destroy,0,,2
999,application,gysite,destroy,0,,3
1000,application,gysite,destroy,0,,4
1001,application,gytype,destroy,1,,1
1002,application,gytype,destroy,0,,2
1003,application,gytype,destroy,0,,3
1004,application,gytype,destroy,0,,4
1005,application,hdreport,destroy,1,,1
1006,application,hdreport,destroy,0,,2
1007,application,hdreport,destroy,0,,3
1008,application,hdreport,destroy,0,,4
1009,application,hdsite,destroy,1,,1
1010,application,hdsite,destroy,0,,2
1011,application,hdsite,destroy,0,,3
1012,application,hdsite,destroy,0,,4
1013,application,journaldata,destroy,1,,1
1014,application,journaldata,destroy,0,,2
1015,application,journaldata,destroy,0,,3
1016,application,journaldata,destroy,0,,4
1017,application,lsreport,destroy,1,,1
1018,application,lsreport,destroy,0,,2
1019,application,lsreport,destroy,0,,3
1020,application,lsreport,destroy,0,,4
1021,application,lssite,destroy,1,,1
1022,application,lssite,destroy,0,,2
1023,application,lssite,destroy,0,,3
1024,application,lssite,destroy,0,,4
1025,application,msreport,destroy,1,,1
1026,application,msreport,destroy,0,,2
1027,application,msreport,destroy,0,,3
1028,application,msreport,destroy,0,,4
1029,application,mssite,destroy,1,,1
1030,application,mssite,destroy,0,,2
1031,application,mssite,destroy,0,,3
1032,application,mssite,destroy,0,,4
1033,application,mstype,destroy,1,,1
1034,application,mstype,destroy,0,,2
1035,application,mstype,destroy,0,,3
1036,application,mstype,destroy,0,,4
1037,application,nhsstopcmdrsbykill,destroy,1,,1
1038,application,nhsstopcmdrsbykill,destroy,0,,2
1039,application,nhsstopcmdrsbykill,destroy,0,,3
1040,application,nhsstopcmdrsbykill,destroy,0,,4
1041,application,ring,destroy,1,,1
1042,application,ring,destroy,0,,2
1043,application,ring,destroy,0,,3
1044,application,ring,destroy,0,,4
1045,application,ringtype,destroy,1,,1
1046,application,ringtype,destroy,0,,2
1047,application,ringtype,destroy,0,,3
1048,application,ringtype,destroy,0,,4
1049,application,system,destroy,1,,1
1050,application,system,destroy,0,,2
1051,application,system,destroy,0,,3
1052,application,system,destroy,0,,4
1053,application,tbcycle,destroy,1,,1
1054,application,tbcycle,destroy,0,,2
1055,application,tbcycle,destroy,0,,3
1056,application,tbcycle,destroy,0,,4
1057,application,tbreport,destroy,1,,1
1058,application,tbreport,destroy,0,,2
1059,application,tbreport,destroy,0,,3
1060,application,tbreport,destroy,0,,4
1061,application,tbsite,destroy,1,,1
1062,application,tbsite,destroy,0,,2
1063,application,tbsite,destroy,0,,3
1064,application,tbsite,destroy,0,,4
1065,application,tbtype,destroy,1,,1
1066,application,tbtype,destroy,0,,2
1067,application,tbtype,destroy,0,,3
1068,application,tbtype,destroy,0,,4
1069,application,tgencounterstat,destroy,1,,1
1070,application,tgencounterstat,destroy,0,,2
1071,application,tgencounterstat,destroy,0,,3
1072,application,tgencounterstat,destroy,0,,4
1073,application,tsreport,destroy,1,,1
1074,application,tsreport,destroy,0,,2
1075,application,tsreport,destroy,0,,3
1076,application,tsreport,destroy,0,,4
1077,application,tssite,destroy,1,,1
1078,application,tssite,destroy,0,,2
1079,application,tssite,destroy,0,,3
1080,application,tssite,destroy,0,,4
1081,application,tsstatus,destroy,1,,1
1082,application,tsstatus,destroy,0,,2
1083,application,tsstatus,destroy,0,,3
1084,application,tsstatus,destroy,0,,4
1085,application,twreport,destroy,1,,1
1086,application,twreport,destroy,0,,2
1087,application,twreport,destroy,0,,3
1088,application,twreport,destroy,0,,4
1089,application,twsite,destroy,1,,1
1090,application,twsite,destroy,0,,2
1091,application,twsite,destroy,0,,3
1092,application,twsite,destroy,0,,4
1093,application,ussreport,destroy,1,,1
1094,application,ussreport,destroy,0,,2
1095,application,ussreport,destroy,0,,3
1096,application,ussreport,destroy,0,,4
1097,application,usssite,destroy,1,,1
1098,application,usssite,destroy,0,,2
1099,application,usssite,destroy,0,,3
1100,application,usssite,destroy,0,,4
1101,application,usstype,destroy,1,,1
1102,application,usstype,destroy,0,,2
1103,application,usstype,destroy,0,,3
1104,application,usstype,destroy,0,,4
1105,application,bmreport,destroyrelation,1,,1
1106,application,bmreport,destroyrelation,0,,2
1107,application,bmreport,destroyrelation,0,,3
1108,application,bmreport,destroyrelation,0,,4
1109,application,bmsite,destroyrelation,1,,1
1110,application,bmsite,destroyrelation,0,,2
1111,application,bmsite,destroyrelation,0,,3
1112,application,bmsite,destroyrelation,0,,4
1113,application,body,destroyrelation,1,,1
1114,application,body,destroyrelation,0,,2
1115,application,body,destroyrelation,0,,3
1116,application,body,destroyrelation,0,,4
1117,application,btreport,destroyrelation,1,,1
1118,application,btreport,destroyrelation,0,,2
1119,application,btreport,destroyrelation,0,,3
1120,application,btreport,destroyrelation,0,,4
1121,application,btsite,destroyrelation,1,,1
1122,application,btsite,destroyrelation,0,,2
1123,application,btsite,destroyrelation,0,,3
1124,application,btsite,destroyrelation,0,,4
1125,application,cmdr,destroyrelation,1,,1
1126,application,cmdr,destroyrelation,0,,2
1127,application,cmdr,destroyrelation,0,,3
1128,application,cmdr,destroyrelation,0,,4
1129,application,factionkillreport,destroyrelation,1,,1
1130,application,factionkillreport,destroyrelation,0,,2
1131,application,factionkillreport,destroyrelation,0,,3
1132,application,factionkillreport,destroyrelation,0,,4
1133,application,fgreport,destroyrelation,1,,1
1134,application,fgreport,destroyrelation,0,,2
1135,application,fgreport,destroyrelation,0,,3
1136,application,fgreport,destroyrelation,0,,4
1137,application,fgsite,destroyrelation,1,,1
1138,application,fgsite,destroyrelation,0,,2
1139,application,fgsite,destroyrelation,0,,3
1140,application,fgsite,destroyrelation,0,,4
1141,application,fmreport,destroyrelation,1,,1
1142,application,fmreport,destroyrelation,0,,2
1143,application,fmreport,destroyrelation,0,,3
1144,application,fmreport,destroyrelation,0,,4
1145,application,fmsite,destroyrelation,1,,1
1146,application,fmsite,destroyrelation,0,,2
1147,application,fmsite,destroyrelation,0,,3
1148,application,fmsite,destroyrelation,0,,4
1149,application,fmtype,destroyrelation,1,,1
1150,application,fmtype,destroyrelation,0,,2
1151,application,fmtype,destroyrelation,0,,3
1152,application,fmtype,destroyrelation,0,,4
1153,application,gbmessage,destroyrelation,1,,1
1154,application,gbmessage,destroyrelation,0,,2
1155,application,gbmessage,destroyrelation,0,,3
1156,application,gbmessage,destroyrelation,0,,4
1157,application,gbreport,destroyrelation,1,,1
1158,application,gbreport,destroyrelation,0,,2
1159,application,gbreport,destroyrelation,0,,3
1160,application,gbreport,destroyrelation,0,,4
1161,application,gbsite,destroyrelation,1,,1
1162,application,gbsite,destroyrelation,0,,2
1163,application,gbsite,destroyrelation,0,,3
1164,application,gbsite,destroyrelation,0,,4
1165,application,genreport,destroyrelation,1,,1
1166,application,genreport,destroyrelation,0,,2
1167,application,genreport,destroyrelation,0,,3
1168,application,genreport,destroyrelation,0,,4
1169,application,gensite,destroyrelation,1,,1
1170,application,gensite,destroyrelation,0,,2
1171,application,gensite,destroyrelation,0,,3
1172,application,gensite,destroyrelation,0,,4
1173,application,gractivegroup,destroyrelation,1,,1
1174,application,gractivegroup,destroyrelation,0,,2
1175,application,gractivegroup,destroyrelation,0,,3
1176,application,gractivegroup,destroyrelation,0,,4
1177,application,gractiveobelisk,destroyrelation,1,,1
1178,application,gractiveobelisk,destroyrelation,0,,2
1179,application,gractiveobelisk,destroyrelation,0,,3
1180,application,gractiveobelisk,destroyrelation,0,,4
1181,application,grartifact,destroyrelation,1,,1
1182,application,grartifact,destroyrelation,0,,2
1183,application,grartifact,destroyrelation,0,,3
1184,application,grartifact,destroyrelation,0,,4
1185,application,grcodexcategory,destroyrelation,1,,1
1186,application,grcodexcategory,destroyrelation,0,,2
1187,application,grcodexcategory,destroyrelation,0,,3
1188,application,grcodexcategory,destroyrelation,0,,4
1189,application,grcodexdata,destroyrelation,1,,1
1190,application,grcodexdata,destroyrelation,0,,2
1191,application,grcodexdata,destroyrelation,0,,3
1192,application,grcodexdata,destroyrelation,0,,4
1193,application,grobelisk,destroyrelation,1,,1
1194,application,grobelisk,destroyrelation,0,,2
1195,application,grobelisk,destroyrelation,0,,3
1196,application,grobelisk,destroyrelation,0,,4
1197,application,grobeliskgroup,destroyrelation,1,,1
1198,application,grobeliskgroup,destroyrelation,0,,2
1199,application,grobeliskgroup,destroyrelation,0,,3
1200,application,grobeliskgroup,destroyrelation,0,,4
1201,application,grobeliskgroupreport,destroyrelation,1,,1
1202,application,grobeliskgroupreport,destroyrelation,0,,2
1203,application,grobeliskgroupreport,destroyrelation,0,,3
1204,application,grobeliskgroupreport,destroyrelation,0,,4
1205,application,grobeliskreport,destroyrelation,1,,1
1206,application,grobeliskreport,destroyrelation,0,,2
1207,application,grobeliskreport,destroyrelation,0,,3
1208,application,grobeliskreport,destroyrelation,0,,4
1209,application,grreport,destroyrelation,1,,1
1210,application,grreport,destroyrelation,0,,2
1211,application,grreport,destroyrelation,0,,3
1212,application,grreport,destroyrelation,0,,4
1213,application,grsite,destroyrelation,1,,1
1214,application,grsite,destroyrelation,0,,2
1215,application,grsite,destroyrelation,0,,3
1216,application,grsite,destroyrelation,0,,4
1217,application,grtype,destroyrelation,1,,1
1218,application,grtype,destroyrelation,0,,2
1219,application,grtype,destroyrelation,0,,3
1220,application,grtype,destroyrelation,0,,4
1221,application,gsactivegroup,destroyrelation,1,,1
1222,application,gsactivegroup,destroyrelation,0,,2
1223,application,gsactivegroup,destroyrelation,0,,3
1224,application,gsactivegroup,destroyrelation,0,,4
1225,application,gsactiveobelisk,destroyrelation,1,,1
1226,application,gsactiveobelisk,destroyrelation,0,,2
1227,application,gsactiveobelisk,destroyrelation,0,,3
1228,application,gsactiveobelisk,destroyrelation,0,,4
1229,application,gsartifact,destroyrelation,1,,1
1230,application,gsartifact,destroyrelation,0,,2
1231,application,gsartifact,destroyrelation,0,,3
1232,application,gsartifact,destroyrelation,0,,4
1233,application,gscodexcategory,destroyrelation,1,,1
1234,application,gscodexcategory,destroyrelation,0,,2
1235,application,gscodexcategory,destroyrelation,0,,3
1236,application,gscodexcategory,destroyrelation,0,,4
1237,application,gscodexdata,destroyrelation,1,,1
1238,application,gscodexdata,destroyrelation,0,,2
1239,application,gscodexdata,destroyrelation,0,,3
1240,application,gscodexdata,destroyrelation,0,,4
1241,application,gsobelisk,destroyrelation,1,,1
1242,application,gsobelisk,destroyrelation,0,,2
1243,application,gsobelisk,destroyrelation,0,,3
1244,application,gsobelisk,destroyrelation,0,,4
1245,application,gsobeliskgroup,destroyrelation,1,,1
1246,application,gsobeliskgroup,destroyrelation,0,,2
1247,application,gsobeliskgroup,destroyrelation,0,,3
1248,application,gsobeliskgroup,destroyrelation,0,,4
1249,application,gsobeliskgroupreport,destroyrelation,1,,1
1250,application,gsobeliskgroupreport,destroyrelation,0,,2
1251,application,gsobeliskgroupreport,destroyrelation,0,,3
1252,application,gsobeliskgroupreport,destroyrelation,0,,4
1253,application,gsobeliskreport,destroyrelation,1,,1
1254,application,gsobeliskreport,destroyrelation,0,,2
1255,application,gsobeliskreport,destroyrelation,0,,3
1256,application,gsobeliskreport,destroyrelation,0,,4
1257,application,gsreport,destroyrelation,1,,1
1258,application,gsreport,destroyrelation,0,,2
1259,application,gsreport,destroyrelation,0,,3
1260,application,gsreport,destroyrelation,0,,4
1261,application,gssite,destroyrelation,1,,1
1262,application,gssite,destroyrelation,0,,2
1263,application,gssite,destroyrelation,0,,3
1264,application,gssite,destroyrelation,0,,4
1265,application,gstype,destroyrelation,1,,1
1266,application,gstype,destroyrelation,0,,2
1267,application,gstype,destroyrelation,0,,3
1268,application,gstype,destroyrelation,0,,4
1269,application,gyreport,destroyrelation,1,,1
1270,application,gyreport,destroyrelation,0,,2
1271,application,gyreport,destroyrelation,0,,3
1272,application,gyreport,destroyrelation,0,,4
1273,application,gysite,destroyrelation,1,,1
1274,application,gysite,destroyrelation,0,,2
1275,application,gysite,destroyrelation,0,,3
1276,application,gysite,destroyrelation,0,,4
1277,application,gytype,destroyrelation,1,,1
1278,application,gytype,destroyrelation,0,,2
1279,application,gytype,destroyrelation,0,,3
1280,application,gytype,destroyrelation,0,,4
1281,application,hdreport,destroyrelation,1,,1
1282,application,hdreport,destroyrelation,0,,2
1283,application,hdreport,destroyrelation,0,,3
1284,application,hdreport,destroyrelation,0,,4
1285,application,hdsite,destroyrelation,1,,1
1286,application,hdsite,destroyrelation,0,,2
1287,application,hdsite,destroyrelation,0,,3
1288,application,hdsite,destroyrelation,0,,4
1289,application,journaldata,destroyrelation,1,,1
1290,application,journaldata,destroyrelation,0,,2
1291,application,journaldata,destroyrelation,0,,3
1292,application,journaldata,destroyrelation,0,,4
1293,application,lsreport,destroyrelation,1,,1
1294,application,lsreport,destroyrelation,0,,2
1295,application,lsreport,destroyrelation,0,,3
1296,application,lsreport,destroyrelation,0,,4
1297,application,lssite,destroyrelation,1,,1
1298,application,lssite,destroyrelation,0,,2
1299,application,lssite,destroyrelation,0,,3
1300,application,lssite,destroyrelation,0,,4
1301,application,msreport,destroyrelation,1,,1
1302,application,msreport,destroyrelation,0,,2
1303,application,msreport,destroyrelation,0,,3
1304,application,msreport,destroyrelation,0,,4
1305,application,mssite,destroyrelation,1,,1
1306,application,mssite,destroyrelation,0,,2
1307,application,mssite,destroyrelation,0,,3
1308,application,mssite,destroyrelation,0,,4
1309,application,mstype,destroyrelation,1,,1
1310,application,mstype,destroyrelation,0,,2
1311,application,mstype,destroyrelation,0,,3
1312,application,mstype,destroyrelation,0,,4
1313,application,nhsstopcmdrsbykill,destroyrelation,1,,1
1314,application,nhsstopcmdrsbykill,destroyrelation,0,,2
1315,application,nhsstopcmdrsbykill,destroyrelation,0,,3
1316,application,nhsstopcmdrsbykill,destroyrelation,0,,4
1317,application,ring,destroyrelation,1,,1
1318,application,ring,destroyrelation,0,,2
1319,application,ring,destroyrelation,0,,3
1320,application,ring,destroyrelation,0,,4
1321,application,ringtype,destroyrelation,1,,1
1322,application,ringtype,destroyrelation,0,,2
1323,application,ringtype,destroyrelation,0,,3
1324,application,ringtype,destroyrelation,0,,4
1325,application,system,destroyrelation,1,,1
1326,application,system,destroyrelation,0,,2
1327,application,system,destroyrelation,0,,3
1328,application,system,destroyrelation,0,,4
1329,application,tbcycle,destroyrelation,1,,1
1330,application,tbcycle,destroyrelation,0,,2
1331,application,tbcycle,destroyrelation,0,,3
1332,application,tbcycle,destroyrelation,0,,4
1333,application,tbreport,destroyrelation,1,,1
1334,application,tbreport,destroyrelation,0,,2
1335,application,tbreport,destroyrelation,0,,3
1336,application,tbreport,destroyrelation,0,,4
1337,application,tbsite,destroyrelation,1,,1
1338,application,tbsite,destroyrelation,0,,2
1339,application,tbsite,destroyrelation,0,,3
1340,application,tbsite,destroyrelation,0,,4
1341,application,tbtype,destroyrelation,1,,1
1342,application,tbtype,destroyrelation,0,,2
1343,application,tbtype,destroyrelation,0,,3
1344,application,tbtype,destroyrelation,0,,4
1345,application,tgencounterstat,destroyrelation,1,,1
1346,application,tgencounterstat,destroyrelation,0,,2
1347,application,tgencounterstat,destroyrelation,0,,3
1348,application,tgencounterstat,destroyrelation,0,,4
1349,application,tsreport,destroyrelation,1,,1
1350,application,tsreport,destroyrelation,0,,2
1351,application,tsreport,destroyrelation,0,,3
1352,application,tsreport,destroyrelation,0,,4
1353,application,tssite,destroyrelation,1,,1
1354,application,tssite,destroyrelation,0,,2
1355,application,tssite,destroyrelation,0,,3
1356,application,tssite,destroyrelation,0,,4
1357,application,tsstatus,destroyrelation,1,,1
1358,application,tsstatus,destroyrelation,0,,2
1359,application,tsstatus,destroyrelation,0,,3
1360,application,tsstatus,destroyrelation,0,,4
1361,application,twreport,destroyrelation,1,,1
1362,application,twreport,destroyrelation,0,,2
1363,application,twreport,destroyrelation,0,,3
1364,application,twreport,destroyrelation,0,,4
1365,application,twsite,destroyrelation,1,,1
1366,application,twsite,destroyrelation,0,,2
1367,application,twsite,destroyrelation,0,,3
1368,application,twsite,destroyrelation,0,,4
1369,application,ussreport,destroyrelation,1,,1
1370,application,ussreport,destroyrelation,0,,2
1371,application,ussreport,destroyrelation,0,,3
1372,application,ussreport,destroyrelation,0,,4
1373,application,usssite,destroyrelation,1,,1
1374,application,usssite,destroyrelation,0,,2
1375,application,usssite,destroyrelation,0,,3
1376,application,usssite,destroyrelation,0,,4
1377,application,usstype,destroyrelation,1,,1
1378,application,usstype,destroyrelation,0,,2
1379,application,usstype,destroyrelation,0,,3
1380,application,usstype,destroyrelation,0,,4
1381,application,bmreport,find,1,,1
1382,application,bmreport,find,1,,2
1383,application,bmreport,find,1,,3
1384,application,bmreport,find,1,,4
1385,application,bmsite,find,1,,1
1386,application,bmsite,find,1,,2
1387,application,bmsite,find,1,,3
1388,application,bmsite,find,1,,4
1389,application,body,find,1,,1
1390,application,body,find,1,,2
1391,application,body,find,1,,3
1392,application,body,find,1,,4
1393,application,btreport,find,1,,1
1394,application,btreport,find,1,,2
1395,application,btreport,find,1,,3
1396,application,btreport,find,1,,4
1397,application,btsite,find,1,,1
1398,application,btsite,find,1,,2
1399,application,btsite,find,1,,3
1400,application,btsite,find,1,,4
1401,application,cmdr,find,1,,1
1402,application,cmdr,find,1,,2
1403,application,cmdr,find,1,,3
1404,application,cmdr,find,1,,4
1405,application,factionkillreport,find,1,,1
1406,application,factionkillreport,find,1,,2
1407,application,factionkillreport,find,1,,3
1408,application,factionkillreport,find,1,,4
1409,application,fgreport,find,1,,1
1410,application,fgreport,find,1,,2
1411,application,fgreport,find,1,,3
1412,application,fgreport,find,1,,4
1413,application,fgsite,find,1,,1
1414,application,fgsite,find,1,,2
1415,application,fgsite,find,1,,3
1416,application,fgsite,find,1,,4
1417,application,fmreport,find,1,,1
1418,application,fmreport,find,1,,2
1419,application,fmreport,find,1,,3
1420,application,fmreport,find,1,,4
1421,application,fmsite,find,1,,1
1422,application,fmsite,find,1,,2
1423,application,fmsite,find,1,,3
1424,application,fmsite,find,1,,4
1425,application,fmtype,find,1,,1
1426,application,fmtype,find,1,,2
1427,application,fmtype,find,1,,3
1428,application,fmtype,find,1,,4
1429,application,gbmessage,find,1,,1
1430,application,gbmessage,find,1,,2
1431,application,gbmessage,find,1,,3
1432,application,gbmessage,find,1,,4
1433,application,gbreport,find,1,,1
1434,application,gbreport,find,1,,2
1435,application,gbreport,find,1,,3
1436,application,gbreport,find,1,,4
1437,application,gbsite,find,1,,1
1438,application,gbsite,find,1,,2
1439,application,gbsite,find,1,,3
1440,application,gbsite,find,1,,4
1441,application,genreport,find,1,,1
1442,application,genreport,find,1,,2
1443,application,genreport,find,1,,3
1444,application,genreport,find,1,,4
1445,application,gensite,find,1,,1
1446,application,gensite,find,1,,2
1447,application,gensite,find,1,,3
1448,application,gensite,find,1,,4
1449,application,gractivegroup,find,1,,1
1450,application,gractivegroup,find,1,,2
1451,application,gractivegroup,find,1,,3
1452,application,gractivegroup,find,1,,4
1453,application,gractiveobelisk,find,1,,1
1454,application,gractiveobelisk,find,1,,2
1455,application,gractiveobelisk,find,1,,3
1456,application,gractiveobelisk,find,1,,4
1457,application,grartifact,find,1,,1
1458,application,grartifact,find,1,,2
1459,application,grartifact,find,1,,3
1460,application,grartifact,find,1,,4
1461,application,grcodexcategory,find,1,,1
1462,application,grcodexcategory,find,1,,2
1463,application,grcodexcategory,find,1,,3
1464,application,grcodexcategory,find,1,,4
1465,application,grcodexdata,find,1,,1
1466,application,grcodexdata,find,1,,2
1467,application,grcodexdata,find,1,,3
1468,application,grcodexdata,find,1,,4
1469,application,grobelisk,find,1,,1
1470,application,grobelisk,find,1,,2
1471,application,grobelisk,find,1,,3
1472,application,grobelisk,find,1,,4
1473,application,grobeliskgroup,find,1,,1
1474,application,grobeliskgroup,find,1,,2
1475,application,grobeliskgroup,find,1,,3
1476,application,grobeliskgroup,find,1,,4
1477,application,grobeliskgroupreport,find,1,,1
1478,application,grobeliskgroupreport,find,1,,2
1479,application,grobeliskgroupreport,find,1,,3
1480,application,grobeliskgroupreport,find,1,,4
