"id","`type`","controller","`action`","enabled","policy","`role`"
786,application,excludeevent,findone,1,"",2
787,application,excludeevent,count,1,"",2
788,application,excludeevent,create,0,"",2
789,application,excludeevent,update,0,"",2
790,application,excludeevent,delete,0,"",2
791,application,excludefss,find,1,"",2
792,application,excludefss,findone,1,"",2
793,application,excludefss,count,1,"",2
794,application,excludefss,create,0,"",2
795,application,excludefss,update,0,"",2
796,application,excludefss,delete,0,"",2
803,application,fgreport,find,1,"",2
804,application,fgreport,findone,1,"",2
805,application,fgreport,count,1,"",2
806,application,fgreport,create,1,"",2
807,application,fgreport,update,1,"",2
808,application,fgreport,delete,0,"",2
809,application,fgsite,find,1,"",2
810,application,fgsite,findone,1,"",2
811,application,fgsite,count,1,"",2
812,application,fgsite,create,0,"",2
813,application,fgsite,update,0,"",2
814,application,fgsite,delete,0,"",2
815,application,fgtype,find,1,"",2
816,application,fgtype,findone,1,"",2
817,application,fgtype,count,1,"",2
818,application,fgtype,create,0,"",2
819,application,fgtype,update,0,"",2
820,application,fgtype,delete,0,"",2
821,application,fmreport,find,1,"",2
822,application,fmreport,findone,1,"",2
823,application,fmreport,count,1,"",2
824,application,fmreport,create,1,"",2
825,application,fmreport,update,1,"",2
826,application,fmreport,delete,0,"",2
827,application,fmsite,find,1,"",2
828,application,fmsite,findone,1,"",2
829,application,fmsite,count,1,"",2
830,application,fmsite,create,0,"",2
831,application,fmsite,update,0,"",2
832,application,fmsite,delete,0,"",2
833,application,fmtype,find,1,"",2
834,application,fmtype,findone,1,"",2
835,application,fmtype,count,1,"",2
836,application,fmtype,create,0,"",2
837,application,fmtype,update,0,"",2
838,application,fmtype,delete,0,"",2
839,application,gbmessage,find,1,"",2
840,application,gbmessage,findone,1,"",2
841,application,gbmessage,count,1,"",2
842,application,gbmessage,create,0,"",2
843,application,gbmessage,update,0,"",2
844,application,gbmessage,delete,0,"",2
845,application,gbreport,find,1,"",2
846,application,gbreport,findone,1,"",2
847,application,gbreport,count,1,"",2
848,application,gbreport,create,1,"",2
849,application,gbreport,update,1,"",2
850,application,gbreport,delete,0,"",2
851,application,gbsite,find,1,"",2
852,application,gbsite,findone,1,"",2
853,application,gbsite,count,1,"",2
854,application,gbsite,create,0,"",2
855,application,gbsite,update,0,"",2
856,application,gbsite,delete,0,"",2
857,application,genlog,find,1,"",2
858,application,genlog,findone,1,"",2
859,application,genlog,count,1,"",2
860,application,genlog,create,0,"",2
861,application,genlog,update,0,"",2
862,application,genlog,delete,0,"",2
863,application,genreport,find,1,"",2
864,application,genreport,findone,1,"",2
865,application,genreport,count,1,"",2
866,application,genreport,create,1,"",2
867,application,genreport,update,1,"",2
868,application,genreport,delete,0,"",2
869,application,gensite,find,1,"",2
870,application,gensite,findone,1,"",2
871,application,gensite,count,1,"",2
872,application,gensite,create,0,"",2
873,application,gensite,update,0,"",2
874,application,gensite,delete,0,"",2
875,application,gractivegroup,find,1,"",2
876,application,gractivegroup,findone,1,"",2
877,application,gractivegroup,count,1,"",2
878,application,gractivegroup,create,0,"",2
879,application,gractivegroup,update,0,"",2
880,application,gractivegroup,delete,0,"",2
881,application,gractiveobelisk,find,1,"",2
882,application,gractiveobelisk,findone,1,"",2
883,application,gractiveobelisk,count,1,"",2
884,application,gractiveobelisk,create,0,"",2
885,application,gractiveobelisk,update,0,"",2
886,application,gractiveobelisk,delete,0,"",2
887,application,grartifact,find,1,"",2
888,application,grartifact,findone,1,"",2
889,application,grartifact,count,1,"",2
890,application,grartifact,create,0,"",2
891,application,grartifact,update,0,"",2
892,application,grartifact,delete,0,"",2
893,application,grcodexcategory,find,1,"",2
894,application,grcodexcategory,findone,1,"",2
895,application,grcodexcategory,count,1,"",2
896,application,grcodexcategory,create,0,"",2
897,application,grcodexcategory,update,0,"",2
898,application,grcodexcategory,delete,0,"",2
899,application,grcodexdata,find,1,"",2
900,application,grcodexdata,findone,1,"",2
901,application,grcodexdata,count,1,"",2
902,application,grcodexdata,create,0,"",2
903,application,grcodexdata,update,0,"",2
904,application,grcodexdata,delete,0,"",2
905,application,grobelisk,find,1,"",2
906,application,grobelisk,findone,1,"",2
907,application,grobelisk,count,1,"",2
908,application,grobelisk,create,0,"",2
909,application,grobelisk,update,0,"",2
910,application,grobelisk,delete,0,"",2
911,application,grobeliskgroup,find,1,"",2
912,application,grobeliskgroup,findone,1,"",2
913,application,grobeliskgroup,count,1,"",2
914,application,grobeliskgroup,create,0,"",2
915,application,grobeliskgroup,update,0,"",2
916,application,grobeliskgroup,delete,0,"",2
917,application,grobeliskreport,find,1,"",2
918,application,grobeliskreport,findone,1,"",2
919,application,grobeliskreport,count,1,"",2
920,application,grobeliskreport,create,1,"",2
921,application,grobeliskreport,update,1,"",2
922,application,grobeliskreport,delete,0,"",2
923,application,grreport,findone,1,"",2
924,application,grreport,find,1,"",2
925,application,grreport,count,1,"",2
926,application,grreport,create,1,"",2
927,application,grreport,update,1,"",2
928,application,grreport,delete,0,"",2
929,application,grsite,find,1,"",2
930,application,grsite,findone,1,"",2
931,application,grsite,count,1,"",2
932,application,grsite,create,0,"",2
933,application,grsite,update,0,"",2
934,application,grsite,delete,0,"",2
935,application,grtype,find,1,"",2
936,application,grtype,findone,1,"",2
937,application,grtype,count,1,"",2
938,application,grtype,create,0,"",2
939,application,grtype,update,0,"",2
940,application,grtype,delete,0,"",2
941,application,gsactivegroup,find,1,"",2
942,application,gsactivegroup,findone,1,"",2
943,application,gsactivegroup,count,1,"",2
944,application,gsactivegroup,create,0,"",2
945,application,gsactivegroup,update,0,"",2
946,application,gsactivegroup,delete,0,"",2
947,application,gsactiveobelisk,find,1,"",2
948,application,gsactiveobelisk,findone,1,"",2
949,application,gsactiveobelisk,count,1,"",2
950,application,gsactiveobelisk,create,0,"",2
951,application,gsactiveobelisk,update,0,"",2
952,application,gsactiveobelisk,delete,0,"",2
953,application,gsartifact,find,1,"",2
954,application,gsartifact,findone,1,"",2
955,application,gsartifact,count,1,"",2
956,application,gsartifact,create,0,"",2
957,application,gsartifact,update,0,"",2
958,application,gsartifact,delete,0,"",2
959,application,gscodexcategory,find,1,"",2
960,application,gscodexcategory,findone,1,"",2
961,application,gscodexcategory,count,1,"",2
962,application,gscodexcategory,create,0,"",2
963,application,gscodexcategory,update,0,"",2
964,application,gscodexcategory,delete,0,"",2
965,application,gscodexdata,find,1,"",2
966,application,gscodexdata,findone,1,"",2
967,application,gscodexdata,count,1,"",2
968,application,gscodexdata,create,0,"",2
969,application,gscodexdata,update,0,"",2
970,application,gscodexdata,delete,0,"",2
971,application,gsobelisk,find,1,"",2
972,application,gsobelisk,findone,1,"",2
973,application,gsobelisk,count,1,"",2
974,application,gsobelisk,create,0,"",2
975,application,gsobelisk,update,0,"",2
976,application,gsobelisk,delete,0,"",2
977,application,gsobeliskgroup,find,1,"",2
978,application,gsobeliskgroup,findone,1,"",2
979,application,gsobeliskgroup,count,1,"",2
980,application,gsobeliskgroup,create,0,"",2
981,application,gsobeliskgroup,update,0,"",2
982,application,gsobeliskgroup,delete,0,"",2
983,application,gsobeliskreport,find,1,"",2
984,application,gsobeliskreport,findone,1,"",2
985,application,gsobeliskreport,count,1,"",2
986,application,gsobeliskreport,create,1,"",2
987,application,gsobeliskreport,update,1,"",2
988,application,gsobeliskreport,delete,0,"",2
989,application,gsreport,find,1,"",2
990,application,gsreport,findone,1,"",2
991,application,gsreport,count,1,"",2
992,application,gsreport,create,1,"",2
993,application,gsreport,update,1,"",2
994,application,gsreport,delete,0,"",2
995,application,gssite,find,1,"",2
996,application,gssite,findone,1,"",2
997,application,gssite,count,1,"",2
998,application,gssite,create,0,"",2
999,application,gssite,update,0,"",2
1000,application,gssite,delete,0,"",2
1001,application,gstype,find,1,"",2
1002,application,gstype,findone,1,"",2
1003,application,gstype,count,1,"",2
1004,application,gstype,create,0,"",2
1005,application,gstype,update,0,"",2
1006,application,gstype,delete,0,"",2
1007,application,gvreport,find,1,"",2
1008,application,gvreport,findone,1,"",2
1009,application,gvreport,count,1,"",2
1010,application,gvreport,create,1,"",2
1011,application,gvreport,update,1,"",2
1012,application,gvreport,delete,0,"",2
1013,application,gvsite,find,1,"",2
1014,application,gvsite,findone,1,"",2
1015,application,gvsite,count,1,"",2
1016,application,gvsite,create,0,"",2
1017,application,gvsite,update,0,"",2
1018,application,gvsite,delete,0,"",2
1019,application,gvtype,find,1,"",2
1020,application,gvtype,findone,1,"",2
1021,application,gvtype,count,1,"",2
1022,application,gvtype,create,0,"",2
1023,application,gvtype,update,0,"",2
1024,application,gvtype,delete,0,"",2
1025,application,gyreport,find,1,"",2
1026,application,gyreport,findone,1,"",2
1027,application,gyreport,count,1,"",2
1028,application,gyreport,create,1,"",2
1029,application,gyreport,update,1,"",2
1030,application,gyreport,delete,0,"",2
1031,application,gysite,find,1,"",2
1032,application,gysite,findone,1,"",2
1033,application,gysite,count,1,"",2
1034,application,gysite,create,0,"",2
1035,application,gysite,update,0,"",2
1036,application,gysite,delete,0,"",2
1037,application,gytype,find,1,"",2
1038,application,gytype,findone,1,"",2
1039,application,gytype,count,1,"",2
1040,application,gytype,create,0,"",2
1041,application,gytype,update,0,"",2
1042,application,gytype,delete,0,"",2
1043,application,hdreport,find,1,"",2
1044,application,hdreport,findone,1,"",2
1045,application,hdreport,count,1,"",2
1046,application,hdreport,create,1,"",2
1047,application,hdreport,update,1,"",2
1048,application,hdreport,delete,0,"",2
1049,application,hdsite,find,1,"",2
1050,application,hdsite,findone,1,"",2
1051,application,hdsite,count,1,"",2
1052,application,hdsite,create,0,"",2
1053,application,hdsite,update,0,"",2
1054,application,hdsite,delete,0,"",2
1057,application,killreport,find,1,"",2
1058,application,killreport,findone,1,"",2
1059,application,killreport,count,1,"",2
1060,application,killreport,create,1,"",2
1061,application,killreport,update,1,"",2
1062,application,killreport,delete,0,"",2
1063,application,lcfssreport,find,1,"",2
1064,application,lcfssreport,findone,1,"",2
1065,application,lcfssreport,count,1,"",2
1066,application,lcfssreport,create,1,"",2
1067,application,lcfssreport,update,1,"",2
1068,application,lcfssreport,delete,0,"",2
1069,application,lsreport,find,1,"",2
1070,application,lsreport,findone,1,"",2
1071,application,lsreport,count,1,"",2
1072,application,lsreport,create,1,"",2
1073,application,lsreport,update,1,"",2
1074,application,lsreport,delete,0,"",2
1075,application,lssite,find,1,"",2
1076,application,lssite,findone,1,"",2
1077,application,lssite,count,1,"",2
1078,application,lssite,create,0,"",2
1079,application,lssite,update,0,"",2
1080,application,lssite,delete,0,"",2
1081,application,lstype,find,1,"",2
1082,application,lstype,findone,1,"",2
1083,application,lstype,count,1,"",2
1084,application,lstype,create,0,"",2
1085,application,lstype,update,0,"",2
1086,application,lstype,delete,0,"",2
1087,application,materialreport,find,1,"",2
1088,application,materialreport,findone,1,"",2
1089,application,materialreport,count,1,"",2
1090,application,materialreport,create,1,"",2
1091,application,materialreport,update,0,"",2
1092,application,materialreport,delete,0,"",2
1093,application,nhssreport,find,1,"",2
1094,application,nhssreport,findone,1,"",2
1095,application,nhssreport,count,1,"",2
1096,application,nhssreport,create,1,"",2
1097,application,nhssreport,update,1,"",2
1098,application,nhssreport,delete,0,"",2
1099,application,nhsssite,find,1,"",2
1100,application,nhsssite,findone,1,"",2
1101,application,nhsssite,count,1,"",2
1102,application,nhsssite,create,0,"",2
1103,application,nhsssite,update,0,"",2
1104,application,nhsssite,delete,0,"",2
1105,application,pointofinterest,find,1,"",2
1106,application,pointofinterest,findone,1,"",2
1107,application,pointofinterest,count,1,"",2
1108,application,pointofinterest,create,0,"",2
1109,application,pointofinterest,update,0,"",2
1110,application,pointofinterest,delete,0,"",2
1111,application,region,find,1,"",2
1112,application,region,findone,1,"",2
1113,application,region,count,1,"",2
1114,application,region,create,0,"",2
1115,application,region,update,0,"",2
1116,application,region,delete,0,"",2
1117,application,reportcodex,find,1,"",2
1118,application,reportcodex,findone,1,"",2
1119,application,reportcodex,count,1,"",2
1120,application,reportcodex,create,1,"",2
1121,application,reportcodex,update,1,"",2
1122,application,reportcodex,delete,0,"",2
1123,application,reportevent,find,1,"",2
1124,application,reportevent,findone,1,"",2
1125,application,reportevent,count,1,"",2
1126,application,reportevent,create,1,"",2
1127,application,reportevent,update,1,"",2
1128,application,reportevent,delete,0,"",2
1129,application,reportfss,findone,1,"",2
1130,application,reportfss,find,1,"",2
1131,application,reportfss,count,1,"",2
1132,application,reportfss,create,1,"",2
1133,application,reportfss,update,1,"",2
1134,application,reportfss,delete,0,"",2
1135,application,reporttype,find,1,"",2
1136,application,reporttype,findone,1,"",2
1137,application,reporttype,count,1,"",2
1138,application,reporttype,create,0,"",2
1139,application,reporttype,update,0,"",2
1140,application,reporttype,delete,0,"",2
1141,application,ring,find,1,"",2
1142,application,ring,findone,1,"",2
1143,application,ring,count,1,"",2
1144,application,ring,create,0,"",2
1145,application,ring,update,0,"",2
1146,application,ring,delete,0,"",2
1147,application,system,find,1,"",2
1148,application,system,findone,1,"",2
1149,application,system,count,1,"",2
1150,application,system,create,0,"",2
1151,application,system,update,0,"",2
1152,application,system,delete,0,"",2
1153,application,tbcycle,find,1,"",2
1154,application,tbcycle,findone,1,"",2
1155,application,tbcycle,count,1,"",2
1156,application,tbcycle,create,0,"",2
1157,application,tbcycle,update,0,"",2
1158,application,tbcycle,delete,0,"",2
1159,application,tbreport,find,1,"",2
1160,application,tbreport,findone,1,"",2
1161,application,tbreport,count,1,"",2
1162,application,tbreport,update,1,"",2
1163,application,tbreport,create,1,"",2
1164,application,tbreport,delete,0,"",2
1165,application,tbsite,find,1,"",2
1166,application,tbsite,findone,1,"",2
1167,application,tbsite,count,1,"",2
1168,application,tbsite,create,0,"",2
1169,application,tbsite,update,0,"",2
1170,application,tbsite,delete,0,"",2
1171,application,tbtype,find,1,"",2
1172,application,tbtype,findone,1,"",2
1173,application,tbtype,count,1,"",2
1174,application,tbtype,create,0,"",2
1175,application,tbtype,update,0,"",2
1176,application,tbtype,delete,0,"",2
1177,application,tsreport,find,1,"",2
1178,application,tsreport,findone,1,"",2
1179,application,tsreport,count,1,"",2
1180,application,tsreport,create,1,"",2
1181,application,tsreport,update,1,"",2
1182,application,tsreport,delete,0,"",2
1183,application,tssite,find,1,"",2
1184,application,tssite,findone,1,"",2
1185,application,tssite,count,1,"",2
1186,application,tssite,create,0,"",2
1187,application,tssite,update,0,"",2
1188,application,tssite,delete,0,"",2
1189,application,tsstatus,find,1,"",2
1190,application,tsstatus,findone,1,"",2
1191,application,tsstatus,count,1,"",2
1192,application,tsstatus,create,0,"",2
1193,application,tsstatus,update,0,"",2
1194,application,tsstatus,delete,0,"",2
1195,application,twreport,find,1,"",2
1196,application,twreport,findone,1,"",2
1197,application,twreport,count,1,"",2
1198,application,twreport,create,1,"",2
1199,application,twreport,update,1,"",2
1200,application,twreport,delete,0,"",2
1201,application,twsite,find,1,"",2
1202,application,twsite,findone,1,"",2
1203,application,twsite,count,1,"",2
1204,application,twsite,create,0,"",2
1205,application,twsite,update,0,"",2
1206,application,twsite,delete,0,"",2
1207,application,twtype,find,1,"",2
1208,application,twtype,findone,1,"",2
1209,application,twtype,count,1,"",2
1210,application,twtype,create,0,"",2
1211,application,twtype,update,0,"",2
1212,application,twtype,delete,0,"",2
1214,content-manager,contentmanager,find,0,"",2
1215,content-manager,contentmanager,count,0,"",2
1216,content-manager,contentmanager,findone,0,"",2
1217,content-manager,contentmanager,create,0,"",2
1218,content-manager,contentmanager,update,0,"",2
1220,content-manager,contentmanager,delete,0,"",2
1222,content-type-builder,contenttypebuilder,getmodels,0,"",2
1223,content-type-builder,contenttypebuilder,getmodel,0,"",2
1224,content-type-builder,contenttypebuilder,getconnections,0,"",2
1225,content-type-builder,contenttypebuilder,createmodel,0,"",2
1226,content-type-builder,contenttypebuilder,updatemodel,0,"",2
1227,content-type-builder,contenttypebuilder,deletemodel,0,"",2
1229,documentation,documentation,getinfos,0,"",2
1230,documentation,documentation,index,1,"",2
1231,documentation,documentation,loginview,0,"",2
1232,documentation,documentation,login,0,"",2
1233,documentation,documentation,regeneratedoc,0,"",2
1234,documentation,documentation,deletedoc,0,"",2
1235,documentation,documentation,updatesettings,0,"",2
1236,email,email,send,0,"",2
1237,email,email,getenvironments,0,"",2
1238,email,email,getsettings,0,"",2
1239,email,email,updatesettings,0,"",2
1240,settings-manager,settingsmanager,menu,0,"",2
1241,settings-manager,settingsmanager,environments,0,"",2
1242,settings-manager,settingsmanager,languages,0,"",2
1243,settings-manager,settingsmanager,databases,0,"",2
1244,settings-manager,settingsmanager,database,0,"",2
1245,settings-manager,settingsmanager,databasemodel,0,"",2
1246,settings-manager,settingsmanager,get,0,"",2
1247,settings-manager,settingsmanager,update,0,"",2
1248,settings-manager,settingsmanager,createlanguage,0,"",2
1249,settings-manager,settingsmanager,deletelanguage,0,"",2
1250,settings-manager,settingsmanager,createdatabase,0,"",2
1251,settings-manager,settingsmanager,updatedatabase,0,"",2
1252,settings-manager,settingsmanager,deletedatabase,0,"",2
1253,upload,upload,upload,1,"",2
1254,upload,upload,getenvironments,0,"",2
1255,upload,upload,getsettings,0,"",2
1256,upload,upload,updatesettings,0,"",2
1257,upload,upload,find,1,"",2
1258,upload,upload,findone,1,"",2
1259,upload,upload,count,1,"",2
1260,upload,upload,destroy,0,"",2
1261,upload,upload,search,0,"",2
1262,users-permissions,auth,callback,0,"",2
1263,users-permissions,auth,changepassword,0,"",2
1264,users-permissions,auth,connect,1,"",2
1265,users-permissions,auth,forgotpassword,0,"",2
1266,users-permissions,auth,register,0,"",2
1267,users-permissions,auth,emailconfirmation,0,"",2
1268,users-permissions,user,find,0,"",2
1269,users-permissions,user,me,1,"",2
1270,users-permissions,user,findone,0,"",2
1271,users-permissions,user,create,0,"",2
1272,users-permissions,user,update,0,"",2
1273,users-permissions,user,destroy,0,"",2
1274,users-permissions,user,destroyall,0,"",2
1275,users-permissions,userspermissions,createrole,0,"",2
1276,users-permissions,userspermissions,deleteprovider,0,"",2
1277,users-permissions,userspermissions,deleterole,0,"",2
1278,users-permissions,userspermissions,getpermissions,0,"",2
1279,users-permissions,userspermissions,getpolicies,0,"",2
1280,users-permissions,userspermissions,getrole,0,"",2
1281,users-permissions,userspermissions,getroles,0,"",2
1282,users-permissions,userspermissions,getroutes,0,"",2
1283,users-permissions,userspermissions,index,0,"",2
1284,users-permissions,userspermissions,init,1,"",2
1285,users-permissions,userspermissions,searchusers,0,"",2
1286,users-permissions,userspermissions,updaterole,0,"",2
1287,users-permissions,userspermissions,getemailtemplate,0,"",2
1288,users-permissions,userspermissions,updateemailtemplate,0,"",2
1289,users-permissions,userspermissions,getadvancedsettings,0,"",2
1290,users-permissions,userspermissions,updateadvancedsettings,0,"",2
1291,users-permissions,userspermissions,getproviders,0,"",2
1292,users-permissions,userspermissions,updateproviders,0,"",2
1293,application,alert,find,1,"",3
1294,application,alert,findone,1,"",3
1295,application,alert,count,1,"",3
1296,application,alert,create,0,"",3
1297,application,alert,update,0,"",3
1298,application,alert,delete,0,"",3
1299,application,apiupdate,find,1,"",3
1300,application,apiupdate,findone,1,"",3
1301,application,apiupdate,count,1,"",3
1302,application,apiupdate,create,0,"",3
1303,application,apiupdate,update,0,"",3
1304,application,apiupdate,delete,0,"",3
1305,application,apreport,find,1,"",3
1306,application,apreport,findone,1,"",3
1307,application,apreport,count,1,"",3
1308,application,apreport,create,1,"",3
1309,application,apreport,update,0,"",3
1310,application,apreport,delete,0,"",3
1311,application,apsite,find,1,"",3
1312,application,apsite,findone,1,"",3
1313,application,apsite,count,1,"",3
1314,application,apsite,create,0,"",3
1315,application,apsite,update,0,"",3
1316,application,apsite,delete,0,"",3
1317,application,aptype,find,1,"",3
1318,application,aptype,findone,1,"",3
1319,application,aptype,count,1,"",3
1320,application,aptype,create,0,"",3
1321,application,aptype,update,0,"",3
1322,application,aptype,delete,0,"",3
1323,application,axczfssreport,find,1,"",3
1324,application,axczfssreport,findone,1,"",3
1325,application,axczfssreport,count,1,"",3
1326,application,axczfssreport,create,1,"",3
1327,application,axczfssreport,update,0,"",3
1328,application,axczfssreport,delete,0,"",3
1329,application,bmreport,find,1,"",3
1330,application,bmreport,findone,1,"",3
1331,application,bmreport,count,1,"",3
1332,application,bmreport,create,1,"",3
1333,application,bmreport,update,0,"",3
1334,application,bmreport,delete,0,"",3
1335,application,bmsite,find,1,"",3
1336,application,bmsite,findone,1,"",3
1337,application,bmsite,count,1,"",3
1338,application,bmsite,create,0,"",3
1339,application,bmsite,update,0,"",3
1340,application,bmsite,delete,0,"",3
1341,application,bmtype,find,1,"",3
1342,application,bmtype,findone,1,"",3
1343,application,bmtype,count,1,"",3
1344,application,bmtype,create,0,"",3
1345,application,bmtype,update,0,"",3
1346,application,bmtype,delete,0,"",3
1347,application,body,find,1,"",3
1348,application,body,findone,1,"",3
1349,application,body,count,1,"",3
1350,application,body,create,0,"",3
1351,application,body,update,0,"",3
1352,application,body,delete,0,"",3
1353,application,btreport,find,1,"",3
1354,application,btreport,findone,1,"",3
1355,application,btreport,count,1,"",3
1356,application,btreport,create,1,"",3
1357,application,btreport,update,0,"",3
1358,application,btreport,delete,0,"",3
1359,application,btsite,find,1,"",3
1360,application,btsite,findone,1,"",3
1361,application,btsite,count,1,"",3
1362,application,btsite,create,0,"",3
1363,application,btsite,update,0,"",3
1364,application,btsite,delete,0,"",3
1365,application,bttype,find,1,"",3
1366,application,bttype,findone,1,"",3
1367,application,bttype,count,1,"",3
1368,application,bttype,create,0,"",3
1369,application,bttype,update,0,"",3
1370,application,bttype,delete,0,"",3
1371,application,clientreport,find,1,"",3
1372,application,clientreport,findone,1,"",3
1373,application,clientreport,count,1,"",3
1374,application,clientreport,create,1,"",3
1375,application,clientreport,update,0,"",3
1376,application,clientroute,find,1,"",3
1377,application,clientreport,delete,0,"",3
1378,application,clientroute,findone,1,"",3
1379,application,clientroute,count,1,"",3
1380,application,clientroute,create,0,"",3
1381,application,clientroute,update,0,"",3
1382,application,clientroute,delete,0,"",3
1383,application,cmdr,find,1,"",3
1384,application,cmdr,findone,1,"",3
1385,application,cmdr,count,1,"",3
1386,application,cmdr,create,0,"",3
1387,application,cmdr,update,0,"",3
1388,application,cmdr,delete,0,"",3
1389,application,cmdrkill,find,1,"",3
1390,application,cmdrkill,findone,1,"",3
1391,application,cmdrkill,count,1,"",3
1392,application,cmdrkill,create,0,"",3
1393,application,cmdrkill,update,0,"",3
1394,application,cmdrkill,delete,0,"",3
1395,application,csreport,find,1,"",3
1396,application,csreport,findone,1,"",3
1397,application,csreport,count,1,"",3
1398,application,csreport,create,1,"",3
1399,application,csreport,update,0,"",3
1400,application,csreport,delete,0,"",3
1401,application,cssite,find,1,"",3
1402,application,cssite,findone,1,"",3
1403,application,cssite,count,1,"",3
1404,application,cssite,create,0,"",3
1405,application,cssite,update,0,"",3
1406,application,cssite,delete,0,"",3
1407,application,cstype,find,1,"",3
1408,application,cstype,findone,1,"",3
1409,application,cstype,count,1,"",3
1410,application,cstype,create,0,"",3
1411,application,cstype,update,0,"",3
1412,application,cstype,delete,0,"",3
1413,application,excludeclient,find,1,"",3
1414,application,excludeclient,findone,1,"",3
1415,application,excludeclient,count,1,"",3
1416,application,excludeclient,create,0,"",3
1417,application,excludeclient,update,0,"",3
1418,application,excludeclient,delete,0,"",3
1419,application,excludecmdr,find,1,"",3
1420,application,excludecmdr,findone,1,"",3
1421,application,excludecmdr,count,1,"",3
1422,application,excludecmdr,create,0,"",3
1423,application,excludecmdr,update,0,"",3
1424,application,excludecmdr,delete,0,"",3
1425,application,excludecodex,find,1,"",3
1426,application,excludecodex,findone,1,"",3
1427,application,excludecodex,count,1,"",3
1428,application,excludecodex,create,0,"",3
1429,application,excludecodex,update,0,"",3
1430,application,excludecodex,delete,0,"",3
1431,application,excludeevent,find,1,"",3
1432,application,excludeevent,findone,1,"",3
1433,application,excludeevent,count,1,"",3
1434,application,excludeevent,create,0,"",3
1435,application,excludeevent,update,0,"",3
1436,application,excludeevent,delete,0,"",3
1437,application,excludefss,find,1,"",3
1438,application,excludefss,findone,1,"",3
1439,application,excludefss,count,1,"",3
1440,application,excludefss,create,0,"",3
1441,application,excludefss,update,0,"",3
1443,application,excludefss,delete,0,"",3
1449,application,fgreport,find,1,"",3
1450,application,fgreport,findone,1,"",3
1451,application,fgreport,count,1,"",3
1452,application,fgreport,create,1,"",3
1453,application,fgreport,update,0,"",3
1454,application,fgreport,delete,0,"",3
1455,application,fgsite,find,1,"",3
1456,application,fgsite,findone,1,"",3
1457,application,fgsite,count,1,"",3
1458,application,fgsite,create,0,"",3
1459,application,fgsite,update,0,"",3
1460,application,fgsite,delete,0,"",3
1461,application,fgtype,find,1,"",3
1462,application,fgtype,findone,1,"",3
1463,application,fgtype,count,1,"",3
1464,application,fgtype,create,0,"",3
1465,application,fgtype,update,0,"",3
1466,application,fgtype,delete,0,"",3
1467,application,fmreport,find,1,"",3
1468,application,fmreport,findone,1,"",3
1469,application,fmreport,count,1,"",3
1470,application,fmreport,create,1,"",3
1471,application,fmreport,update,0,"",3
1472,application,fmreport,delete,0,"",3
1473,application,fmsite,find,1,"",3
1474,application,fmsite,findone,1,"",3
1475,application,fmsite,count,1,"",3
1476,application,fmsite,update,0,"",3
1477,application,fmsite,create,0,"",3
1478,application,fmsite,delete,0,"",3
1479,application,fmtype,find,1,"",3
1480,application,fmtype,findone,1,"",3
1481,application,fmtype,count,1,"",3
1482,application,fmtype,create,0,"",3
1483,application,fmtype,update,0,"",3
1484,application,fmtype,delete,0,"",3
1485,application,gbmessage,find,1,"",3
1486,application,gbmessage,findone,1,"",3
1487,application,gbmessage,count,1,"",3
1488,application,gbmessage,create,0,"",3
1489,application,gbmessage,update,0,"",3
1490,application,gbmessage,delete,0,"",3
1491,application,gbreport,find,1,"",3
1492,application,gbreport,findone,1,"",3
1493,application,gbreport,count,1,"",3
1494,application,gbreport,create,1,"",3
1495,application,gbreport,update,0,"",3
1496,application,gbreport,delete,0,"",3
1497,application,gbsite,find,1,"",3
1498,application,gbsite,findone,1,"",3
1499,application,gbsite,count,1,"",3
1500,application,gbsite,create,0,"",3
1501,application,gbsite,update,0,"",3
1502,application,gbsite,delete,0,"",3
1503,application,genlog,find,1,"",3
1504,application,genlog,findone,1,"",3
1505,application,genlog,count,1,"",3
1506,application,genlog,create,0,"",3
1507,application,genlog,update,0,"",3
1508,application,genlog,delete,0,"",3
1509,application,genreport,find,1,"",3
1510,application,genreport,findone,1,"",3
1511,application,genreport,count,1,"",3
1512,application,genreport,create,1,"",3
1513,application,genreport,update,0,"",3
1514,application,genreport,delete,0,"",3
1515,application,gensite,find,1,"",3
1516,application,gensite,findone,1,"",3
1517,application,gensite,count,1,"",3
1518,application,gensite,create,0,"",3
1519,application,gensite,update,0,"",3
1520,application,gensite,delete,0,"",3
1521,application,gractivegroup,find,1,"",3
1522,application,gractivegroup,findone,1,"",3
1523,application,gractivegroup,count,1,"",3
1524,application,gractivegroup,create,0,"",3
1525,application,gractivegroup,update,0,"",3
1526,application,gractivegroup,delete,0,"",3
1527,application,gractiveobelisk,find,1,"",3
1528,application,gractiveobelisk,findone,1,"",3
1529,application,gractiveobelisk,count,1,"",3
1530,application,gractiveobelisk,create,0,"",3
1531,application,gractiveobelisk,update,0,"",3
1532,application,gractiveobelisk,delete,0,"",3
1533,application,grartifact,find,1,"",3
1534,application,grartifact,findone,1,"",3
1535,application,grartifact,count,1,"",3
1536,application,grartifact,create,0,"",3
1537,application,grartifact,update,0,"",3
1538,application,grartifact,delete,0,"",3
1539,application,grcodexcategory,find,1,"",3
1540,application,grcodexcategory,findone,1,"",3
1541,application,grcodexcategory,count,1,"",3
1542,application,grcodexcategory,create,0,"",3
1543,application,grcodexcategory,update,0,"",3
