id,system,body,siteID,extoolID,type,subtype,latitude,longitude,cycle,comment,verified,visible
408,3065,4117,408,\N,1,3,19.9548,105.5413,5,,0,1
409,3065,4117,409,\N,1,6,20.5273,102.7488,5,,0,1
410,3065,4117,410,\N,1,4,22.254,101.8156,5,,0,1
411,3065,4117,411,\N,1,7,23.0977,102.2123,5,,0,1
412,4517,6195,412,\N,1,1,-32.2119,-141.9895,1,,0,1
413,4517,6195,413,\N,1,3,-30.9405,-142.2798,2,,0,1
414,4517,6195,414,\N,1,1,-26.5406,-148.4498,1,,0,1
415,4517,6195,415,\N,1,3,-18.5747,-148.9909,2,,0,1
416,4517,6195,416,\N,1,1,-19.1798,-151.5231,1,,0,1
417,4517,6195,417,\N,1,1,8.5472,-126.5881,1,,0,1
418,4517,6195,418,\N,1,6,15.1647,-133.1348,2,,0,1
419,4517,6195,419,\N,1,1,23.4277,-150.6129,1,,0,1
420,4517,6195,420,\N,1,1,71.6379,-62.2077,1,,0,1
421,4517,6195,421,\N,1,1,70.5969,-58.3641,1,,0,1
422,4517,6195,422,\N,1,1,67.9504,-45.5392,1,,0,1
423,4517,6196,423,\N,1,4,19.1169,-104.0950,2,,0,1
424,4517,6196,424,\N,1,1,23.5115,-104.8993,1,,0,1
425,4517,6196,425,\N,1,1,29.5233,-102.1510,1,,0,1
426,4517,6196,426,\N,1,4,35.7026,-97.8135,2,,0,1
427,4517,6196,427,\N,1,1,42.4144,-81.4348,1,,0,1
428,4517,6196,428,\N,1,1,41.8047,-75.9447,1,,0,1
429,4517,6196,429,\N,1,1,43.6459,-75.9573,1,,0,1
430,4517,6196,430,\N,1,1,19.1388,-0.0925,1,,0,1
431,4517,6196,431,\N,1,7,21.5499,1.2614,2,,0,1
432,4517,6196,432,\N,1,1,-5.2965,-36.8917,1,,0,1
433,4517,6196,433,\N,1,6,-6.5255,-36.1663,2,,0,1
434,4517,6196,434,\N,1,1,-17.7553,-70.5853,1,,0,1
435,4517,6197,435,\N,1,1,-9.1799,-152.2745,1,,0,1
436,4517,6197,436,\N,1,1,-6.713,-156.5335,1,,0,1
437,4517,6197,437,\N,1,1,-15.2305,151.4779,1,,0,1
438,4517,6197,438,\N,1,1,-14.1189,139.3529,1,,0,1
439,4517,6197,439,\N,1,1,-2.8313,135.8407,1,,0,1
440,4517,6197,440,\N,1,3,16.4818,117.3539,2,,0,1
441,4517,6197,441,\N,1,3,47.5907,162.1671,2,,0,1
442,4517,6197,442,\N,1,1,44.3939,-174.9084,1,,0,1
443,4517,6197,443,\N,1,1,43.9668,-170.3241,1,,0,1
444,4517,6197,444,\N,1,4,35.9469,-163.7054,2,,0,1
445,4517,6197,445,\N,1,1,20.6503,-138.6763,1,,0,1
446,4517,6197,446,\N,1,1,-2.8227,144.1129,1,,0,1
447,3102,4168,447,\N,1,6,16.4873,132.5642,5,,0,1
448,3102,4168,448,\N,1,4,32.2434,127.842,5,,0,1
449,3102,4168,449,\N,1,7,22.6224,116.2111,5,,0,1
450,3102,4168,450,\N,1,3,17.7955,132.5432,5,,0,1
451,3115,4192,451,\N,1,3,-41.8315,22.2444,5,,0,1
452,3117,4201,452,\N,1,2,-4.4946,145.6557,5,,0,1
453,3117,4201,453,\N,1,4,14.3275,131.8217,5,,0,1
454,3117,4201,454,\N,1,6,-14.2586,141.4512,5,,0,1
455,3117,4201,455,\N,1,7,-26.6144,162.7394,5,,0,1
456,3117,4201,456,\N,1,3,25.0928,116.3333,5,,0,1
457,3117,4202,457,\N,1,4,37.7935,-109.8081,5,,0,1
458,3117,4202,458,\N,1,6,36.2636,-137.6774,5,,0,1
459,3117,4202,459,\N,1,7,57.2718,-141.9642,5,,0,1
460,3117,4202,460,\N,1,7,1.1839,-158.6362,5,,0,1
461,3117,4202,461,\N,1,3,75.2973,-78.595,5,,0,1
462,3117,4202,462,\N,1,6,16.5024,-43.8116,5,,0,1
463,3117,4202,463,\N,1,4,32.3333,-44.386,5,,0,1
464,3117,4203,464,\N,1,1,-1.39,111.95,5,,0,1
465,3117,4203,465,\N,1,1,-21.93,92.28,5,,0,1
466,3117,4203,466,\N,1,1,-28.65,28.65,5,,0,1
467,3117,4203,467,\N,1,1,5.25,119.7,5,,0,1
468,3117,4203,468,\N,1,1,27.84,87.54,5,,0,1
469,478,690,469,\N,1,1,24.9198,-119.9005,1,,0,1
470,3062,4109,470,\N,1,3,-25.3837,-117.0822,5,,0,1
471,3062,4109,471,\N,1,4,0.9716,-112.3221,5,,0,1
472,3062,4109,472,\N,1,6,27.1777,-127.4545,5,,0,1
473,3137,4248,473,\N,1,6,-26.4788,3.4345,5,,0,1
474,3137,4248,474,\N,1,6,-32.5806,-44.3487,5,,0,1
475,3117,4204,475,\N,1,3,3.87,-34.26,5,,0,1
476,3117,4204,476,\N,1,4,2.11,-24.21,5,,0,1
477,3117,4204,477,\N,1,6,26.22,16.73,5,,0,1
478,3117,4204,478,\N,1,7,39.01,43.84,5,,0,1
479,3117,4204,479,\N,1,3,-25.8,-97.15,5,,0,1
480,3117,4205,480,\N,1,3,-63.77,-179.92,5,,0,1
481,3117,4205,481,\N,1,4,-6.33,-156.18,5,,0,1
482,3117,4205,482,\N,1,6,-29.59,125.69,5,,0,1
483,3117,4206,483,\N,1,3,14.76,-31.54,5,,0,1
484,3117,4206,484,\N,1,4,32.14,-34.28,5,,0,1
485,3117,4206,485,\N,1,6,29.71,-53.02,5,,0,1
486,3117,4206,486,\N,1,7,-59.5,-6.45,5,,0,1
487,3137,4248,487,\N,1,6,-32.57,-44.35,5,,0,1
488,3137,4248,488,\N,1,7,-16.11,-46.97,5,,0,1
489,3137,4248,489,\N,1,3,12.61,-39.17,5,,0,1
490,3137,4248,490,\N,1,4,70.64,44.23,5,,0,1
491,3137,4248,491,\N,1,6,59.92,11.71,5,,0,1
492,3137,4248,492,\N,1,7,50.08,36.08,5,,0,1
493,3137,4248,493,\N,1,3,10.81,62.34,5,,0,1
494,3137,4248,494,\N,1,4,-15.86,43.62,5,,0,1
495,3137,4248,495,\N,1,7,0.81,-26.4,5,,0,1
496,3137,4249,496,\N,1,3,-37.44,-75.23,5,,0,1
497,3137,4249,497,\N,1,4,-29.68,-97.08,5,,0,1
498,3137,4249,498,\N,1,6,-17.14,-109.17,5,,0,1
499,3137,4249,499,\N,1,7,-19.41,-119.37,5,,0,1
500,3137,4249,500,\N,1,3,-26.12,-127.02,5,,0,1
501,3137,4249,501,\N,1,4,-20.64,-151.01,5,,0,1
502,3137,4249,502,\N,1,6,-15.67,-157.52,5,,0,1
503,3137,4250,503,\N,1,6,4.94,16.55,5,,0,1
504,3137,4250,504,\N,1,4,11.01,27.69,5,,0,1
505,3137,4250,505,\N,1,7,31.99,29.29,5,,0,1
506,3137,4250,506,\N,1,3,26.57,32.19,5,,0,1
507,3137,4250,507,\N,1,4,52.18,52.98,5,,0,1
508,3137,4250,508,\N,1,7,-34.44,7.59,5,,0,1
509,3137,4250,509,\N,1,3,-39.91,30.55,5,,0,1
510,3137,4251,510,\N,1,7,24.81,80.63,5,,0,1
511,3137,4251,511,\N,1,4,6.51,151.03,5,,0,1
512,3137,4251,512,\N,1,3,-11.33,142.87,5,,0,1
513,3137,4251,513,\N,1,6,49.25,164.81,5,,0,1
514,1941,2606,514,\N,1,6,40.0352,38.3765,5,,0,1
515,1941,2607,515,\N,1,3,65.9648,116.0247,5,,0,1
516,1941,2607,516,\N,1,7,16.4625,137.5953,5,,0,1
517,1941,2606,517,\N,1,4,-34.2602,44.1267,5,,0,1
518,3125,4227,518,\N,1,7,-31.3193,77.4781,5,,0,1
519,3125,4227,519,\N,1,6,12.7767,66.2801,5,,0,1
520,3106,4173,520,\N,1,3,-7.4432,-51.6301,5,,0,1
521,3106,4173,521,\N,1,4,5.4459,-35.0687,5,,0,1
522,3106,4173,522,\N,1,3,-26.9331,-103.8032,5,,0,1
523,3125,4225,523,\N,1,6,-30.9056,11.9581,5,,0,1
524,3125,4225,524,\N,1,7,-13.2696,-46.8866,5,,0,1
525,3125,4226,525,\N,1,6,20.4077,-148.1082,5,,0,1
526,3106,4174,526,\N,1,6,-34.2677,15.3096,5,,0,1
527,3125,4229,527,\N,1,7,40.829,-55.7979,5,,0,1
528,3125,4228,528,\N,1,6,-26.4366,-87.2402,5,,0,1
529,3125,4227,529,\N,1,4,-53.0091,95.3748,5,,0,1
530,1941,2606,530,\N,1,6,-43.2767,71.0032,5,,0,1
531,3028,4056,531,\N,1,3,32.1574,82.5026,5,,0,1
532,3028,4055,532,\N,1,4,-58.7947,-18.3855,5,,0,1
533,3028,4055,533,\N,1,7,-10.4022,80.203,5,,0,1
534,3028,4056,534,\N,1,4,-40.134,68.4262,5,,0,1
535,3048,4082,535,\N,1,6,-16.2436,-101.7626,5,,0,1
536,3048,4082,536,\N,1,3,1.1039,-164.2756,5,,0,1
537,3048,4083,537,\N,1,3,36.1885,-105.8278,5,,0,1
538,3048,4083,538,\N,1,7,46.2022,-82.2584,5,,0,1
539,3048,4082,539,\N,1,7,-26.9722,-116.7323,5,,0,1
540,1941,2607,540,\N,1,3,4.1912,145.7803,5,,0,1
541,3044,4075,541,\N,1,7,-46.1555,23.6666,5,,0,1
542,3044,4076,542,\N,1,6,-16.2879,96.7356,5,,0,1
543,3044,4077,543,\N,1,3,-43.9531,-22.0333,5,,0,1
544,3044,4078,544,\N,1,7,-15.6995,-44.7923,5,,0,1
545,3044,4077,545,\N,1,6,18.6189,-0.0867,5,,0,1
546,3044,4077,546,\N,1,4,2.4172,1.0993,5,,0,1
547,3044,4077,547,\N,1,7,-75.3026,-39.7252,5,,0,1
548,3044,4077,548,\N,1,7,13.7303,-33.7645,5,,0,1
549,3044,4075,549,\N,1,3,-56.0322,-14.575,5,,0,1
550,3039,4070,550,\N,1,7,5.55,62.9006,5,,0,1
551,3039,4070,551,\N,1,3,4.1,84.3244,5,,0,1
552,3039,4069,552,\N,1,7,-46.9612,-23.1987,5,,0,1
553,3064,4111,553,\N,1,6,5.8269,-31.387,5,,0,1
554,3064,4113,554,\N,1,3,-1.2769,143.5569,5,,0,1
555,3064,4113,555,\N,1,4,-32.0152,171.5291,5,,0,1
556,3064,4115,556,\N,1,3,27.7723,-141.7879,5,,0,1
557,3064,4115,557,\N,1,7,-3.4288,-159.9042,5,,0,1
558,3064,4112,558,\N,1,4,22.8082,-152.5475,5,,0,1
559,3039,4068,559,\N,1,3,26.0867,91.0445,5,,0,1
560,3039,4069,560,\N,1,3,-45.0408,46.5689,5,,0,1
561,3039,4069,561,\N,1,7,-46.1226,50.9781,5,,0,1
562,3039,4069,562,\N,1,4,-30.9054,45.8516,5,,0,1
563,3039,4069,563,\N,1,6,-41.2478,23.5331,5,,0,1
564,3064,4114,564,\N,1,3,-5.5998,-108.7421,5,,0,1
565,3116,4195,565,\N,1,3,-29.7802,-1.3533,5,,0,1
566,3116,4195,566,\N,1,6,4.0068,-9.9591,5,,0,1
567,3116,4196,567,\N,1,7,3.3091,2.0037,5,,0,1
568,3116,4194,568,\N,1,7,-12.0118,100.4032,5,,0,1
569,3116,4196,569,\N,1,4,19.8856,-42.6451,5,,0,1
570,3116,4194,570,\N,1,4,9.1415,139.2499,5,,0,1
571,3116,4194,571,\N,1,6,-10.7483,146.4809,5,,0,1
572,3116,4198,572,\N,1,7,-4.4022,-162.1798,5,,0,1
573,4490,6139,573,\N,1,3,-27.2535,-168.8636,1,,0,1
574,3106,4172,574,\N,1,7,-19.2378,-69.0918,5,,0,1
575,3106,4172,575,\N,1,6,-22.9644,-106.9924,5,,0,1
576,3106,4172,576,\N,1,3,-16.7312,-41.8542,5,,0,1
577,3106,4174,577,\N,1,3,-2.7524,66.2803,5,,0,1
578,3116,4197,578,\N,1,6,15.537,61.4922,5,,0,1
579,3133,4239,579,\N,1,4,29.3191,35.8275,5,,0,1
580,3133,4239,580,\N,1,6,44.7887,49.1391,5,,0,1
581,3133,4240,581,\N,1,4,-56.9551,125.6453,5,,0,1
582,3133,4240,582,\N,1,4,-30.0114,118.6498,5,,0,1
583,3133,4240,583,\N,1,3,-59.073,89.4029,5,,0,1
584,3133,4240,584,\N,1,7,-55.1473,128.1325,5,,0,1
585,3133,4239,585,\N,1,1,-21.1259,166.7284,5,,0,1
586,3133,4239,586,\N,1,7,3.7992,90.4792,5,,0,1
587,3138,4252,587,\N,1,4,-1.0422,17.9249,5,,0,1
588,3138,4252,588,\N,1,7,9.7511,27.3736,5,,0,1
589,3138,4252,589,\N,1,7,-1.6262,103.1614,5,,0,1
590,3138,4255,590,\N,1,4,3.533,-26.2757,5,,0,1
591,3138,4255,591,\N,1,6,8.3143,-41.0233,5,,0,1
592,3116,4198,592,\N,1,6,32.1913,-164.3979,5,,0,1
593,3128,4232,593,\N,1,4,0.4684,-110.873,5,,0,1
594,3128,4232,594,\N,1,3,12.3987,-110.2391,5,,0,1
595,3128,4232,595,\N,1,6,-21.5967,-98.8475,5,,0,1
596,3128,4232,596,\N,1,7,36.0466,-106.3085,5,,0,1
597,3128,4232,597,\N,1,2,35.9676,-104.404,5,,0,1
598,3128,4232,598,\N,1,6,68.9713,-91.6065,5,,0,1
599,3130,4236,599,\N,1,3,-65.6864,178.2738,5,,0,1
600,3130,4236,600,\N,1,6,-6.3042,139.2638,5,,0,1
601,3027,4054,601,\N,1,7,16.4669,162.9215,5,,0,1
602,3027,4054,602,\N,1,4,20.6135,88.3165,5,,0,1
603,3095,4160,603,\N,1,4,4.3921,128.2576,5,,0,1
604,3095,4160,604,\N,1,2,5.9402,127.1202,5,,0,1
605,3095,4160,605,\N,1,3,3.1577,118.6814,5,,0,1
606,3095,4161,606,\N,1,3,-37.2445,-48.1918,5,,0,1
607,3095,4161,607,\N,1,2,-33.8377,-43.1063,5,,0,1
608,3095,4160,608,\N,1,6,18.7867,134.6658,5,,0,1
609,3095,4161,609,\N,1,3,13.1032,-34.3245,5,,0,1
610,3095,4161,610,\N,1,6,5.8235,-47.111,5,,0,1
611,3028,4055,611,\N,1,6,-38.9718,68.5638,5,,0,1
612,3095,4161,612,\N,1,7,4.3208,-60.0722,5,,0,1
613,2467,3323,613,\N,1,1,-23.59,143.03,1,,0,1
614,3089,4152,614,\N,1,7,-57.6778,-13.1466,5,,0,1
615,3139,4256,615,\N,1,3,-12.2073,145.7142,5,,0,1
616,3139,4256,616,\N,1,7,19.7686,82.5123,5,,0,1
617,3060,4106,617,\N,1,6,-18.2355,-47.205,5,,0,1
618,1907,2563,618,\N,1,3,-0.1863,-106.3599,5,,0,1
619,1907,2563,619,\N,1,4,10.6686,-99.0924,5,,0,1
620,1907,2563,620,\N,1,7,10.6321,-70.5609,5,,0,1
621,3066,4121,621,\N,1,3,-4.6523,138.6913,1,,0,1
622,3121,4219,622,\N,1,4,-6.7886,-115.3894,5,,0,1
623,3023,4049,623,\N,1,7,-6.9279,139.352,5,,0,1
624,3062,4108,624,\N,1,1,-24.4242,26.9047,1,,0,1
625,3076,4134,625,\N,1,7,-1.2187,-0.4291,5,,0,1
626,3071,4127,626,\N,1,1,-22.0432,24.7653,1,,0,1
627,3071,4127,627,\N,1,1,-24.8181,26.2342,1,,0,1
628,3071,4127,628,\N,1,1,-15.9153,17.3888,1,,0,1
629,3071,4127,629,\N,1,1,-13.3037,14.3864,1,,0,1
630,3071,4127,630,\N,1,1,-10.6507,10.1178,1,,0,1
631,3071,4127,631,\N,1,1,-21.6751,22.1696,1,,0,1
632,3049,4085,632,\N,1,4,63.5411,-66.2456,1,,0,1
633,3049,4085,633,\N,1,6,60.6824,-70.4921,1,,0,1
634,3049,4085,634,\N,1,4,56.5645,-139.4383,1,,0,1
635,3049,4085,635,\N,1,6,55.2114,-137.8091,1,,0,1
636,3049,4085,636,\N,1,3,44.0439,-61.322,1,,0,1
637,3049,4085,637,\N,1,7,46.6244,-66.6119,1,,0,1
638,477,688,638,\N,1,3,-12.3751,-158.4386,4,,0,1
639,477,688,639,\N,1,1,-23.3878,-162.601,1,,0,1
640,477,688,640,\N,1,1,-1.2388,-159.3991,1,,0,1
641,477,688,641,\N,1,1,0.2921,-158.8685,1,,0,1
642,477,688,642,\N,1,7,7.1301,-136.549,4,,0,1
643,477,688,643,\N,1,1,4.5438,-134.2113,1,,0,1
644,477,688,644,\N,1,1,-1.9511,-134.7298,1,,0,1
645,477,688,645,\N,1,1,-7.2686,-118.1314,1,,0,1
646,477,688,646,\N,1,3,-4.249,-117.2751,4,,0,1
647,477,688,647,\N,1,1,2.1952,-107.7121,1,,0,1
648,477,688,648,\N,1,1,9.8241,-103.7688,1,,0,1
649,477,688,649,\N,1,3,11.405,-90.726,4,,0,1
650,477,688,650,\N,1,1,13.2833,-95.8887,1,,0,1
651,3121,4218,651,\N,1,3,23.3631,-49.3061,1,,0,1
652,3121,4218,652,\N,1,4,13.412,-44.6788,1,,0,1
653,3089,4153,653,\N,1,3,7.0633,15.9288,1,,0,1
654,3023,4049,654,\N,1,6,-59.3172,-151.7975,1,,0,1
655,3023,4049,655,\N,1,4,-50.2368,-147.5864,1,,0,1
656,3023,4049,656,\N,1,3,-47.111,-146.7178,1,,0,1
657,3023,4049,657,\N,1,3,47.5626,-166.8517,1,,0,1
658,3023,4050,658,\N,1,5,38.6372,-124.018,1,,0,1
659,3023,4050,659,\N,1,3,39.1335,-127.1177,1,,0,1
660,3023,4050,660,\N,1,6,36.2996,-125.7966,1,,0,1
661,3023,4050,661,\N,1,7,9.0065,-162.822,1,,0,1
662,3023,4050,662,\N,1,4,9.5963,-165.9737,1,,0,1
663,3115,4192,663,\N,2,1,41.756,-24.9951,1,,0,1
664,3115,4192,664,\N,2,1,41.4035,-62.4072,1,,0,1
665,3117,4201,665,\N,3,1,-4.5065,145.6524,1,,0,1
666,3092,4157,666,\N,2,1,-5.3464,94.0025,1,,0,1
667,3092,4157,667,\N,2,1,-3.7765,94.3633,1,,0,1
668,3092,4157,668,\N,2,1,-29.7707,72.2936,1,,0,1
669,3092,4157,669,\N,2,1,-67.9061,105.3663,1,,0,1
670,3092,4157,670,\N,2,1,-66.639,127.4987,1,,0,1
671,1982,2679,671,\N,2,1,20.6587,86.2793,1,,0,1
672,1982,2679,672,\N,2,1,44.6189,81.8336,1,,0,1
673,3136,4243,673,\N,2,1,-9.5375,-117.9777,1,,0,1
674,3136,4244,674,\N,2,1,-3.3005,-46.2081,1,,0,1
675,3100,4166,675,\N,2,1,50.8612,159.0675,1,,0,1
676,1941,2607,676,\N,2,1,38.2133,-143.5377,1,,0,1
677,3129,4233,677,\N,2,1,31.3007,82.0272,1,,0,1
678,3129,4233,678,\N,2,1,-2.8593,72.1299,1,,0,1
679,3129,4233,679,\N,2,1,-7.7359,118.8703,1,,0,1
680,3129,4233,680,\N,2,1,-69.6764,173.5156,1,,0,1
681,3054,4096,681,\N,2,1,5.2557,67.4065,1,,0,1
682,3054,4096,682,\N,2,1,43.5759,44.8632,1,,0,1
683,3054,4096,683,\N,2,1,-3.8594,24.4471,1,,0,1
684,3106,4172,684,\N,2,1,-18.1231,-90.896,1,,0,1
685,3077,4139,685,\N,2,1,-1.8845,-43.6331,1,,0,1
686,3127,4231,686,\N,2,1,-40.8343,85.764,1,,0,1
687,3127,4231,687,\N,2,1,-41.3701,86.5474,1,,0,1
688,3127,4231,688,\N,2,1,-31.6568,120.4853,1,,0,1
689,3127,4231,689,\N,2,1,-7.6074,144.0027,1,,0,1
690,3022,4048,690,\N,2,1,26.1285,87.963,1,,0,1
691,3142,4264,691,\N,2,1,12.2008,-23.2581,1,,0,1
692,3142,4264,692,\N,2,1,-11.9393,-56.4455,1,,0,1
693,3147,4272,693,\N,2,1,2.736,63.6805,1,,0,1
694,3147,4272,694,\N,2,1,13.3848,45.3961,1,,0,1
695,3147,4273,695,\N,2,1,-46.4681,111.1056,1,,0,1
696,3147,4273,696,\N,2,1,-36.6515,67.7947,1,,0,1
697,3119,4208,697,\N,2,1,-61.2739,-92.6796,1,,0,1
698,3119,4209,698,\N,2,1,32.856,-8.3401,1,,0,1
699,3119,4211,699,\N,2,1,-74.4331,-110.7037,1,,0,1
700,3119,4212,700,\N,2,1,44.8301,154.4225,1,,0,1
701,3119,4212,701,\N,2,1,46.7383,154.2764,1,,0,1
702,3119,4210,702,\N,2,1,23.2455,-2.8605,1,,0,1
703,3110,4184,703,\N,2,1,-30.7134,92.0229,1,,0,1
704,3110,4183,704,\N,2,1,35.3127,-110.3307,1,,0,1
705,3110,4182,705,\N,2,1,17.1413,74.2575,1,,0,1
706,3109,4179,706,\N,2,1,-32.4194,-8.9682,1,,0,1
707,3109,4180,707,\N,2,1,-17.7864,76.2093,1,,0,1
708,3109,4181,708,\N,2,1,-69.7412,133.5585,1,,0,1
709,3054,4096,709,\N,2,1,47.0176,131.3352,1,,0,1
710,3054,4096,710,\N,2,1,-3.5056,118.1611,1,,0,1
711,3054,4097,711,\N,2,1,-2.0492,-147.8763,1,,0,1
712,3054,4097,712,\N,2,1,24.2303,113.6252,1,,0,1
713,3054,4098,713,\N,2,1,-33.2397,147.7718,1,,0,1
714,3054,4098,714,\N,2,1,-38.1543,130.6181,1,,0,1
715,3054,4098,715,\N,2,1,-39.2733,85.1253,1,,0,1
716,3054,4098,716,\N,2,1,-45.6996,68.4273,1,,0,1
717,3054,4098,717,\N,2,1,22.818,76.5815,1,,0,1
718,3138,4253,718,\N,2,1,-28.2621,-127.4431,1,,0,1
719,3138,4254,719,\N,2,1,24.8261,-162.3822,1,,0,1
720,3138,4253,720,\N,2,1,-42.8245,-135.9592,1,,0,1
721,3120,4213,721,\N,2,1,2.417,60.6726,1,,0,1
722,3120,4213,722,\N,2,1,17.3715,90.7833,1,,0,1
723,3120,4213,723,\N,2,1,-37.4675,75.6958,1,,0,1
724,3120,4214,724,\N,2,1,29.6327,2.66,1,,0,1
725,3120,4214,725,\N,2,1,-15.9821,-51.3868,1,,0,1
726,3120,4214,726,\N,2,1,-8.8432,-77.112,1,,0,1
727,3120,4215,727,\N,2,1,-3.3001,154.3377,1,,0,1
728,3120,4215,728,\N,2,1,17.7566,176.1455,1,,0,1
729,3120,4215,729,\N,2,1,-55.8178,-137.2138,1,,0,1
730,3120,4216,730,\N,2,1,21.5519,-2.625,1,,0,1
731,3120,4216,731,\N,2,1,14.3053,6.9917,1,,0,1
732,3120,4216,732,\N,2,1,-39.6989,5.6086,1,,0,1
733,3120,4216,733,\N,2,1,17.3144,-38.6669,1,,0,1
734,3120,4217,734,\N,2,1,40.8374,-109.0809,1,,0,1
735,3120,4217,735,\N,2,1,33.8534,-136.5857,1,,0,1
736,3120,4217,736,\N,2,1,44.7585,164.9133,1,,0,1
737,3146,4271,737,\N,2,1,-21.8282,-88.2021,1,,0,1
738,3129,4234,738,\N,2,1,9.7236,-80.2338,1,,0,1
739,3129,4234,739,\N,2,1,-36.0823,-25.4473,1,,0,1
740,3129,4235,740,\N,2,1,3.8065,27.2253,1,,0,1
741,3136,4244,741,\N,2,1,21.3437,-51.0396,1,,0,1
742,3136,4244,742,\N,2,1,41.3915,-61.2723,1,,0,1
743,3136,4244,743,\N,2,1,-3.4085,-117.5496,1,,0,1
744,3136,4245,744,\N,2,1,26.6672,-51.8842,1,,0,1
745,3136,4245,745,\N,2,1,42.5872,-60.9378,1,,0,1
746,3136,4245,746,\N,2,1,5.174,-41.7852,1,,0,1
747,3136,4245,747,\N,2,1,8.4487,-75.2575,1,,0,1
748,3136,4246,748,\N,2,1,44.5272,-62.0556,1,,0,1
749,3136,4246,749,\N,2,1,50.1884,-64.0427,1,,0,1
750,3136,4246,750,\N,2,1,-1.9876,-115.8935,1,,0,1
751,3136,4247,751,\N,2,1,-20.424,-109.7595,1,,0,1
752,3146,4271,752,\N,2,1,34.7178,-107.6316,1,,0,1
753,3146,4271,753,\N,2,1,-1.1724,-96.7723,1,,0,1
754,3146,4270,754,\N,2,1,26.1887,65.3958,1,,0,1
755,3141,4258,755,\N,2,1,-30.0015,-170.7041,1,,0,1
756,3141,4258,756,\N,2,1,6.0398,125.9751,1,,0,1
757,3141,4258,757,\N,2,1,-13.1141,142.8776,1,,0,1
758,3141,4258,758,\N,2,1,-57.5352,96.6578,1,,0,1
759,3141,4258,759,\N,2,1,2.5787,70.7378,1,,0,1
760,3141,4262,760,\N,2,1,1.3524,-151.8924,1,,0,1
761,3141,4262,761,\N,2,1,-59.69,-139.2801,1,,0,1
762,3141,4262,762,\N,2,1,-43.9681,-136.6479,1,,0,1
763,3141,4262,763,\N,2,1,-22.8465,-119.2939,1,,0,1
764,3141,4262,764,\N,2,1,5.0154,-108.3415,1,,0,1
765,3141,4263,765,\N,2,1,2.1925,58.1924,1,,0,1
766,3141,4263,766,\N,2,1,-21.753,89.3017,1,,0,1
767,3141,4263,767,\N,2,1,9.3149,120.6901,1,,0,1
768,3141,4263,768,\N,2,1,46.2432,-168.4327,1,,0,1
769,3141,4259,769,\N,2,1,-51.6684,110.5031,1,,0,1
770,3141,4259,770,\N,2,1,2.4181,51.3004,1,,0,1
771,3141,4259,771,\N,2,1,18.4063,14.9488,1,,0,1
772,3141,4259,772,\N,2,1,-49.1367,-27.8368,1,,0,1
773,3049,4084,773,\N,2,1,68.1265,82.2296,1,,0,1
774,3049,4084,774,\N,2,1,67.7954,91.3339,1,,0,1
775,3049,4084,775,\N,2,1,59.4093,108.6142,1,,0,1
776,3141,4259,776,\N,2,1,2.5147,55.9035,1,,0,1
777,3049,4084,777,\N,2,1,51.8411,106.4852,1,,0,1
778,3141,4259,778,\N,2,1,28.0977,33.5279,1,,0,1
779,3049,4084,779,\N,2,1,25.0423,150.0776,1,,0,1
780,3049,4084,780,\N,2,1,25.4565,152.7151,1,,0,1
781,3141,4260,781,\N,2,1,-27.0504,-118.344,1,,0,1
782,3049,4086,782,\N,2,1,31.0789,142.7961,1,,0,1
783,3141,4260,783,\N,2,1,-22.5499,-81.1446,1,,0,1
784,3049,4086,784,\N,2,1,28.6694,149.3943,1,,0,1
785,3049,4086,785,\N,2,1,-42.9974,-170.6396,1,,0,1
786,3141,4260,786,\N,2,1,-14.1787,-49.1386,1,,0,1
787,3049,4086,787,\N,2,1,-61.0021,-169.596,1,,0,1
788,3141,4260,788,\N,2,1,28.8157,-104.8568,1,,0,1
789,3046,4080,789,\N,2,1,23.5234,29.2215,1,,0,1
790,4502,6161,790,\N,2,1,18.3803,-134.8346,1,,0,1
791,477,689,791,\N,2,1,57.2427,82.7694,1,,0,1
792,3151,4278,792,\N,2,1,-57.4996,-98.7262,1,,0,1
793,3145,4269,793,\N,2,1,2.0507,116.8244,1,,0,1
794,4510,6180,794,\N,2,1,-3.8257,138.9695,1,,0,1
795,4510,6180,795,\N,2,1,-3.9861,105.8297,1,,0,1
796,4510,6180,796,\N,2,1,25.6939,84.9747,1,,0,1
797,4510,6180,797,\N,2,1,3.4545,65.3553,1,,0,1
798,4510,6180,798,\N,2,1,68.2863,102.8304,1,,0,1
799,4510,6180,799,\N,2,1,66.864,110.551,1,,0,1
800,4510,6180,800,\N,2,1,41.6033,160.1544,1,,0,1
801,4510,6180,801,\N,2,1,40.5937,159.8048,1,,0,1
802,4510,6180,802,\N,2,1,41.5538,165.2047,1,,0,1
803,4511,6182,803,\N,2,1,-15.8974,106.2224,1,,0,1
804,1926,2585,804,\N,2,1,-1.3302,20.7915,1,,0,1
805,1941,2607,805,\N,2,1,57.6783,-149.961,1,,0,1
806,1941,2607,806,\N,2,1,39.6292,154.4902,1,,0,1
807,1941,2607,807,\N,2,1,-43.1103,130.7845,1,,0,1
808,1941,2606,808,\N,2,1,-42.3083,104.6151,1,,0,1
809,1941,2606,809,\N,2,1,21.3506,0.6178,1,,0,1
810,1941,2606,810,\N,2,1,59.7285,71.5538,1,,0,1
811,3145,4269,811,\N,2,1,33.4794,103.9805,1,,0,1
