"id","systemName","edsmID","edsmID64","edsmCoordX","edsmCoordY","edsmCoordZ","edsmCoordLocked","missingSkipCount","created_at","updated_at"
408,EAWRAINT RS-U D2-127,20695902,4377737697819,17036.53125,22.875,42764.15625,1,,2018-11-13 12:49:13,2018-11-13 12:55:30
409,EBOR,3801,9466510452089,-30.71875,-49.6875,-113.8125,1,,2018-11-13 12:49:13,2018-11-13 12:55:30
410,EESHORKS CV-Y E2660,24778070,11425974020108,1912.71875,-719.90625,17062.28125,0,,2018-11-13 12:49:13,2018-11-13 12:55:30
411,EESHORKS CV-Y E3683,24786065,15819725563916,1909.21875,-721.1875,17091.90625,1,,2018-11-13 12:49:13,2018-11-13 12:55:30
412,EESHORKS QI-B D1411,24734755,48492403609603,1535.28125,-742.84375,16890.8125,0,,2018-11-13 12:49:13,2018-11-13 12:55:30
413,EESHORKS WO-A E197,827868,847461181444,1589.65625,-775.6875,16914.09375,1,,2018-11-13 12:49:13,2018-11-13 12:55:30
414,EESHORPS DY-G D11-1031,24897262,35436223189091,4059.46875,-417.28125,17818.90625,1,,2018-11-13 12:49:13,2018-11-13 12:55:30
415,EITOSY GM-T D4-0,28058289,8228898987,-10747.25,-1590.21875,-1922.84375,0,,2018-11-13 12:49:13,2018-11-13 12:55:30
416,EITOSY XU-O D6-0,28230119,8178469051,-11013.125,-2103.0625,-1781.46875,0,,2018-11-13 12:49:13,2018-11-13 12:55:30
417,ELECTRA,24482,203169981604,-86.0625,-159.9375,-361.65625,1,,2018-11-13 12:49:13,2018-11-13 12:55:30
418,ELEPHANT'S TRUNK SECTOR DL-Y D4,579529,147362711867,-2693.25,193.8125,-462.15625,1,,2018-11-13 12:49:13,2018-11-13 12:55:30
419,EOCH PROO KI-S E4-275,28031537,1182200154284,-8575.5625,-1565.71875,20372.15625,0,,2018-11-13 12:49:13,2018-11-13 12:55:30
420,EOCH PRUAE JI-K D8-297,28226255,10213457154379,-8944.78125,-1215.5,20199.90625,0,,2018-11-13 12:49:13,2018-11-13 12:55:30
421,EOCK BLUAE PQ-X C1-0,383917,110829447186,16079.15625,-1063.5,27178.5,1,,2018-11-13 12:49:13,2018-11-13 12:55:30
422,EOCK FLYUAE PN-S D4-16,29113695,563068391467,13485.40625,-738.6875,17327.90625,0,,2018-11-13 12:49:13,2018-11-13 12:55:30
423,EOL PROU HU-R C4-127,9216225,34977373856298,-9523.59375,-1166.53125,19633,0,,2018-11-13 12:49:13,2018-11-13 12:55:30
424,EOL PROU NC-V E2-346,17508517,1487121893532,-9412.46875,-844.46875,19927.9375,0,,2018-11-13 12:49:13,2018-11-13 12:55:30
425,EOL PROU PX-T D3-1732,4261329,59519547560227,-9545.65625,-878.65625,19806.125,1,,2018-11-13 12:49:13,2018-11-13 12:55:30
426,EOL PROU VD-T E3-2324,28063357,9982575585444,-9059.28125,-1122.3125,20135.4375,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
427,EOL PROU VY-R D4-545,3450594,18734538101035,-9517.0625,-915.1875,19823.84375,1,,2018-11-13 12:49:13,2018-11-13 12:55:34
428,EOR AUSCS MI-S E4-331,24869628,1423028832428,3280.53125,1035.875,20330.59375,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
429,EOR AUSCS NI-S E4-13,24961365,57233426604,3316.34375,1064.71875,20288.65625,1,,2018-11-13 12:49:13,2018-11-13 12:55:34
430,EOR AUSCS XV-K D9-166,25218573,5714882023763,3270.25,1048.15625,20277.28125,1,,2018-11-13 12:49:13,2018-11-13 12:55:34
431,EORD PRAU AC-B D14-628,24704712,21589600899451,5708.65625,-661.15625,20625.9375,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
432,EORL AUWSY AB-Y B56-28,21476070,62309909677545,4942.46875,146.53125,20644.125,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
433,EORL AUWSY CM-W B57-17,17330867,38120653932017,4947.65625,168.5625,20657.34375,1,,2018-11-13 12:49:13,2018-11-13 12:55:34
434,EORL AUWSY DH-W B57-58,21787873,128280338908657,4921.21875,149.5625,20666,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
435,EORL AUWSY DM-W B57-45,20930079,99693573522929,4961.28125,171.53125,20659.9375,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
436,EORL AUWSY JR-N E6-6981,25516547,29984607439036,4968.75,112.625,20554.71875,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
437,EORL AUWSY JR-N E6-7050,25514384,30280960182460,5007.84375,94.1875,20600.625,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
438,EORL AUWSY JX-Z C27-888,18400406,244183621313266,4877.21875,159.0625,20618.59375,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
439,EORL AUWSY KN-Y C28-9,18324742,2566008283898,4909.15625,227.5625,20670.96875,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
440,EORL AUWSY LN-Y C28-37,18041135,10262656787194,4946.09375,218.65625,20658.03125,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
441,EORL AUWSY ND-Y C28-911,18133520,250505813172986,4879.46875,158.21875,20694.84375,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
442,EORL AUWSY NS-B D13-2368,25641595,81375361274227,4890.8125,208.84375,20595.03125,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
443,EORL AUWSY NS-B D13-4642,25547775,159509406323059,4878.71875,135.65625,20605.40625,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
444,EORL AUWSY OS-B D13-1106,18397527,38013388231027,4902.78125,164.8125,20594.5625,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
445,EORL AUWSY OS-B D13-132,25586909,4547003060595,4933.15625,208.15625,20570.09375,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
446,EORL AUWSY OS-B D13-1619,25550728,55639934013811,4974.625,171.46875,20557.3125,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
447,EORL AUWSY OS-B D13-1952,25585489,67081726890355,4932.375,211.9375,20577.125,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
448,EORL AUWSY PD-Y C28-54,21933111,14935581139706,4958.59375,137.65625,20659.40625,1,,2018-11-13 12:49:13,2018-11-13 12:55:34
449,EORL AUWSY PS-B D13-1805,18159588,62030862127475,5026.25,193.59375,20606.875,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
450,EORL AUWSY PS-B D13-2869,18086226,98589623751027,5021.8125,165.78125,20601.6875,0,,2018-11-13 12:49:13,2018-11-13 12:55:34
451,EORL AUWSY PS-B D13-3974,18156820,136557134647667,5021.59375,201.125,20611.3125,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
452,EORL AUWSY PS-B D13-4295,18087064,147586610663795,5032.625,163.84375,20594.8125,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
453,EORL AUWSY PS-B D13-4554,18167584,156485782901107,5036.375,193.5,20594.71875,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
454,EORL AUWSY PS-B D13-5023,25580626,172600500195699,4975.875,212.1875,20573.28125,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
455,EORL AUWSY PS-B D13-5388,18167018,185141804700019,5032.875,195.46875,20598,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
456,EORL AUWSY PS-B D13-5711,18160132,196240000192883,5026.28125,192.625,20601.375,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
457,EORL AUWSY PS-B D13-5884,18086481,202184234930547,5026.40625,162.9375,20596.90625,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
458,EORL AUWSY PS-B D13-6242,18162868,214485021266291,5034.6875,185.46875,20601.125,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
459,EORL AUWSY QD-A D14-1389,25758696,47737194205563,4918,226.03125,20693,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
460,EORL AUWSY QD-A D14-255,18040381,8773250896251,4947.1875,216.125,20655.9375,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
461,EORL AUWSY QD-A D14-3169,18065555,108897528500603,4948.0625,246.0625,20648.25,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
462,EORL AUWSY QD-A D14-4515,25862128,155145736343931,4903.53125,232.9375,20627.8125,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
463,EORL AUWSY QD-A D14-4541,18323399,156039089541499,4909.1875,221.09375,20676.75,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
464,EORL AUWSY QD-A D14-5136,18059983,176483133870459,4947.15625,216.5,20647.78125,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
465,EORL AUWSY QD-A D14-6193,18085047,212801377325435,4943.9375,252.40625,20644.65625,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
466,EORL AUWSY QD-A D14-798,18064084,27430588830075,4945.03125,228.1875,20653.5625,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
467,EORL AUWSY QN-B D13-4055,25312095,139340256661875,4918.4375,129.5625,20609,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
468,EORL AUWSY QZ-Y B56-45,18082323,99693305349609,4937.46875,250.65625,20646.0625,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
469,EORL AUWSY RD-A D14-3589,25863419,123328635392379,5028.59375,220.03125,20618.3125,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
470,EORL AUWSY RD-A D14-4535,25729308,155832947888507,5003.375,231.03125,20681.59375,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
471,EORL AUWSY RY-Z D13-1614,18426614,55468118544763,4874.78125,158.375,20644.65625,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
472,EORL AUWSY RZ-Z B55-16,18398557,35920825370081,4882.25,161.40625,20627.0625,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
473,EORL AUWSY SY-Z D13-1087,21388404,37360553202043,4938.28125,183.375,20637.03125,1,,2018-11-13 12:49:13,2018-11-13 12:55:37
474,EORL AUWSY SY-Z D13-1137,21267200,39078540120443,4931.09375,153.40625,20655.375,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
475,EORL AUWSY SY-Z D13-1139,20974361,39147259597179,4942.71875,144.375,20645.21875,0,,2018-11-13 12:49:13,2018-11-13 12:55:37
476,EORL AUWSY SY-Z D13-1143,18253478,39284698550651,4959.3125,186.15625,20624.375,1,,2018-11-13 12:49:13,2018-11-13 12:55:41
477,EORL AUWSY SY-Z D13-1255,21429311,43132989247867,4930.84375,163.09375,20641.5,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
478,EORL AUWSY SY-Z D13-1424,21508532,48939785032059,4962.78125,152.34375,20627,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
479,EORL AUWSY SY-Z D13-1499,20979113,51516765409659,4936.65625,176.78125,20657.625,1,,2018-11-13 12:49:13,2018-11-13 12:55:41
480,EORL AUWSY SY-Z D13-1674,23185625,57529719624059,4928.625,156.96875,20663.4375,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
481,EORL AUWSY SY-Z D13-1749,21737824,60106700001659,4969.4375,195.5625,20633.4375,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
482,EORL AUWSY SY-Z D13-2020,18037971,69418189099387,4943.3125,183.46875,20657.125,1,,2018-11-13 12:49:13,2018-11-13 12:55:41
483,EORL AUWSY SY-Z D13-2262,21016996,77733245784443,4945.34375,191.4375,20650.53125,1,,2018-11-13 12:49:13,2018-11-13 12:55:41
484,EORL AUWSY SY-Z D13-2352,21303152,80825622237563,4951.96875,177.125,20674,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
485,EORL AUWSY SY-Z D13-2376,20963284,81650255958395,4953.78125,149.09375,20669.3125,1,,2018-11-13 12:49:13,2018-11-13 12:55:41
486,EORL AUWSY SY-Z D13-2879,24064839,98933204357499,4921.09375,174.625,20633.40625,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
487,EORL AUWSY SY-Z D13-3468,13152667,119171090256251,4948.46875,165.0625,20654.53125,1,,2018-11-13 12:49:13,2018-11-13 12:55:41
488,EORL AUWSY SY-Z D13-350,28749249,12037426024827,4905.15625,154,20647.40625,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
489,EORL AUWSY SY-Z D13-3556,18039336,122194747232635,4942.71875,191.6875,20654.21875,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
490,EORL AUWSY SY-Z D13-3743,20993934,128620018307451,4932.53125,159.65625,20645.25,1,,2018-11-13 12:49:13,2018-11-13 12:55:41
491,EORL AUWSY SY-Z D13-3861,17415856,132674467434875,4950.3125,166.8125,20641.59375,1,,2018-11-13 12:49:13,2018-11-13 12:55:41
492,EORL AUWSY SY-Z D13-3932,21621074,135114008859003,4962.53125,136.625,20666.9375,1,,2018-11-13 12:49:13,2018-11-13 12:55:41
493,EORL AUWSY SY-Z D13-4014,21429967,137931507405179,4929.8125,168.625,20641.25,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
494,EORL AUWSY SY-Z D13-4045,21678516,138996659294587,4932.9375,171.65625,20629.9375,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
495,EORL AUWSY SY-Z D13-4137,21877279,142157755224443,4971.28125,161.84375,20642.375,1,,2018-11-13 12:49:13,2018-11-13 12:55:41
496,EORL AUWSY SY-Z D13-4239,21333433,145662448537979,4937.03125,145.0625,20660.8125,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
497,EORL AUWSY SY-Z D13-4588,23421268,157653997228411,4946.5,145.46875,20671.875,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
498,EORL AUWSY SY-Z D13-4650,21644187,159784301007227,4940.875,177.71875,20676.375,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
499,EORL AUWSY SY-Z D13-4684,21220925,160952532111739,4963.5,189.84375,20654.28125,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
500,EORL AUWSY SY-Z D13-4770,21223774,163907469611387,4948.59375,181.875,20634.0625,0,,2018-11-13 12:49:13,2018-11-13 12:55:41
501,EORL AUWSY SY-Z D13-4952,21778106,170160941994363,4924.21875,146.75,20664.75,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
502,EORL AUWSY SY-Z D13-5018,20905141,172428684726651,4947.4375,182.875,20647.0625,1,,2018-11-13 12:49:13,2018-11-13 12:55:50
503,EORL AUWSY SY-Z D13-5133,18116383,176380054638971,4968.34375,166.90625,20627.78125,1,,2018-11-13 12:49:13,2018-11-13 12:55:50
504,EORL AUWSY SY-Z D13-5358,17215040,184110995771771,4948.65625,164.75,20650.1875,1,,2018-11-13 12:49:13,2018-11-13 12:55:50
505,EORL AUWSY SY-Z D13-5438,21581845,186859774841211,4962.96875,135,20631.21875,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
506,EORL AUWSY SY-Z D13-544,21123689,18703215268219,4942.8125,181.71875,20668.03125,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
507,EORL AUWSY SY-Z D13-5541,21119770,190398827893115,4933.71875,171.84375,20668.125,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
508,EORL AUWSY SY-Z D13-5549,21480243,190673705800059,4957.71875,156.71875,20658.4375,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
509,EORL AUWSY SY-Z D13-5758,17331122,197854891118971,4947.84375,171.46875,20656.375,1,,2018-11-13 12:49:13,2018-11-13 12:55:50
510,EORL AUWSY SY-Z D13-5797,21361757,199194920915323,4934.59375,192,20634.15625,1,,2018-11-13 12:49:13,2018-11-13 12:55:50
511,EORL AUWSY SY-Z D13-6009,21628962,206479185449339,4938.59375,135.96875,20639.96875,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
512,EORL AUWSY SY-Z D13-967,18058864,33237384597883,4951.90625,210.125,20650.40625,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
513,EORL AUWSY TY-Z D13-1367,21805475,46981296722299,4979.34375,169.96875,20646.125,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
514,EORL AUWSY TY-Z D13-2453,25698871,84295972589947,5014.4375,172.15625,20669.96875,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
515,EORL AUWSY TY-Z D13-3300,25726069,113398670987643,5030.1875,179.625,20690.3125,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
516,EORL AUWSY TY-Z D13-3832,24029424,131678051799419,4981.09375,152.90625,20654.46875,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
517,EORL AUWSY TY-Z D13-732,24734511,25162862858619,4980.5625,175.0625,20641.375,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
518,EORL AUWSY UT-Z D13-1173,25438983,40315490685307,4911.1875,75.625,20651.96875,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
519,EORL AUWSY UT-Z D13-1617,25414404,55571214520699,4925,69.1875,20618.34375,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
520,EORL AUWSY UT-Z D13-2003,25105114,68834073530747,4972.90625,62.6875,20644.90625,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
521,EORL AUWSY UT-Z D13-432,12876914,14854924554619,4958.5,131.65625,20624.90625,1,,2018-11-13 12:49:13,2018-11-13 12:55:50
522,EORL AUWSY VT-Z D13-1851,25249806,63611410076027,4994.53125,84.34375,20682.53125,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
523,EORL AUWSY VZ-Z B55-41,21929115,90897480500705,4967.40625,155.71875,20634.71875,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
524,EORL AUWSY XU-Z B55-3,21509205,7334596724193,4960.21875,151.15625,20626.15625,0,,2018-11-13 12:49:13,2018-11-13 12:55:50
525,EORL AUWSY YF-Y B56-16,9521728,35921630676457,4953.46875,155.8125,20635.6875,1,,2018-11-13 12:49:13,2018-11-13 12:55:50
526,EORL AUWSY ZZ-Z B55-50,18149464,110689763542497,5039.4375,163.65625,20630.40625,0,,2018-11-13 12:49:13,2018-11-13 12:55:54
527,EOTIENSES,5797,13865630573993,49.5,-104.03125,6.3125,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
528,EOWYG AOSCS XO-R D4-89,19293966,3071295918123,13373.5,194.40625,17300.8125,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
529,EPSILON ORIONIS,179535,20838678,815.21875,-567.03125,-1709.25,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
530,EQ PEGASI,9103,22660918551977,-15.4375,-12.75,-2.5625,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
531,ETA CARINA SECTOR EL-Y D16,12976221,562045094515,8636.59375,-156.1875,2686.71875,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
532,ETA CARINA SECTOR EL-Y D19,2425417,665124309619,8625.34375,-159.75,2693.5625,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
533,ETA CARINA SECTOR GW-W C1-6,1086024,1747481138410,8565.25,-165.3125,2687.4375,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
534,ETA CARINA SECTOR IM-V C2-4,13048277,1197859607794,8629.1875,-98.8125,2713.0625,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
535,ETA CARINA SECTOR IR-W D1-10,430204,355886664315,8584.65625,-113,2705.375,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
536,ETA CARINA SECTOR IR-W D1-25,87042,871282739835,8593.84375,-129.40625,2711.125,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
537,ETA CARINA SECTOR LC-V C2-8,756231,2297304061170,8580.65625,-182.84375,2706.8125,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
538,ETA CARINA SECTOR PD-S B4-0,978766,786112850401,8580.90625,-140.96875,2714.03125,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
539,ETA CEPHEI,11236,2862335658347,-45.125,9.375,-6.4375,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
540,EULAIL QX-T D3-113,2344453,3891416879139,-8165.4375,1713.90625,17232.75,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
541,EULAIL QX-T D3-52,2344461,1795472838691,-8163.9375,1698.53125,17228.3125,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
542,EXPHIAY,26056,972617124195,283.84375,-128.25,-38.9375,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
543,FACHEE YS-K C11-3,29978019,950026614370,24773.3125,-50.5,45513.3125,0,,2018-11-13 12:49:13,2018-11-13 12:55:54
544,FAUST 538,12060816,84657869458,468.3125,36.46875,-326.78125,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
545,FENGIRI,11726,4649025276275,-98.9375,-16.53125,75.0625,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
546,FF ANDROMEDAE,12165,11665265337753,-52.6875,-31.6875,-31.59375,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
547,FLOALT KU-E D12-218,9567568,7499860037483,-5003.96875,-571.125,15335.59375,1,,2018-11-13 12:49:13,2018-11-13 12:55:54
548,FLOANTH RZ-O D6-128,24864700,4409379376955,4083.40625,-669.0625,14899.375,0,,2018-11-13 12:49:13,2018-11-13 12:55:54
549,FLOAWNS BV-V D3-1123,23750233,38596983639843,2459.84375,-78.46875,14626.5625,0,,2018-11-13 12:49:13,2018-11-13 12:55:54
550,FLOAWNS DQ-V D3-139,23984519,4787001069347,2440.6875,-121.21875,14639.0625,0,,2018-11-13 12:49:13,2018-11-13 12:55:54
551,FLOAWNS DQ-V D3-142,23823858,4890080284451,2430.15625,-120.5625,14617.28125,0,,2018-11-13 12:49:13,2018-11-13 12:55:58
552,FLOAWNS DQ-V D3-266,23764001,9150687842083,2440.40625,-112.875,14617.375,1,,2018-11-13 12:49:13,2018-11-13 12:55:58
553,FLYAI EOHM NF-B C28-1,28020105,342757839090,-9528.8125,-837.8125,-2417.6875,0,,2018-11-13 12:49:13,2018-11-13 12:55:58
554,FLYAI FLYUAE CL-Y D0,7806958,14235228171,17923.96875,-1188.625,37467.0625,0,,2018-11-13 12:49:13,2018-11-13 12:55:58
555,FLYEIA DRYOAE AS-R B34-0,24565130,706653857065,2663.15625,-768.5,-314.09375,0,,2018-11-13 12:49:13,2018-11-13 12:55:58
556,FLYOO FLYI JI-Z D1-51,29209015,1765860694035,14440.59375,-40.71875,37539.96875,0,,2018-11-13 12:49:13,2018-11-13 12:55:58
557,FLYOOE DRYEIA LC-S D5-0,24416249,10728737075,1137.0625,-1455.125,-517.46875,0,,2018-11-13 12:49:13,2018-11-13 12:55:58
558,FLYOOE DRYEIA LT-O D7-0,25710525,10628090179,705.65625,-1305.78125,-395.8125,1,,2018-11-13 12:49:13,2018-11-13 12:55:58
559,FLYOOE DRYEIA UP-N D7-0,26108552,10577660227,435.28125,-1818.9375,-410.875,0,,2018-11-13 12:49:13,2018-11-13 12:55:58
560,FLYUA DRYOAE FT-F D12-29,15442117,1007295629675,1800.71875,-145.875,0.15625,1,,2018-11-13 12:49:13,2018-11-13 12:55:58
561,FLYUA DRYOAE MF-C D14-69,13627857,2381668387195,1707.125,-167,137.3125,1,,2018-11-13 12:49:13,2018-11-13 12:55:58
562,FLYUA DRYOAE WO-V B49-3,20587922,7292451431849,1824.5,-140.4375,7.5625,1,,2018-11-13 12:49:13,2018-11-13 12:55:58
563,FLYUE DRYIAE CW-E D11-0,29254223,14604306787,19648.59375,-1298.1875,-69.46875,1,,2018-11-13 12:49:13,2018-11-13 12:55:58
564,GARUDA,4890393,45147789501002,-9553.46875,-914.75,19812.28125,1,,2018-11-13 12:49:13,2018-11-13 12:55:58
565,GATEWAY,19886,2832631665362,-11,77.84375,-0.875,1,,2018-11-13 12:49:13,2018-11-13 12:55:58
566,GLUDGAA UW-E C11-22,27402675,6130562502498,-379.5625,-14.1875,-4406.5625,0,,2018-11-13 12:49:13,2018-11-13 12:55:58
567,GORGONEA QUARTA,21246,358529045154,-136.15625,-75.78125,-242.40625,1,,2018-11-13 12:49:13,2018-11-13 12:55:58
568,GORGONEA TERTIA,21248,668806686017,-147.28125,-87.53125,-255.625,1,,2018-11-13 12:49:13,2018-11-13 12:55:58
569,GREAE DRYOAE MU-D D13-7,25056662,251398147059,1857.65625,-254.9375,6515.78125,0,,2018-11-13 12:49:13,2018-11-13 12:55:58
570,GREAE PHIO DT-G D11-1473,24282496,50622657105891,1337,-464.5625,16551.78125,0,,2018-11-13 12:49:13,2018-11-13 12:55:58
571,GREAE PHIO FO-G D11-196,24441229,6745271193571,1321.75,-557.09375,16552.75,0,,2018-11-13 12:49:13,2018-11-13 12:55:58
572,GREAE PHIO FO-G D11-3323,24549885,114188173070307,1324.46875,-530.28125,16560.5625,0,,2018-11-13 12:49:13,2018-11-13 12:55:58
573,GREAE PHIO FO-G D11-632,24447085,21726117122019,1335.6875,-538.8125,16543.71875,0,,2018-11-13 12:49:13,2018-11-13 12:55:58
574,GREAE PHIO FO-G D11-981,19147171,33717665812451,1335.28125,-514.65625,16553.875,1,,2018-11-13 12:49:13,2018-11-13 12:55:58
575,GREAE PHIO QE-Q E5-4021,24584106,17271407740916,1352.40625,-512.625,16568.75,1,,2018-11-13 12:49:13,2018-11-13 12:55:58
576,GREERUA IL-O D6-7,25250718,252572670011,7492.09375,304.8125,37926.4375,0,,2018-11-13 12:49:13,2018-11-13 12:56:01
577,GREERUA QX-U E2-1,25245268,5798636572,7320.9375,277.40625,37930.625,0,,2018-11-13 12:49:13,2018-11-13 12:56:01
578,GREOU EAEC RM-X B4-2,29054775,5249924415017,13492.5,-628.34375,15686.375,0,,2018-11-13 12:49:13,2018-11-13 12:56:01
579,GREOU PHIO HS-W B5-0,24666596,995222765105,24160.96875,-540.84375,15698.5,0,,2018-11-13 12:49:13,2018-11-13 12:56:01
580,GRU HYPAI BF-P D6-40,24873171,1385655307963,3711.15625,-627.21875,13599.34375,0,,2018-11-13 12:49:13,2018-11-13 12:56:01
581,GURNEY SLADE,16636,182292842867,70.21875,53.28125,81,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
582,GYTON'S HOPE,8589,670417626521,-29.625,-2,-26.75,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
583,HAJARAGE,4132,2243877177707,42.84375,151.90625,37.0625,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
584,HD 278990,71950,52841923724,-326.78125,-275.1875,-904.71875,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
585,HD 35901,57930,14208181388,511.8125,-399.75,-894.84375,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
586,HD 37127,9851208,1238889013,348.125,-257.15625,-1404.03125,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
587,HD 42292,2152695,5531763269,-305.5625,290.40625,-971.46875,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
588,HD 46131,7476957,9921610900,816.9375,-259.75,-656.90625,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
589,HD 62755,10031307,18515739820,1001.78125,-201.53125,-167.125,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
590,HD 63154,9819186,22810707116,979.46875,-207.40625,-131.59375,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
591,HD 63868,6568998,5535953493,1023.5625,-133.5,-265.71875,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
592,HD 66438,20474917,6610743893,1504.21875,-203.28125,-250.875,0,,2018-11-13 12:49:13,2018-11-13 12:56:01
593,HD 67061,16140625,10846423371,1724.34375,-203.8125,-305.625,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
594,HD 67314,13684451,22819095724,1345.21875,-190.9375,-178.875,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
595,HD 67557,31623,65760388268,1007.03125,-108.5,-180.96875,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
596,HD 73105,6528017,35699811508,1084.96875,-144.0625,1.59375,1,,2018-11-13 12:49:13,2018-11-13 12:56:01
