"id","systemName","id64","edsmID","edsmCoordX","edsmCoordY","edsmCoordZ","edsmCoordLocked","missingSkipCount","created_at","updated_at"
447,EORL AUWSY NS-B D13-4642,159509406323059,25547775,4878.71875,135.65625,20605.40625,0,,2018-12-03 01:58:13,2018-12-03 02:02:41
448,EORL AUWSY OS-B D13-1106,38013388231027,18397527,4902.78125,164.8125,20594.5625,0,,2018-12-03 01:58:13,2018-12-03 02:02:41
449,EORL AUWSY OS-B D13-132,4547003060595,25586909,4933.15625,208.15625,20570.09375,0,,2018-12-03 01:58:13,2018-12-03 02:02:41
450,EORL AUWSY OS-B D13-1619,55639934013811,25550728,4974.625,171.46875,20557.3125,0,,2018-12-03 01:58:13,2018-12-03 02:02:41
451,EORL AUWSY OS-B D13-1952,67081726890355,25585489,4932.375,211.9375,20577.125,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
452,EORL AUWSY PD-Y C28-54,14935581139706,21933111,4958.59375,137.65625,20659.40625,1,,2018-12-03 01:58:13,2018-12-03 02:02:44
453,EORL AUWSY PS-B D13-1805,62030862127475,18159588,5026.25,193.59375,20606.875,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
454,EORL AUWSY PS-B D13-2869,98589623751027,18086226,5021.8125,165.78125,20601.6875,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
455,EORL AUWSY PS-B D13-3974,136557134647667,18156820,5021.59375,201.125,20611.3125,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
456,EORL AUWSY PS-B D13-4295,147586610663795,18087064,5032.625,163.84375,20594.8125,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
457,EORL AUWSY PS-B D13-4554,156485782901107,18167584,5036.375,193.5,20594.71875,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
458,EORL AUWSY PS-B D13-5023,172600500195699,25580626,4975.875,212.1875,20573.28125,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
459,EORL AUWSY PS-B D13-5388,185141804700019,18167018,5032.875,195.46875,20598,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
460,EORL AUWSY PS-B D13-5711,196240000192883,18160132,5026.28125,192.625,20601.375,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
461,EORL AUWSY PS-B D13-5884,202184234930547,18086481,5026.40625,162.9375,20596.90625,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
462,EORL AUWSY PS-B D13-6242,214485021266291,18162868,5034.6875,185.46875,20601.125,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
463,EORL AUWSY QD-A D14-1389,47737194205563,25758696,4918,226.03125,20693,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
464,EORL AUWSY QD-A D14-255,8773250896251,18040381,4947.1875,216.125,20655.9375,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
465,EORL AUWSY QD-A D14-3169,108897528500603,18065555,4948.0625,246.0625,20648.25,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
466,EORL AUWSY QD-A D14-4515,155145736343931,25862128,4903.53125,232.9375,20627.8125,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
467,EORL AUWSY QD-A D14-4541,156039089541499,18323399,4909.1875,221.09375,20676.75,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
468,EORL AUWSY QD-A D14-5136,176483133870459,18059983,4947.15625,216.5,20647.78125,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
469,EORL AUWSY QD-A D14-6193,212801377325435,18085047,4943.9375,252.40625,20644.65625,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
470,EORL AUWSY QD-A D14-798,27430588830075,18064084,4945.03125,228.1875,20653.5625,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
471,EORL AUWSY QN-B D13-4055,139340256661875,25312095,4918.4375,129.5625,20609,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
472,EORL AUWSY QZ-Y B56-45,99693305349609,18082323,4937.46875,250.65625,20646.0625,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
473,EORL AUWSY RD-A D14-3589,123328635392379,25863419,5028.59375,220.03125,20618.3125,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
474,EORL AUWSY RD-A D14-4535,155832947888507,25729308,5003.375,231.03125,20681.59375,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
475,EORL AUWSY RY-Z D13-1614,55468118544763,18426614,4874.78125,158.375,20644.65625,0,,2018-12-03 01:58:13,2018-12-03 02:02:44
476,EORL AUWSY RZ-Z B55-16,35920825370081,18398557,4882.25,161.40625,20627.0625,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
477,EORL AUWSY SY-Z D13-1087,37360553202043,21388404,4938.28125,183.375,20637.03125,1,,2018-12-03 01:58:13,2018-12-03 02:02:48
478,EORL AUWSY SY-Z D13-1137,39078540120443,21267200,4931.09375,153.40625,20655.375,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
479,EORL AUWSY SY-Z D13-1139,39147259597179,20974361,4942.71875,144.375,20645.21875,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
480,EORL AUWSY SY-Z D13-1143,39284698550651,18253478,4959.3125,186.15625,20624.375,1,,2018-12-03 01:58:13,2018-12-03 02:02:48
481,EORL AUWSY SY-Z D13-1255,43132989247867,21429311,4930.84375,163.09375,20641.5,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
482,EORL AUWSY SY-Z D13-1424,48939785032059,21508532,4962.78125,152.34375,20627,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
483,EORL AUWSY SY-Z D13-1499,51516765409659,20979113,4936.65625,176.78125,20657.625,1,,2018-12-03 01:58:13,2018-12-03 02:02:48
484,EORL AUWSY SY-Z D13-1674,57529719624059,23185625,4928.625,156.96875,20663.4375,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
485,EORL AUWSY SY-Z D13-1749,60106700001659,21737824,4969.4375,195.5625,20633.4375,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
486,EORL AUWSY SY-Z D13-2020,69418189099387,18037971,4943.3125,183.46875,20657.125,1,,2018-12-03 01:58:13,2018-12-03 02:02:48
487,EORL AUWSY SY-Z D13-2262,77733245784443,21016996,4945.34375,191.4375,20650.53125,1,,2018-12-03 01:58:13,2018-12-03 02:02:48
488,EORL AUWSY SY-Z D13-2352,80825622237563,21303152,4951.96875,177.125,20674,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
489,EORL AUWSY SY-Z D13-2376,81650255958395,20963284,4953.78125,149.09375,20669.3125,1,,2018-12-03 01:58:13,2018-12-03 02:02:48
490,EORL AUWSY SY-Z D13-2879,98933204357499,24064839,4921.09375,174.625,20633.40625,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
491,EORL AUWSY SY-Z D13-3468,119171090256251,13152667,4948.46875,165.0625,20654.53125,1,,2018-12-03 01:58:13,2018-12-03 02:02:48
492,EORL AUWSY SY-Z D13-350,12037426024827,28749249,4905.15625,154,20647.40625,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
493,EORL AUWSY SY-Z D13-3556,122194747232635,18039336,4942.71875,191.6875,20654.21875,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
494,EORL AUWSY SY-Z D13-3743,128620018307451,20993934,4932.53125,159.65625,20645.25,1,,2018-12-03 01:58:13,2018-12-03 02:02:48
495,EORL AUWSY SY-Z D13-3861,132674467434875,17415856,4950.3125,166.8125,20641.59375,1,,2018-12-03 01:58:13,2018-12-03 02:02:48
496,EORL AUWSY SY-Z D13-3932,135114008859003,21621074,4962.53125,136.625,20666.9375,1,,2018-12-03 01:58:13,2018-12-03 02:02:48
497,EORL AUWSY SY-Z D13-4014,137931507405179,21429967,4929.8125,168.625,20641.25,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
498,EORL AUWSY SY-Z D13-4045,138996659294587,21678516,4932.9375,171.65625,20629.9375,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
499,EORL AUWSY SY-Z D13-4137,142157755224443,21877279,4971.28125,161.84375,20642.375,1,,2018-12-03 01:58:13,2018-12-03 02:02:48
500,EORL AUWSY SY-Z D13-4239,145662448537979,21333433,4937.03125,145.0625,20660.8125,0,,2018-12-03 01:58:13,2018-12-03 02:02:48
501,EORL AUWSY SY-Z D13-4588,157653997228411,23421268,4946.5,145.46875,20671.875,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
502,EORL AUWSY SY-Z D13-4650,159784301007227,21644187,4940.875,177.71875,20676.375,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
503,EORL AUWSY SY-Z D13-4684,160952532111739,21220925,4963.5,189.84375,20654.28125,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
504,EORL AUWSY SY-Z D13-4770,163907469611387,21223774,4948.59375,181.875,20634.0625,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
505,EORL AUWSY SY-Z D13-4952,170160941994363,21778106,4924.21875,146.75,20664.75,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
506,EORL AUWSY SY-Z D13-5018,172428684726651,20905141,4947.4375,182.875,20647.0625,1,,2018-12-03 01:58:13,2018-12-03 02:02:57
507,EORL AUWSY SY-Z D13-5133,176380054638971,18116383,4968.34375,166.90625,20627.78125,1,,2018-12-03 01:58:13,2018-12-03 02:02:57
508,EORL AUWSY SY-Z D13-5358,184110995771771,17215040,4948.65625,164.75,20650.1875,1,,2018-12-03 01:58:13,2018-12-03 02:02:57
509,EORL AUWSY SY-Z D13-5438,186859774841211,21581845,4962.96875,135,20631.21875,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
510,EORL AUWSY SY-Z D13-544,18703215268219,21123689,4942.8125,181.71875,20668.03125,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
511,EORL AUWSY SY-Z D13-5541,190398827893115,21119770,4933.71875,171.84375,20668.125,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
512,EORL AUWSY SY-Z D13-5549,190673705800059,21480243,4957.71875,156.71875,20658.4375,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
513,EORL AUWSY SY-Z D13-5758,197854891118971,17331122,4947.84375,171.46875,20656.375,1,,2018-12-03 01:58:13,2018-12-03 02:02:57
514,EORL AUWSY SY-Z D13-5797,199194920915323,21361757,4934.59375,192,20634.15625,1,,2018-12-03 01:58:13,2018-12-03 02:02:57
515,EORL AUWSY SY-Z D13-6009,206479185449339,21628962,4938.59375,135.96875,20639.96875,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
516,EORL AUWSY SY-Z D13-967,33237384597883,18058864,4951.90625,210.125,20650.40625,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
517,EORL AUWSY TY-Z D13-1367,46981296722299,21805475,4979.34375,169.96875,20646.125,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
518,EORL AUWSY TY-Z D13-2453,84295972589947,25698871,5014.4375,172.15625,20669.96875,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
519,EORL AUWSY TY-Z D13-3300,113398670987643,25726069,5030.1875,179.625,20690.3125,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
520,EORL AUWSY TY-Z D13-3832,131678051799419,24029424,4981.09375,152.90625,20654.46875,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
521,EORL AUWSY TY-Z D13-732,25162862858619,24734511,4980.5625,175.0625,20641.375,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
522,EORL AUWSY UT-Z D13-1173,40315490685307,25438983,4911.1875,75.625,20651.96875,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
523,EORL AUWSY UT-Z D13-1617,55571214520699,25414404,4925,69.1875,20618.34375,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
524,EORL AUWSY UT-Z D13-2003,68834073530747,25105114,4972.90625,62.6875,20644.90625,0,,2018-12-03 01:58:13,2018-12-03 02:02:57
525,EORL AUWSY UT-Z D13-432,14854924554619,12876914,4958.5,131.65625,20624.90625,1,,2018-12-03 01:58:13,2018-12-03 02:02:57
526,EORL AUWSY VT-Z D13-1851,63611410076027,25249806,4994.53125,84.34375,20682.53125,0,,2018-12-03 01:58:13,2018-12-03 02:03:01
527,EORL AUWSY VZ-Z B55-41,90897480500705,21929115,4967.40625,155.71875,20634.71875,0,,2018-12-03 01:58:13,2018-12-03 02:03:01
528,EORL AUWSY XU-Z B55-3,7334596724193,21509205,4960.21875,151.15625,20626.15625,0,,2018-12-03 01:58:13,2018-12-03 02:03:01
529,EORL AUWSY YF-Y B56-16,35921630676457,9521728,4953.46875,155.8125,20635.6875,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
530,EORL AUWSY ZZ-Z B55-50,110689763542497,18149464,5039.4375,163.65625,20630.40625,0,,2018-12-03 01:58:13,2018-12-03 02:03:01
531,EOTIENSES,13865630573993,5797,49.5,-104.03125,6.3125,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
532,EOWYG AOSCS XO-R D4-89,3071295918123,19293966,13373.5,194.40625,17300.8125,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
533,EPSILON ORIONIS,20838678,179535,815.21875,-567.03125,-1709.25,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
534,EQ PEGASI,22660918551977,9103,-15.4375,-12.75,-2.5625,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
535,ETA CARINA SECTOR EL-Y D16,562045094515,12976221,8636.59375,-156.1875,2686.71875,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
536,ETA CARINA SECTOR EL-Y D19,665124309619,2425417,8625.34375,-159.75,2693.5625,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
537,ETA CARINA SECTOR GW-W C1-6,1747481138410,1086024,8565.25,-165.3125,2687.4375,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
538,ETA CARINA SECTOR IM-V C2-4,1197859607794,13048277,8629.1875,-98.8125,2713.0625,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
539,ETA CARINA SECTOR IR-W D1-10,355886664315,430204,8584.65625,-113,2705.375,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
540,ETA CARINA SECTOR IR-W D1-25,871282739835,87042,8593.84375,-129.40625,2711.125,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
541,ETA CARINA SECTOR LC-V C2-8,2297304061170,756231,8580.65625,-182.84375,2706.8125,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
542,ETA CARINA SECTOR PD-S B4-0,786112850401,978766,8580.90625,-140.96875,2714.03125,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
543,ETA CEPHEI,2862335658347,11236,-45.125,9.375,-6.4375,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
544,EULAIL QX-T D3-113,3891416879139,2344453,-8165.4375,1713.90625,17232.75,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
545,EULAIL QX-T D3-52,1795472838691,2344461,-8163.9375,1698.53125,17228.3125,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
546,EXPHIAY,972617124195,26056,283.84375,-128.25,-38.9375,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
547,FACHEE YS-K C11-3,950026614370,29978019,24773.3125,-50.5,45513.3125,0,,2018-12-03 01:58:13,2018-12-03 02:03:01
548,FAUST 538,84657869458,12060816,468.3125,36.46875,-326.78125,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
549,FENGIRI,4649025276275,11726,-98.9375,-16.53125,75.0625,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
550,FF ANDROMEDAE,11665265337753,12165,-52.6875,-31.6875,-31.59375,1,,2018-12-03 01:58:13,2018-12-03 02:03:01
551,FLOALT KU-E D12-218,7499860037483,9567568,-5003.96875,-571.125,15335.59375,1,,2018-12-03 01:58:13,2018-12-03 02:03:04
552,FLOANTH RZ-O D6-128,4409379376955,24864700,4083.40625,-669.0625,14899.375,0,,2018-12-03 01:58:13,2018-12-03 02:03:04
553,FLOAWNS BV-V D3-1123,38596983639843,23750233,2459.84375,-78.46875,14626.5625,0,,2018-12-03 01:58:13,2018-12-03 02:03:04
554,FLOAWNS DQ-V D3-139,4787001069347,23984519,2440.6875,-121.21875,14639.0625,0,,2018-12-03 01:58:13,2018-12-03 02:03:04
555,FLOAWNS DQ-V D3-142,4890080284451,23823858,2430.15625,-120.5625,14617.28125,0,,2018-12-03 01:58:13,2018-12-03 02:03:04
556,FLOAWNS DQ-V D3-266,9150687842083,23764001,2440.40625,-112.875,14617.375,1,,2018-12-03 01:58:13,2018-12-03 02:03:04
557,FLYAI EOHM NF-B C28-1,342757839090,28020105,-9528.8125,-837.8125,-2417.6875,0,,2018-12-03 01:58:13,2018-12-03 02:03:04
558,FLYAI FLYUAE CL-Y D0,14235228171,7806958,17923.96875,-1188.625,37467.0625,0,,2018-12-03 01:58:13,2018-12-03 02:03:04
559,FLYEIA DRYOAE AS-R B34-0,706653857065,24565130,2663.15625,-768.5,-314.09375,0,,2018-12-03 01:58:13,2018-12-03 02:03:04
560,FLYOO FLYI JI-Z D1-51,1765860694035,29209015,14440.59375,-40.71875,37539.96875,0,,2018-12-03 01:58:13,2018-12-03 02:03:04
561,FLYOOE DRYEIA LC-S D5-0,10728737075,24416249,1137.0625,-1455.125,-517.46875,0,,2018-12-03 01:58:13,2018-12-03 02:03:04
562,FLYOOE DRYEIA LT-O D7-0,10628090179,25710525,705.65625,-1305.78125,-395.8125,1,,2018-12-03 01:58:13,2018-12-03 02:03:04
563,FLYOOE DRYEIA UP-N D7-0,10577660227,26108552,435.28125,-1818.9375,-410.875,0,,2018-12-03 01:58:13,2018-12-03 02:03:04
564,FLYUA DRYOAE FT-F D12-29,1007295629675,15442117,1800.71875,-145.875,0.15625,1,,2018-12-03 01:58:13,2018-12-03 02:03:04
565,FLYUA DRYOAE MF-C D14-69,2381668387195,13627857,1707.125,-167,137.3125,1,,2018-12-03 01:58:13,2018-12-03 02:03:04
566,FLYUA DRYOAE WO-V B49-3,7292451431849,20587922,1824.5,-140.4375,7.5625,1,,2018-12-03 01:58:13,2018-12-03 02:03:04
567,FLYUE DRYIAE CW-E D11-0,14604306787,29254223,19648.59375,-1298.1875,-69.46875,1,,2018-12-03 01:58:13,2018-12-03 02:03:04
568,GARUDA,45147789501002,4890393,-9553.46875,-914.75,19812.28125,1,,2018-12-03 01:58:13,2018-12-03 02:03:04
569,GATEWAY,2832631665362,19886,-11,77.84375,-0.875,1,,2018-12-03 01:58:13,2018-12-03 02:03:04
570,GD 175,2106421430643,6926,9.3125,56.53125,60.59375,1,,2018-12-03 01:58:13,2018-12-03 02:03:04
571,GLUDGAA UW-E C11-22,6130562502498,27402675,-379.5625,-14.1875,-4406.5625,0,,2018-12-03 01:58:13,2018-12-03 02:03:04
572,GORGONEA QUARTA,358529045154,21246,-136.15625,-75.78125,-242.40625,1,,2018-12-03 01:58:13,2018-12-03 02:03:04
573,GORGONEA TERTIA,668806686017,21248,-147.28125,-87.53125,-255.625,1,,2018-12-03 01:58:13,2018-12-03 02:03:04
574,GREAE DRYOAE MU-D D13-7,251398147059,25056662,1857.65625,-254.9375,6515.78125,0,,2018-12-03 01:58:13,2018-12-03 02:03:04
575,GREAE PHIO DT-G D11-1473,50622657105891,24282496,1337,-464.5625,16551.78125,0,,2018-12-03 01:58:13,2018-12-03 02:03:04
576,GREAE PHIO FO-G D11-196,6745271193571,24441229,1321.75,-557.09375,16552.75,0,,2018-12-03 01:58:13,2018-12-03 02:03:08
577,GREAE PHIO FO-G D11-3323,114188173070307,24549885,1324.46875,-530.28125,16560.5625,0,,2018-12-03 01:58:13,2018-12-03 02:03:08
578,GREAE PHIO FO-G D11-632,21726117122019,24447085,1335.6875,-538.8125,16543.71875,0,,2018-12-03 01:58:13,2018-12-03 02:03:08
579,GREAE PHIO FO-G D11-981,33717665812451,19147171,1335.28125,-514.65625,16553.875,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
580,GREAE PHIO QE-Q E5-4021,17271407740916,24584106,1352.40625,-512.625,16568.75,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
581,GREERUA IL-O D6-7,252572670011,25250718,7492.09375,304.8125,37926.4375,0,,2018-12-03 01:58:13,2018-12-03 02:03:08
582,GREERUA QX-U E2-1,5798636572,25245268,7320.9375,277.40625,37930.625,0,,2018-12-03 01:58:13,2018-12-03 02:03:08
583,GREOU EAEC RM-X B4-2,5249924415017,29054775,13492.5,-628.34375,15686.375,0,,2018-12-03 01:58:13,2018-12-03 02:03:08
584,GREOU PHIO HS-W B5-0,995222765105,24666596,24160.96875,-540.84375,15698.5,0,,2018-12-03 01:58:13,2018-12-03 02:03:08
585,GRU HYPAI BF-P D6-40,1385655307963,24873171,3711.15625,-627.21875,13599.34375,0,,2018-12-03 01:58:13,2018-12-03 02:03:08
586,GURNEY SLADE,182292842867,16636,70.21875,53.28125,81,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
587,HAROINGORI,2871051429329,973,75.875,-20.78125,95.34375,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
588,HD 278990,52841923724,71950,-326.78125,-275.1875,-904.71875,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
589,HD 35901,14208181388,57930,511.8125,-399.75,-894.84375,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
590,HD 37127,1238889013,9851208,348.125,-257.15625,-1404.03125,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
591,HD 42292,5531763269,2152695,-305.5625,290.40625,-971.46875,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
592,HD 46131,9921610900,7476957,816.9375,-259.75,-656.90625,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
593,HD 62755,18515739820,10031307,1001.78125,-201.53125,-167.125,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
594,HD 63154,22810707116,9819186,979.46875,-207.40625,-131.59375,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
595,HD 63868,5535953493,6568998,1023.5625,-133.5,-265.71875,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
596,HD 66438,6610743893,20474917,1504.21875,-203.28125,-250.875,0,,2018-12-03 01:58:13,2018-12-03 02:03:08
597,HD 67061,10846423371,16140625,1724.34375,-203.8125,-305.625,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
598,HD 67314,22819095724,13684451,1345.21875,-190.9375,-178.875,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
599,HD 67557,65760388268,31623,1007.03125,-108.5,-180.96875,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
600,HD 73105,35699811508,6528017,1084.96875,-144.0625,1.59375,1,,2018-12-03 01:58:13,2018-12-03 02:03:08
601,HD 76838,31404852404,25122433,1089.65625,30.1875,-98.125,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
602,HD 85469,1240986213,9307149,1114.78125,-76.75,227.90625,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
603,HD 88079,18524136652,13675039,1259.90625,-166.90625,377.71875,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
604,HD 92989,284791137468,21276,450.03125,-43.25,161.15625,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
605,HD 93098,276201202876,21277,469.8125,-40,166.3125,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
606,HD 93424,271906235580,1847588,486.75,-45.71875,177.09375,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
607,HEGEIA AA-Q D5-4,147513722931,25183418,-1927.0625,255.09375,-3066.03125,0,,2018-12-03 01:58:13,2018-12-03 02:03:12
608,HEGEIA SY-O C20-0,81235579058,28377703,-1581.40625,357.40625,-2725.21875,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
609,HEZ UR,4614715869539,4361,149.96875,23.65625,-85.03125,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
610,HG 7-208,2869977687441,21294,0.15625,-24.28125,-57.84375,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
611,HIND SECTOR BQ-Y D8,285355247923,1098389,-50.03125,-178.40625,-517.1875,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
612,HIND SECTOR GR-W D1-13,457137146171,3065061,-78.28125,-199.59375,-473.1875,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
613,HIND SECTOR HR-W D1-15,525873400123,3352812,-38.25,-204,-470.40625,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
614,HIND SECTOR OT-Q B5-1,2869171856593,3930747,-50.3125,-182.15625,-528.875,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
615,HIP 10056,1733052764866,186309,-45,-142.25,-103.21875,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
616,HIP 11154,457137146195,128926,-104.1875,-195.8125,-206.25,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
617,HIP 114458,83718214362,109629,-84.78125,-117.03125,16.96875,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
618,HIP 11457,560216361299,181879,-118.21875,-235.3125,-250.78125,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
619,HIP 116907,1183162733266,367447,-123.34375,-126.875,-20.625,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
620,HIP 11700,10460547403,4521366,-114.53125,-262.96875,-270.71875,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
621,HIP 11981,766358030675,183489,-153.59375,-123.5,-234.4375,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
622,HIP 12099,560216394075,176846,-101.90625,-95.46875,-165.59375,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
623,HIP 12916,83651105442,182170,-126.71875,-138.625,-236.875,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
624,HIP 12967,354041186643,1050416,-152.5625,-98.65625,-237.78125,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
625,HIP 13855,1458107749042,551714,-65.46875,-131.09375,-184.375,1,,2018-12-03 01:58:13,2018-12-03 02:03:12
626,HIP 14405,147882723651,75700,-162.4375,-198.25,-375.09375,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
627,HIP 14610,457137162579,416024,-87.4375,-122.8125,-221.90625,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
628,HIP 14702,560233138515,5170360,-30.21875,-228.84375,-254.1875,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
629,HIP 14746,285355215179,182026,-22.03125,-276,-290.375,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
630,HIP 14756,83584029338,8517809,-159.53125,-104.53125,-297.5,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
631,HIP 14908,525856639315,133117,-74.84375,-127.65625,-218.28125,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
632,HIP 14909,44820285763,4840774,-84.375,-259.28125,-358.65625,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
633,HIP 14969,388400925003,2557010,-193.96875,-72.75,-315.09375,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
634,HIP 14971,182259239243,3171269,-85.09375,-221.28125,-324.28125,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
635,HIP 15054,10477324619,4058785,-52.9375,-263.90625,-329.25,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
636,HIP 15134,972550015315,182107,-48.09375,-136.65625,-198.8125,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
637,HIP 15278,182276049243,2403,-51.84375,-83.625,-152.90625,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
638,HIP 15279,1041269492059,24620,-14.53125,-137.78125,-160.78125,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
639,HIP 15329,358596186802,267675,-87.84375,-52,-167.375,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
640,HIP 15443,182276016459,6086424,-8.21875,-259.78125,-284.78125,1,,2018-12-03 01:58:13,2018-12-03 02:03:15
