id,system,body,siteID,extoolID,type,latitude,longitude,cycle,comment,verified,visible,discoveredBy
408,1292,1673,408,\N,7,-54.0034,-10.2792,5,,0,1,261
409,1292,1673,409,\N,3,-56.3423,-21.4772,5,,0,1,261
410,1292,1672,410,\N,6,25.7696,-126.6229,5,,0,1,261
411,1292,1672,411,\N,4,27.0758,-126.0426,5,,0,1,261
412,1292,1672,412,\N,3,-28.8471,-167.1152,5,,0,1,261
413,1292,1672,413,\N,3,19.9548,105.5413,5,,0,1,261
414,1292,1672,414,\N,6,20.5273,102.7488,5,,0,1,261
415,1292,1672,415,\N,4,22.254,101.8156,5,,0,1,261
416,1292,1672,416,\N,7,23.0977,102.2123,5,,0,1,261
417,1942,2553,417,\N,1,-32.2119,-141.9895,1,,0,1,378
418,1942,2553,418,\N,3,-30.9405,-142.2798,2,,0,1,378
419,1942,2553,419,\N,1,-26.5406,-148.4498,1,,0,1,378
420,1942,2553,420,\N,3,-18.5747,-148.9909,2,,0,1,378
421,1942,2553,421,\N,1,-19.1798,-151.5231,1,,0,1,378
422,1942,2553,422,\N,1,8.5472, -126.5881,1,,0,1,378
423,1942,2553,423,\N,6,15.1647,-133.1348,2,,0,1,378
424,1942,2553,424,\N,1,23.4277,-150.6129,1,,0,1,378
425,1942,2553,425,\N,1,71.6379,-62.2077,1,,0,1,378
426,1942,2553,426,\N,1,70.5969,-58.3641,1,,0,1,378
427,1942,2553,427,\N,1,67.9504, -45.5392,1,,0,1,378
428,1942,2554,428,\N,4,19.1169,-104.0950,2,,0,1,378
429,1942,2554,429,\N,1,23.5115,-104.8993,1,,0,1,378
430,1942,2554,430,\N,1,29.5233,-102.1510,1,,0,1,378
431,1942,2554,431,\N,4,35.7026,-97.8135,2,,0,1,378
432,1942,2554,432,\N,1,42.4144, -81.4348,1,,0,1,378
433,1942,2554,433,\N,1,41.8047,-75.9447,1,,0,1,378
434,1942,2554,434,\N,1,43.6459,-75.9573,1,,0,1,378
435,1942,2554,435,\N,1,19.1388, -0.0925,1,,0,1,378
436,1942,2554,436,\N,7,21.5499,1.2614,2,,0,1,378
437,1942,2554,437,\N,1,-5.2965,-36.8917,1,,0,1,378
438,1942,2554,438,\N,6,-6.5255,-36.1663,2,,0,1,378
439,1942,2554,439,\N,1,-17.7553,-70.5853,1,,0,1,378
440,1942,2555,440,\N,1,-9.1799,-152.2745,1,,0,1,378
441,1942,2555,441,\N,1,-6.713,-156.5335,1,,0,1,378
442,1942,2555,442,\N,1,-15.2305,151.4779,1,,0,1,378
443,1942,2555,443,\N,1,-14.1189,139.3529,1,,0,1,378
444,1942,2555,444,\N,1,-2.8313,135.8407,1,,0,1,378
445,1942,2555,445,\N,3,16.4818,117.3539,2,,0,1,378
446,1942,2555,446,\N,3,47.5907,162.1671,2,,0,1,378
447,1942,2555,447,\N,1,44.3939,-174.9084,1,,0,1,378
448,1942,2555,448,\N,1,43.9668,-170.3241,1,,0,1,378
449,1942,2555,449,\N,4,35.9469,-163.7054,2,,0,1,378
450,1942,2555,450,\N,1,20.6503,-138.6763,1,,0,1,378
451,1942,2555,451,\N,1,-2.8227,144.1129,1,,0,1,378
452,1321,1715,452,\N,6,16.4873,132.5642,5,,0,1,128
453,1321,1715,453,\N,4,32.2434,127.842,5,,0,1,150
454,1321,1715,454,\N,7,22.6224,116.2111,5,,0,1,261
455,1321,1715,455,\N,3,17.7955,132.5432,5,,0,1,226
456,1330,1730,456,\N,3,-41.8315,22.2444,5,,0,1,128
457,1332,1737,457,\N,2,-4.4946,145.6557,5,,0,1,283
458,1332,1737,458,\N,4,14.3275,131.8217,5,,0,1,283
459,1332,1737,459,\N,6,-14.2586,141.4512,5,,0,1,283
460,1332,1737,460,\N,7,-26.6144,162.7394,5,,0,1,283
461,1332,1737,461,\N,3,25.0928,116.3333,5,,0,1,283
462,1332,1738,462,\N,4,37.7935,-109.8081,5,,0,1,283
463,1332,1738,463,\N,6,36.2636,-137.6774,5,,0,1,283
464,1332,1738,464,\N,7,57.2718,-141.9642,5,,0,1,283
465,1332,1738,465,\N,7,1.1839,-158.6362,5,,0,1,283
466,1332,1738,466,\N,3,75.2973,-78.595,5,,0,1,283
467,1332,1738,467,\N,6,16.5024,-43.8116,5,,0,1,283
468,1332,1738,468,\N,4,32.3333,-44.386,5,,0,1,283
469,1332,1739,469,\N,1,-1.39,111.95,5,,0,1,283
470,1332,1739,470,\N,1,-21.93,92.28,5,,0,1,283
471,1332,1739,471,\N,1,-28.65,28.65,5,,0,1,283
472,1332,1739,472,\N,1,5.25,119.7,5,,0,1,283
473,1332,1739,473,\N,1,27.84,87.54,5,,0,1,283
474,199,267,474,\N,1,24.9198,-119.9005,1,,0,1,128
475,1290,1665,475,\N,3,-25.3837,-117.0822,5,,0,1,261
476,1290,1665,476,\N,4,0.9716,-112.3221,5,,0,1,261
477,1290,1665,477,\N,6,27.1777,-127.4545,5,,0,1,261
478,1342,1758,478,\N,6,-26.4788,3.4345,5,,0,1,128
479,1342,1758,479,\N,6,-32.5806,-44.3487,5,,0,1,128
480,1332,1740,480,\N,3,3.87,-34.26,5,,0,1,283
481,1332,1740,481,\N,4,2.11,-24.21,5,,0,1,283
482,1332,1740,482,\N,6,26.22,16.73,5,,0,1,283
483,1332,1740,483,\N,7,39.01,43.84,5,,0,1,283
484,1332,1740,484,\N,3,-25.8,-97.15,5,,0,1,283
485,1332,1741,485,\N,3,-63.77,-179.92,5,,0,1,283
486,1332,1741,486,\N,4,-6.33,-156.18,5,,0,1,283
487,1332,1741,487,\N,6,-29.59,125.69,5,,0,1,283
488,1332,1742,488,\N,3,14.76,-31.54,5,,0,1,283
489,1332,1742,489,\N,4,32.14,-34.28,5,,0,1,283
490,1332,1742,490,\N,6,29.71,-53.02,5,,0,1,283
491,1332,1742,491,\N,7,-59.5,-6.45,5,,0,1,283
492,1342,1758,492,\N,6,-32.57,-44.35,5,,0,1,283
493,1342,1758,493,\N,7,-16.11,-46.97,5,,0,1,283
494,1342,1758,494,\N,3,12.61,-39.17,5,,0,1,283
495,1342,1758,495,\N,4,70.64,44.23,5,,0,1,283
496,1342,1758,496,\N,6,59.92,11.71,5,,0,1,283
497,1342,1758,497,\N,7,50.08,36.08,5,,0,1,283
498,1342,1758,498,\N,3,10.81,62.34,5,,0,1,283
499,1342,1758,499,\N,4,-15.86,43.62,5,,0,1,283
500,1342,1758,500,\N,7,0.81,-26.4,5,,0,1,283
501,1342,1759,501,\N,3,-37.44,-75.23,5,,0,1,283
502,1342,1759,502,\N,4,-29.68,-97.08,5,,0,1,283
503,1342,1759,503,\N,6,-17.14,-109.17,5,,0,1,283
504,1342,1759,504,\N,7,-19.41,-119.37,5,,0,1,283
505,1342,1759,505,\N,3,-26.12,-127.02,5,,0,1,283
506,1342,1759,506,\N,4,-20.64,-151.01,5,,0,1,283
507,1342,1759,507,\N,6,-15.67,-157.52,5,,0,1,283
508,1342,1760,508,\N,6,4.94,16.55,5,,0,1,283
509,1342,1760,509,\N,4,11.01,27.69,5,,0,1,283
510,1342,1760,510,\N,7,31.99,29.29,5,,0,1,283
511,1342,1760,511,\N,3,26.57,32.19,5,,0,1,283
512,1342,1760,512,\N,4,52.18,52.98,5,,0,1,283
513,1342,1760,513,\N,7,-34.44,7.59,5,,0,1,283
514,1342,1760,514,\N,3,-39.91,30.55,5,,0,1,283
515,1342,1761,515,\N,7,24.81,80.63,5,,0,1,283
516,1342,1761,516,\N,4,6.51,151.03,5,,0,1,283
517,1342,1761,517,\N,3,-11.33,142.87,5,,0,1,283
518,1342,1761,518,\N,6,49.25,164.81,5,,0,1,283
519,830,1069,519,\N,6,40.0352,38.3765,5,,0,1,261
520,830,1070,520,\N,3,65.9648,116.0247,5,,0,1,221
521,830,1070,521,\N,7,16.4625,137.5953,5,,0,1,221
522,830,1069,522,\N,4,-34.2602,44.1267,5,,0,1,261
523,1335,1748,523,\N,7,-31.3193,77.4781,5,,0,1,261
524,1335,1748,524,\N,6,12.7767,66.2801,5,,0,1,261
525,1324,1719,525,\N,3,-7.4432,-51.6301,5,,0,1,128
526,1324,1719,526,\N,4,5.4459,-35.0687,5,,0,1,128
527,1324,1719,527,\N,3,-26.9331,-103.8032,5,,0,1,128
528,1335,1746,528,\N,6,-30.9056,11.9581,5,,0,1,165
529,1335,1746,529,\N,7,-13.2696,-46.8866,5,,0,1,165
530,1335,1747,530,\N,6,20.4077,-148.1082,5,,0,1,165
531,1324,1720,531,\N,6,-34.2677,15.3096,5,,0,1,128
532,1335,1750,532,\N,7,40.829,-55.7979,5,,0,1,261
533,1335,1749,533,\N,6,-26.4366,-87.2402,5,,0,1,261
534,1335,1748,534,\N,4,-53.0091,95.3748,5,,0,1,283
535,830,1069,535,\N,6,-43.2767,71.0032,5,,0,1,128
536,1268,1631,536,\N,3,32.1574,82.5026,5,,0,1,165
537,1268,1630,537,\N,4,-58.7947,-18.3855,5,,0,1,128
538,1268,1630,538,\N,7,-10.4022,80.203,5,,0,1,128
539,1268,1631,539,\N,4,-40.134,68.4262,5,,0,1,128
540,1280,1649,540,\N,6,-16.2436,-101.7626,5,,0,1,261
541,1280,1649,541,\N,3,1.1039,-164.2756,5,,0,1,165
542,1280,1650,542,\N,3,36.1885,-105.8278,5,,0,1,361
543,1280,1650,543,\N,7,46.2022,-82.2584,5,,0,1,261
544,1280,1649,544,\N,7,-26.9722,-116.7323,5,,0,1,128
545,830,1070,545,\N,3,4.1912,145.7803,5,,0,1,261
546,1278,1644,546,\N,7,-46.1555,23.6666,5,,0,1,128
547,1278,1645,547,\N,6,-16.2879,96.7356,5,,0,1,128
548,1278,1646,548,\N,3,-43.9531,-22.0333,5,,0,1,128
549,1278,1647,549,\N,7,-15.6995,-44.7923,5,,0,1,261
550,1278,1646,550,\N,6,18.6189,-0.0867,5,,0,1,261
551,1278,1646,551,\N,4,2.4172,1.0993,5,,0,1,261
552,1278,1646,552,\N,7,-75.3026,-39.7252,5,,0,1,261
553,1278,1646,553,\N,7,13.7303,-33.7645,5,,0,1,261
554,1278,1644,554,\N,3,-56.0322,-14.575,5,,0,1,261
555,1276,1642,555,\N,7,5.55,62.9006,5,,0,1,261
556,1276,1642,556,\N,3,4.1,84.3244,5,,0,1,261
557,1276,1641,557,\N,7,-46.9612,-23.1987,5,,0,1,128
558,1291,1666,558,\N,6,5.8269,-31.387,5,,0,1,128
559,1291,1668,559,\N,3,-1.2769,143.5569,5,,0,1,261
560,1291,1668,560,\N,4,-32.0152,171.5291,5,,0,1,261
561,1291,1670,561,\N,3,27.7723,-141.7879,5,,0,1,261
562,1291,1670,562,\N,7,-3.4288,-159.9042,5,,0,1,261
563,1291,1667,563,\N,4,22.8082,-152.5475,5,,0,1,261
564,1276,1640,564,\N,3,26.0867,91.0445,5,,0,1,261
565,1276,1641,565,\N,3,-45.0408,46.5689,5,,0,1,165
566,1276,1641,566,\N,7,-46.1226,50.9781,5,,0,1,165
567,1276,1641,567,\N,4,-30.9054,45.8516,5,,0,1,165
568,1276,1641,568,\N,6,-41.2478,23.5331,5,,0,1,165
569,1291,1669,569,\N,3,-5.5998,-108.7421,5,,0,1,261
570,1331,1733,570,\N,3,-29.7802,-1.3533,5,,0,1,128
571,1331,1733,571,\N,6,4.0068,-9.9591,5,,0,1,128
572,1331,1734,572,\N,7,3.3091,2.0037,5,,0,1,128
573,1331,1732,573,\N,7,-12.0118,100.4032,5,,0,1,261
574,1331,1734,574,\N,4,19.8856,-42.6451,5,,0,1,261
575,1331,1732,575,\N,4,9.1415,139.2499,5,,0,1,128
576,1331,1732,576,\N,6,-10.7483,146.4809,5,,0,1,128
577,1331,1736,577,\N,7,-4.4022,-162.1798,5,,0,1,128
578,1933,2535,578,\N,3,-27.2535,-168.8636,1,,0,1,128
579,1324,1718,579,\N,7,-19.2378,-69.0918,5,,0,1,261
580,1324,1718,580,\N,6,-22.9644,-106.9924,5,,0,1,261
581,1324,1718,581,\N,3,-16.7312,-41.8542,5,,0,1,261
582,1324,1720,582,\N,3,-2.7524,66.2803,5,,0,1,261
583,827,1066,583,\N,1,-31.6725,141.516,1,,0,1,261
584,1331,1735,584,\N,6,15.537,61.4922,5,,0,1,128
585,1339,1754,585,\N,4,29.3191,35.8275,5,,0,1,261
586,1339,1754,586,\N,6,44.7887,49.1391,5,,0,1,261
587,1339,1755,587,\N,4,-56.9551,125.6453,5,,0,1,261
588,1339,1755,588,\N,4,-30.0114,118.6498,5,,0,1,261
589,1339,1755,589,\N,3,-59.073,89.4029,5,,0,1,261
590,1339,1755,590,\N,7,-55.1473,128.1325,5,,0,1,221
591,1339,1754,591,\N,1,-21.1259,166.7284,5,,0,1,221
592,1339,1754,592,\N,7,3.7992,90.4792,5,,0,1,221
593,1343,1762,593,\N,4,-1.0422,17.9249,5,,0,1,283
594,1343,1762,594,\N,7,9.7511,27.3736,5,,0,1,283
595,1343,1762,595,\N,7,-1.6262,103.1614,5,,0,1,283
596,1343,1763,596,\N,4,3.533,-26.2757,5,,0,1,283
597,1343,1763,597,\N,6,8.3143,-41.0233,5,,0,1,261
598,1331,1736,598,\N,6,32.1913,-164.3979,5,,0,1,128
599,1336,1751,599,\N,4,0.4684,-110.873,5,,0,1,261
600,1336,1751,600,\N,3,12.3987,-110.2391,5,,0,1,261
601,1336,1751,601,\N,6,-21.5967,-98.8475,5,,0,1,261
602,1336,1751,602,\N,7,36.0466,-106.3085,5,,0,1,283
603,1336,1751,603,\N,2,35.9676,-104.404,5,,0,1,283
604,1336,1751,604,\N,6,68.9713,-91.6065,5,,0,1,261
605,1337,1752,605,\N,3,-65.6864,178.2738,5,,0,1,261
606,1337,1752,606,\N,6,-6.3042,139.2638,5,,0,1,283
607,1267,1629,607,\N,7,16.4669,162.9215,5,,0,1,128
608,1267,1629,608,\N,4,20.6135,88.3165,5,,0,1,261
609,1316,1709,609,\N,4,4.3921,128.2576,5,,0,1,283
610,1316,1709,610,\N,2,5.9402,127.1202,5,,0,1,283
611,1316,1709,611,\N,3,3.1577,118.6814,5,,0,1,283
612,1316,1710,612,\N,3,-37.2445,-48.1918,5,,0,1,283
613,1316,1710,613,\N,2,-33.8377,-43.1063,5,,0,1,283
614,1316,1709,614,\N,6,18.7867,134.6658,5,,0,1,261
615,1316,1710,615,\N,3,13.1032,-34.3245,5,,0,1,261
616,1316,1710,616,\N,6,5.8235,-47.111,5,,0,1,261
617,1268,1630,617,\N,6,-38.9718,68.5638,5,,0,1,261
618,1316,1710,618,\N,7,4.3208,-60.0722,5,,0,1,261
619,1076,1394,619,\N,1,-23.59,143.03,1,,0,1,384
620,1312,1703,620,\N,7,-57.6778,-13.1466,5,,0,1,261
621,1344,1764,621,\N,3,-12.2073,145.7142,5,,0,1,357
622,1344,1764,622,\N,7,19.7686,82.5123,5,,0,1,261
623,1289,1663,623,\N,6,-18.2355,-47.205,5,,0,1,128
624,806,1043,624,\N,3,-0.1863,-106.3599,5,,0,1,283
625,806,1043,625,\N,4,10.6686,-99.0924,5,,0,1,283
626,806,1043,626,\N,7,10.6321,-70.5609,5,,0,1,283
627,1293,1676,627,\N,3,-4.6523,138.6913,1,,0,1,221
628,1333,1744,628,\N,4,-6.7886,-115.3894,5,,0,1,128
629,1266,1628,629,\N,7,-6.9279,139.352,5,,0,1,276
630,1290,1664,630,\N,1,-24.4242,26.9047,1,,0,1,128
631,1302,1691,631,\N,1,20.1784,86.7151,1,,0,1,365
632,1301,1687,632,\N,7,-1.2187,-0.4291,5,,0,1,128
633,1296,1680,633,\N,1,-22.0432,24.7653,1,,0,1,57
634,1296,1680,634,\N,1,-24.8181,26.2342,1,,0,1,57
635,1296,1680,635,\N,1,-15.9153,17.3888,1,,0,1,57
636,1296,1680,636,\N,1,-13.3037,14.3864,1,,0,1,57
637,1296,1680,637,\N,1,-10.6507,10.1178,1,,0,1,57
638,1296,1680,638,\N,1,-21.6751,22.1696,1,,0,1,57
639,1281,1651,639,\N,4,63.5411,-66.2456,1,,0,1,240
640,1281,1651,640,\N,6,60.6824,-70.4921,1,,0,1,240
641,1281,1651,641,\N,4,56.5645,-139.4383,1,,0,1,240
642,1281,1651,642,\N,6,55.2114,-137.8091,1,,0,1,240
643,1281,1651,643,\N,3,44.0439,-61.322,1,,0,1,240
644,1281,1651,644,\N,7,46.6244,-66.6119,1,,0,1,240
645,198,266,645,\N,3,-12.3751,-158.4386,4,,0,1,90
646,198,266,646,\N,1,-23.3878,-162.601,1,,0,1,90
647,198,266,647,\N,1,-1.2388,-159.3991,1,,0,1,90
648,198,266,648,\N,1,0.2921,-158.8685,1,,0,1,90
649,198,266,649,\N,7,7.1301,-136.549,4,,0,1,90
650,198,266,650,\N,1,4.5438,-134.2113,1,,0,1,90
651,198,266,651,\N,1,-1.9511,-134.7298,1,,0,1,90
652,198,266,652,\N,1,-7.2686,-118.1314,1,,0,1,90
653,198,266,653,\N,3,-4.249,-117.2751,4,,0,1,90
654,198,266,654,\N,1,2.1952,-107.7121,1,,0,1,90
655,198,266,655,\N,1,9.8241,-103.7688,1,,0,1,90
656,198,266,656,\N,3,11.405,-90.726,4,,0,1,90
657,198,266,657,\N,1,13.2833,-95.8887,1,,0,1,90
658,1333,1743,658,\N,3,23.3631,-49.3061,1,,0,1,177
659,1333,1743,659,\N,4,13.412,-44.6788,1,,0,1,177
660,1312,1704,660,\N,3,7.0633,15.9288,1,,0,1,222
