"id","key","value","type","environment","tag"
63,db_model_twreports,"{""systemName"":{""type"":""string"",""required"":true},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""count"":{""min"":1,""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""enum"":[""pending"",""updated"",""accepted"",""declined"",""issue""],""type"":""enumeration"",""required"":true},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""type"":""boolean""},""site"":{""model"":""twsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
64,db_model_twsites,"{""location"":{""model"":""location"",""via"":""twSite""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""latitude"":{""type"":""float"",""required"":true},""longitude"":{""type"":""float"",""required"":true},""count"":{""type"":""integer""},""verified"":{""type"":""boolean"",""required"":true},""visible"":{""default"":true,""type"":""boolean""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
65,db_model_upload_file,"{""name"":{""type"":""string"",""configurable"":false,""required"":true},""hash"":{""type"":""string"",""configurable"":false,""required"":true},""ext"":{""type"":""string"",""configurable"":false},""mime"":{""type"":""string"",""configurable"":false,""required"":true},""size"":{""type"":""string"",""configurable"":false,""required"":true},""url"":{""type"":""string"",""configurable"":false,""required"":true},""provider"":{""type"":""string"",""configurable"":false,""required"":true},""related"":{""collection"":""*"",""filter"":""field"",""configurable"":false},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
66,db_model_upload_file_morph,"{""upload_file_id"":{""type"":""integer""},""related_id"":{""type"":""integer""},""related_type"":{""type"":""text""},""field"":{""type"":""text""}}",object,NULL,NULL
67,db_model_users-permissions_permission,"{""type"":{""type"":""string"",""required"":true,""configurable"":false},""controller"":{""type"":""string"",""required"":true,""configurable"":false},""action"":{""type"":""string"",""required"":true,""configurable"":false},""enabled"":{""type"":""boolean"",""required"":true,""configurable"":false},""policy"":{""type"":""string"",""configurable"":false},""role"":{""model"":""role"",""via"":""permissions"",""plugin"":""users-permissions"",""configurable"":false}}",object,NULL,NULL
68,db_model_users-permissions_role,"{""name"":{""type"":""string"",""minLength"":3,""required"":true,""configurable"":false},""description"":{""type"":""string"",""configurable"":false},""type"":{""type"":""string"",""unique"":true,""configurable"":false},""users"":{""collection"":""user"",""via"":""role"",""plugin"":""users-permissions"",""isVirtual"":true},""permissions"":{""collection"":""permission"",""via"":""role"",""plugin"":""users-permissions"",""configurable"":false,""isVirtual"":true}}",object,NULL,NULL
69,db_model_users-permissions_user,"{""username"":{""type"":""string"",""minLength"":3,""unique"":true,""configurable"":false,""required"":true},""email"":{""type"":""email"",""minLength"":6,""configurable"":false,""required"":true},""provider"":{""type"":""string"",""configurable"":false},""password"":{""type"":""password"",""minLength"":6,""configurable"":false,""private"":true},""resetPasswordToken"":{""type"":""string"",""configurable"":false,""private"":true},""role"":{""model"":""role"",""via"":""users"",""plugin"":""users-permissions"",""configurable"":false}}",object,NULL,NULL
70,db_model_usssites,"{""location"":{""model"":""location"",""via"":""ussSite""},""type"":{""model"":""usstype""},""threatLevel"":{""min"":1,""max"":10,""type"":""integer""},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,NULL,NULL
71,db_model_usstypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true}}",object,NULL,NULL
72,plugin_email_provider,"{""provider"":""sendmail"",""name"":""Sendmail"",""auth"":{""sendmail_default_from"":{""label"":""Sendmail Default From"",""type"":""text""},""sendmail_default_replyto"":{""label"":""Sendmail Default Reply-To"",""type"":""text""}}}",object,development,
73,plugin_upload_provider,"{""provider"":""local"",""name"":""Local server"",""enabled"":true,""sizeLimit"":1000000}",object,development,
74,plugin_users-permissions_advanced,"{""unique_email"":false}",object,,
75,plugin_users-permissions_email,"{""roles"":{},""providers"":{""email"":{""enabled"":true,""icon"":""envelope""},""facebook"":{""enabled"":false,""icon"":""facebook-official"",""key"":"""",""secret"":"""",""callback"":""/auth/facebook/callback"",""scope"":[""email""]},""google"":{""enabled"":false,""icon"":""google"",""key"":"""",""secret"":"""",""callback"":""/auth/google/callback"",""scope"":[""email""]},""github"":{""enabled"":false,""icon"":""github"",""key"":"""",""secret"":"""",""redirect_uri"":""/auth/github/callback"",""scope"":[""user"",""user:email""]},""twitter"":{""enabled"":false,""icon"":""twitter"",""key"":"""",""secret"":"""",""callback"":""/auth/twitter/callback""}},""email-templates"":{""reset_password"":{""display"":""Email.template.reset_password"",""icon"":""refresh"",""options"":{""from"":{""name"":""Canonn No-Reply"",""email"":""no-reply@canonn.technology""},""response_email"":""rd@canonn.technoogy"",""object"":""Canonn R&D - ­Reset password"",""message"":""<p>We heard that the Thargoids stole your password!</p>\n\n<p>But don’t worry! You can use the following link to reset your password:</p>\n\n<p><%= URL %>?code=<%= TOKEN %></p>\n\n<p>Thanks,</p>\n\n<p> Canonn R&D Team</p>""}}}}",object,,
76,plugin_users-permissions_grant,"{""email"":{""enabled"":true,""icon"":""envelope""},""facebook"":{""enabled"":false,""icon"":""facebook-official"",""key"":"""",""secret"":"""",""callback"":""/auth/facebook/callback"",""scope"":[""email""]},""google"":{""enabled"":false,""icon"":""google"",""key"":"""",""secret"":"""",""callback"":""/auth/google/callback"",""scope"":[""email""]},""github"":{""enabled"":false,""icon"":""github"",""key"":"""",""secret"":"""",""redirect_uri"":""/auth/github/callback"",""scope"":[""user"",""user:email""]},""twitter"":{""enabled"":false,""icon"":""twitter"",""key"":"""",""secret"":"""",""callback"":""/auth/twitter/callback""}}",object,,
